year, NorESM2-LM, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, UKESM1-0-LL, CNRM-ESM2-1, CESM2-WACCM, INM-CM5-0, INM-CM4-8, IPSL-CM6A-LR, TaiESM1, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, GFDL-ESM4
1.959000000000000000e+03, 5.921344930688457353e+00, 1.759171690344753003e+01, 1.140145330292371462e+01, 1.287513757061043052e+01, 1.204687496423825088e+01, 1.001693942128167159e+01, 6.961891710400985644e+00, 7.767074698496094776e+00, 1.550349867267067339e+01, 1.396337653363780262e+01, 1.128443665751092695e+01, 9.303855421846192186e+00, 6.324746054365903092e+00, 1.054520911861846599e+01, 6.398121516072485804e+00, 1.061687052787082486e+01
1.960000000000000000e+03, 5.996141632519901066e+00, 1.724227177135192690e+01, 1.138283852905760973e+01, 1.212061518576721575e+01, 1.198764150313847665e+01, 1.011299825605482106e+01, 6.065485038258499273e+00, 7.407811086066462991e+00, 1.590767653736637577e+01, 1.508691857518321733e+01, 1.117764879048227478e+01, 9.349171625782499717e+00, 6.674695036826184591e+00, 1.124250369929087334e+01, 6.711648807893590529e+00, 1.079416669280679564e+01
1.961000000000000000e+03, 5.836223928781527626e+00, 1.779385020042001742e+01, 1.096092118475196031e+01, 1.108481666985836434e+01, 1.289403850323846612e+01, 9.789811323903430562e+00, 6.205580661240476914e+00, 7.404517598180074600e+00, 1.491650399099636104e+01, 1.528762190927657727e+01, 1.205240623704218983e+01, 9.614713799503380898e+00, 6.422351828300460141e+00, 9.986764276355854619e+00, 6.225369844440961309e+00, 1.062528861393559687e+01
1.962000000000000000e+03, 6.016506095443536317e+00, 1.808789634916682942e+01, 1.139836841939229473e+01, 1.087963158632265603e+01, 1.238906304583916906e+01, 9.615526486970912501e+00, 6.958119574276488528e+00, 7.466203067801253646e+00, 1.496647794877834770e+01, 1.445422191855447736e+01, 1.129534899728623820e+01, 9.407960324502203875e+00, 6.472328175759377800e+00, 9.781734732131136312e+00, 6.252830785574015948e+00, 1.063700308064896660e+01
1.963000000000000000e+03, 5.705896017010840815e+00, 1.785013330193767445e+01, 1.157245764281844913e+01, 1.242715976773503073e+01, 1.249976770521913316e+01, 1.065587298009554651e+01, 8.198018215018032961e+00, 7.520691757802382860e+00, 1.584416130896637576e+01, 1.578029983199884079e+01, 1.121535080829170106e+01, 9.072410037647150816e+00, 6.356372165859828449e+00, 1.001985951843926514e+01, 6.620132900354806615e+00, 1.060964986934252963e+01
1.964000000000000000e+03, 5.798688430048459352e+00, 1.757558595781653210e+01, 1.175151214925496213e+01, 1.292216459882951796e+01, 1.238633925759026688e+01, 1.198775073407691671e+01, 8.492220850690962664e+00, 7.736947500225399565e+00, 1.596755653893603899e+01, 1.499797878858215761e+01, 1.189250603326891920e+01, 9.849690255517822735e+00, 6.578319823661083809e+00, 1.095457711244181809e+01, 6.229633092928914095e+00, 1.093888159402489357e+01
1.965000000000000000e+03, 5.873561355964521447e+00, 1.751528028099675183e+01, 1.169420133637447279e+01, 1.176180852480926298e+01, 1.225227637444965545e+01, 1.038254672747370400e+01, 6.599079448130310332e+00, 7.829266214042588601e+00, 1.493836014204861229e+01, 1.489072151029514224e+01, 1.159962143901664255e+01, 9.217370572153988917e+00, 6.925295705717028127e+00, 1.065453580387919175e+01, 6.632219925274895012e+00, 1.151357240215101641e+01
1.966000000000000000e+03, 5.797741111505879452e+00, 1.793009769300835998e+01, 1.144016424726023651e+01, 1.206981204505448346e+01, 1.237891084703238143e+01, 1.211837052269205017e+01, 6.608186626644422468e+00, 7.709612235144296832e+00, 1.478041286789388842e+01, 1.423639374636446142e+01, 1.213851243369339983e+01, 9.200598944329575701e+00, 6.310845071828819819e+00, 1.089394749209963820e+01, 6.468705394102363115e+00, 1.154714855867276846e+01
1.967000000000000000e+03, 6.027216747746620307e+00, 1.758819952251970875e+01, 1.123512501258870877e+01, 1.172184658503860710e+01, 1.235244087377745004e+01, 1.028117317637472006e+01, 5.583694260817968491e+00, 7.717977155269522882e+00, 1.576143705407933737e+01, 1.469310035596692643e+01, 1.130012737858206151e+01, 9.364477453381446992e+00, 6.755640797778009521e+00, 1.154611324041617060e+01, 6.300390754373876412e+00, 1.086146077973569923e+01
1.968000000000000000e+03, 5.450505708889396672e+00, 1.833226369667205091e+01, 1.171191827602863178e+01, 1.226721518817229573e+01, 1.168852422596205187e+01, 1.076103596185013522e+01, 7.051025766067779088e+00, 7.812526389785138470e+00, 1.573494912416997771e+01, 1.484425325938513041e+01, 1.133399353959796230e+01, 9.760239468573381316e+00, 6.732295069771824458e+00, 1.102273565707855241e+01, 6.218807767006023113e+00, 1.143387871252724963e+01
1.969000000000000000e+03, 5.669273728559748982e+00, 1.832571948120266470e+01, 1.167269470298262846e+01, 1.274590049607755837e+01, 1.235171471864357784e+01, 1.056976901924827494e+01, 6.656784222021898678e+00, 7.759309801957037678e+00, 1.525191110083822821e+01, 1.425952248105254583e+01, 1.206011353616369774e+01, 9.171978793366868388e+00, 6.697113534246346589e+00, 1.046754643369419036e+01, 5.998199665707831585e+00, 1.094868663230267991e+01
1.970000000000000000e+03, 6.070744000679495045e+00, 1.796283142709025427e+01, 1.153324859122022339e+01, 1.198491871516040952e+01, 1.249309786858044724e+01, 1.049950710242193885e+01, 7.322370847938683092e+00, 7.538521789909947479e+00, 1.675378221754322183e+01, 1.532804379973271303e+01, 1.194922701364120243e+01, 9.531728449971641481e+00, 6.500317795594020787e+00, 1.081757635546125762e+01, 6.859136875733443439e+00, 1.074632721112015510e+01
1.971000000000000000e+03, 5.941127365146225081e+00, 1.826275464371563118e+01, 1.155872702159189735e+01, 1.261797957817022464e+01, 1.209905381177269668e+01, 1.045098588984866339e+01, 6.655843648211011931e+00, 7.598549290075064633e+00, 1.612688353387286710e+01, 1.474455538180576930e+01, 1.206611476127683780e+01, 9.999450560667273891e+00, 6.755282429884230666e+00, 1.108026546981515281e+01, 6.428454773785206022e+00, 1.099838294604735367e+01
1.972000000000000000e+03, 6.065072574274730677e+00, 1.792863627279561456e+01, 1.170202066783510020e+01, 1.222702425865489140e+01, 1.299678201497198771e+01, 1.109871591185094708e+01, 5.674739287359244599e+00, 8.258654342693148465e+00, 1.591082138740317831e+01, 1.456023899279113998e+01, 1.145995595114590593e+01, 9.127703193013216421e+00, 7.131191113121929881e+00, 1.095260649407706666e+01, 6.632378605638412417e+00, 1.003157718392840891e+01
1.973000000000000000e+03, 6.369409044493515637e+00, 1.787699297918741692e+01, 1.180169284384196615e+01, 1.205999839654585415e+01, 1.222491774022178568e+01, 1.157501887363702764e+01, 7.293231615626242892e+00, 7.920609466281325339e+00, 1.634975750793079285e+01, 1.481811935610788744e+01, 1.194993316449060927e+01, 9.547012115611961391e+00, 6.774382363002880325e+00, 1.065287835509796999e+01, 6.419567128068026207e+00, 1.069468359227796306e+01
1.974000000000000000e+03, 6.058961522457739335e+00, 1.808747902849084710e+01, 1.159292200926343597e+01, 1.202328665665649687e+01, 1.244831430343232093e+01, 1.124460259632089887e+01, 7.050433958127787726e+00, 7.566550043515964497e+00, 1.586206739837779800e+01, 1.386542785108474796e+01, 1.129644811200228460e+01, 9.774593150926895291e+00, 6.697377743855900789e+00, 1.041398455508607945e+01, 6.351496705089387795e+00, 1.030243003470730301e+01
1.975000000000000000e+03, 6.132939797990111686e+00, 1.834819888860369019e+01, 1.147034390514945557e+01, 1.182630194602200469e+01, 1.197688928240706119e+01, 9.881478215366826134e+00, 7.173082347342443654e+00, 7.857196594582677385e+00, 1.519213649856605208e+01, 1.487813419190285202e+01, 1.142086409771234834e+01, 9.267899310364422050e+00, 6.520123740514353727e+00, 1.083086360812864513e+01, 6.507030599552667383e+00, 1.028771319934936734e+01
1.976000000000000000e+03, 6.162726050743166262e+00, 1.820139840799244624e+01, 1.154842207455667413e+01, 1.253327139860249240e+01, 1.255671832194800075e+01, 1.116440810400352390e+01, 7.530307912419831773e+00, 7.246377015823469492e+00, 1.491424514348118180e+01, 1.527645753149696795e+01, 1.172321754563245122e+01, 9.993447747045209439e+00, 7.002978555257373117e+00, 1.125880575912290560e+01, 6.296952927451401116e+00, 1.057019521847009713e+01
1.977000000000000000e+03, 6.143903420980884711e+00, 1.800171465237537305e+01, 1.193965891244896049e+01, 1.203576629785711383e+01, 1.188742974310527778e+01, 1.278465583697874841e+01, 7.307398083928592136e+00, 7.824826540505836370e+00, 1.591630490262987685e+01, 1.401368054783313788e+01, 1.242897006799017845e+01, 9.056589296368631636e+00, 6.771342615134090970e+00, 1.074728600287770242e+01, 6.557222536848542838e+00, 1.126920063293896490e+01
1.978000000000000000e+03, 5.921549606168038160e+00, 1.878371335226017180e+01, 1.189942704968536091e+01, 1.332237029429473729e+01, 1.378332530334471073e+01, 1.206835420085391775e+01, 8.368405723637202698e+00, 7.826510435212280292e+00, 1.652992844059782129e+01, 1.495360308927383741e+01, 1.189404576307702399e+01, 8.980510744571359893e+00, 6.988718382402977269e+00, 1.144129725389933228e+01, 6.747295825160917637e+00, 1.137598320755545345e+01
1.979000000000000000e+03, 6.213598680256024132e+00, 1.850347617403141243e+01, 1.201809184733259350e+01, 1.319737388563114777e+01, 1.207357335206151738e+01, 1.038608321032658921e+01, 7.106355465775104463e+00, 8.087206054179144843e+00, 1.535362227180309169e+01, 1.436781236401972173e+01, 1.197465455436738857e+01, 9.982958380493970552e+00, 6.611639529024810891e+00, 1.106143360966260936e+01, 6.485777657872815460e+00, 1.139965653920444311e+01
1.980000000000000000e+03, 6.205749758249985426e+00, 1.857192310984651584e+01, 1.179079068027747823e+01, 1.236781173473134388e+01, 1.266946002846349906e+01, 1.088448008074418283e+01, 6.778269316355063800e+00, 8.045398935613505387e+00, 1.605416574325269963e+01, 1.482512211092405074e+01, 1.259925537342545532e+01, 9.857429079199118149e+00, 6.981756248693986144e+00, 1.017385182030018598e+01, 6.655783828262988422e+00, 1.096366181401780970e+01
1.981000000000000000e+03, 6.254091972789691312e+00, 1.827646123003114198e+01, 1.157634786218041789e+01, 1.303474530366781359e+01, 1.242972148393146270e+01, 1.129194130171280364e+01, 6.770274737571172707e+00, 7.614431451745389268e+00, 1.565535989714251741e+01, 1.382907318822891796e+01, 1.307123749765887410e+01, 8.723113164600759362e+00, 7.031228517933035604e+00, 1.087390386902596262e+01, 6.228786392880872214e+00, 1.053921322118168291e+01
1.982000000000000000e+03, 5.759964833619259927e+00, 1.834649992463228330e+01, 1.202628408914466007e+01, 1.405007571541616684e+01, 1.289435714067621674e+01, 1.035347618605824493e+01, 6.969053336822422118e+00, 7.776841714055561461e+00, 1.718594617743456965e+01, 1.447105434496748444e+01, 1.223214389943884406e+01, 9.404628806868608137e+00, 6.622270361822399920e+00, 1.081841593905665455e+01, 6.606451942049780257e+00, 1.058157430637905705e+01
1.983000000000000000e+03, 5.822722262878927246e+00, 1.836390164773541400e+01, 1.223646565760320470e+01, 1.333538409857320772e+01, 1.199450544304894883e+01, 1.107303252024321516e+01, 6.826464352484469700e+00, 7.885824442225925601e+00, 1.581175097746772273e+01, 1.486900122336764341e+01, 1.228128943881936586e+01, 9.625327013187547465e+00, 6.747981588270848263e+00, 1.085012572268888675e+01, 6.692503190993385864e+00, 1.133499643423947312e+01
1.984000000000000000e+03, 5.926121207014288572e+00, 1.896462775377579035e+01, 1.243876044270585268e+01, 1.290067281682968492e+01, 1.266191080108852773e+01, 1.068034657005671662e+01, 7.824574368124333823e+00, 8.018564337929364072e+00, 1.616595074852033775e+01, 1.491821433984571854e+01, 1.209548264336385337e+01, 9.738699979847599053e+00, 6.728873188690152496e+00, 1.079617145864602890e+01, 6.958342324059444195e+00, 1.160535943456252816e+01
1.985000000000000000e+03, 6.035074217201746194e+00, 1.872579824036454355e+01, 1.204349836440038146e+01, 1.175328268523302100e+01, 1.282301473263684422e+01, 1.148912031372834797e+01, 7.342309765113312459e+00, 8.148997772720473876e+00, 1.576858116707498603e+01, 1.492542702729132209e+01, 1.279804530734734236e+01, 8.813437496166775631e+00, 7.158161338114871874e+00, 1.157705140381046860e+01, 6.821226821626470205e+00, 1.088833301340522475e+01
1.986000000000000000e+03, 5.993833513696581683e+00, 1.881942828778975141e+01, 1.197180383983945440e+01, 1.152476114399924612e+01, 1.347876584752876994e+01, 1.127929657941288255e+01, 7.160294216778003928e+00, 7.697214177940128188e+00, 1.682194544003150227e+01, 1.543483451120802741e+01, 1.222087123407411902e+01, 9.895448454873379873e+00, 7.008913785202433466e+00, 1.131570542288331360e+01, 6.929648620708434237e+00, 1.142273811930960292e+01
1.987000000000000000e+03, 6.454915644873364222e+00, 1.932062427830746998e+01, 1.225891655897164689e+01, 1.208897895608524742e+01, 1.292227318975364625e+01, 1.116085028771216869e+01, 7.371790756009654721e+00, 7.722117413233581473e+00, 1.658463632604070170e+01, 1.490039512535353516e+01, 1.181574318226219944e+01, 9.632836686964122208e+00, 6.737230965398426363e+00, 1.161350319492929550e+01, 6.590708092486162961e+00, 1.079825525436625178e+01
1.988000000000000000e+03, 5.828736503835570737e+00, 1.932082897327742188e+01, 1.225072445277810118e+01, 1.282113832275615906e+01, 1.314565921035316443e+01, 1.195945426721630866e+01, 7.807920750549566691e+00, 7.867115476986344724e+00, 1.651846183402233592e+01, 1.439730685526812337e+01, 1.214164893723232019e+01, 9.761096184772355855e+00, 6.788744745308555650e+00, 1.096776768302541250e+01, 6.503684567366334157e+00, 1.125611077130702675e+01
1.989000000000000000e+03, 6.087024202526547079e+00, 1.883568484872044380e+01, 1.250640944171916225e+01, 1.379247790364328097e+01, 1.269619178690963324e+01, 1.082076053291915940e+01, 7.176037345461926620e+00, 8.411953578599197456e+00, 1.621891295678887701e+01, 1.462924075271934399e+01, 1.326668489910660576e+01, 9.851636914096255637e+00, 6.991076792369997683e+00, 1.071555160783799643e+01, 6.948235453739447287e+00, 1.114642947209454782e+01
1.990000000000000000e+03, 6.329474719083640899e+00, 1.904729392211445571e+01, 1.239812789831508155e+01, 1.382039806065851018e+01, 1.318793506674940197e+01, 1.040030060981008830e+01, 7.121528384921091970e+00, 7.495278787456495451e+00, 1.683210062568433685e+01, 1.566548076350107799e+01, 1.291285440547371621e+01, 1.004532900961450537e+01, 7.185992840930506276e+00, 1.110211527191193781e+01, 6.730535550769636721e+00, 1.062373285594624939e+01
1.991000000000000000e+03, 6.187680908646978395e+00, 1.889905995170305530e+01, 1.204012763013541054e+01, 1.315144912763632945e+01, 1.239663642748321593e+01, 1.227328983446393629e+01, 6.510432907096403987e+00, 8.153856700911264355e+00, 1.747722888677060382e+01, 1.585161299684562231e+01, 1.261886794683521806e+01, 9.718349505350358797e+00, 6.696756653260413472e+00, 1.133660392008138906e+01, 6.954373269405736302e+00, 1.107078683765897686e+01
1.992000000000000000e+03, 5.904195553655717355e+00, 1.954897067274764666e+01, 1.218530518518696404e+01, 1.271114271639836701e+01, 1.306741107023384174e+01, 1.093271340098282352e+01, 8.023333241569220675e+00, 8.183896459431450054e+00, 1.712714613600005364e+01, 1.648836546835372019e+01, 1.227854279995178644e+01, 9.497080852654068650e+00, 7.251447744240260285e+00, 1.133275690947164804e+01, 7.069075896198123488e+00, 1.150328229400082236e+01
1.993000000000000000e+03, 6.646903161775301605e+00, 1.960252272364839854e+01, 1.251912573699265430e+01, 1.201457060536380972e+01, 1.346968721062566487e+01, 1.241083293395399423e+01, 6.810916221701900142e+00, 7.987214991150026755e+00, 1.672616789999041131e+01, 1.610415702517769176e+01, 1.290344522915243353e+01, 9.790623023233818500e+00, 7.015957322874810664e+00, 1.147860382703744087e+01, 6.918121215388459255e+00, 1.195489607240590857e+01
1.994000000000000000e+03, 6.462980261848205288e+00, 1.931417606613833016e+01, 1.269989304858047419e+01, 1.337343191888296801e+01, 1.295565855883482698e+01, 1.209722446403934981e+01, 7.026408466562401145e+00, 8.153814288710719893e+00, 1.782468821160815509e+01, 1.718234951326529725e+01, 1.305458055895367941e+01, 1.016599356610995564e+01, 7.057787416481352771e+00, 1.131990662686715687e+01, 7.009396167962115953e+00, 1.177836478181631819e+01
1.995000000000000000e+03, 6.670908942217689486e+00, 1.958004522597176944e+01, 1.228182220799148361e+01, 1.431937651718863336e+01, 1.352698474793318972e+01, 1.159105988308899171e+01, 7.565320683071661279e+00, 8.301449312506363754e+00, 1.681389247145310506e+01, 1.673298743091988072e+01, 1.318641412757333775e+01, 9.603534738749390343e+00, 7.087793122051891714e+00, 1.101832765620666699e+01, 6.815978772397240704e+00, 1.212990870183687164e+01
1.996000000000000000e+03, 6.446174482759249535e+00, 2.013170309735580688e+01, 1.217106713829039144e+01, 1.350823545698969141e+01, 1.263447549595724340e+01, 1.033791444885580724e+01, 7.712414728525088137e+00, 7.767786947523788399e+00, 1.721969289585354446e+01, 1.548173644962302298e+01, 1.278448144537579090e+01, 9.741015150620501828e+00, 6.980039351685727311e+00, 1.129784499394647668e+01, 6.552513062581706293e+00, 1.185727849117613175e+01
1.997000000000000000e+03, 6.315926795458942422e+00, 2.010171997076989214e+01, 1.199625503557906114e+01, 1.225836046291489012e+01, 1.267833477098192496e+01, 1.139994040555845878e+01, 7.384201951471256464e+00, 8.491247810022025888e+00, 1.698380274353385744e+01, 1.673590602539361072e+01, 1.333147776915513738e+01, 9.605561587288427461e+00, 7.169676649119824496e+00, 1.104608950863841343e+01, 7.243425708479341196e+00, 1.218607031938405960e+01
1.998000000000000000e+03, 6.393861426174223261e+00, 2.024807174677419042e+01, 1.222385070773554361e+01, 1.266772356780959363e+01, 1.292554271064935634e+01, 1.016783189303300183e+01, 7.003014847884255545e+00, 8.104491082388308953e+00, 1.711156752627798383e+01, 1.598963899569369573e+01, 1.323834689617958205e+01, 9.994272078661486702e+00, 7.076451279942639339e+00, 1.070615965691345295e+01, 7.378710405718591048e+00, 1.180676893552969275e+01
1.999000000000000000e+03, 6.329056573634901817e+00, 2.018510504213011103e+01, 1.249182885798848730e+01, 1.247316131227096569e+01, 1.314127585755149319e+01, 1.298496587786564049e+01, 7.623696881350841004e+00, 8.145432363655775276e+00, 1.668435994651128951e+01, 1.647951479486983573e+01, 1.287705111682837966e+01, 1.020786840098736903e+01, 6.998564098715689852e+00, 1.131253554355385482e+01, 7.112568478689641260e+00, 1.195749841641037037e+01
2.000000000000000000e+03, 6.354602993982529036e+00, 1.951802192306749717e+01, 1.261960829271224682e+01, 1.345932083810413715e+01, 1.344782799081837688e+01, 1.190560492684686089e+01, 7.488600089378347313e+00, 8.198812314994693651e+00, 1.656752778602998433e+01, 1.642942906243259671e+01, 1.295514161614295112e+01, 9.951781095649403497e+00, 7.318240730656037307e+00, 1.152211281810310517e+01, 6.861013502248411555e+00, 1.164992935025421339e+01
2.001000000000000000e+03, 6.849716638839496774e+00, 2.024447087900796305e+01, 1.264892364588077101e+01, 1.430833199338063366e+01, 1.290557514610648759e+01, 1.221491995766855077e+01, 6.000920569891048828e+00, 8.046213890698330928e+00, 1.720983342203460964e+01, 1.652024331486495612e+01, 1.311956273369357007e+01, 9.405643585759001724e+00, 6.712234449016315274e+00, 1.039757769230740259e+01, 7.113290055084018348e+00, 1.148914552107504861e+01
2.002000000000000000e+03, 6.898136944632501155e+00, 2.002079637022922753e+01, 1.256213822243413958e+01, 1.405923763147935013e+01, 1.343840879727442150e+01, 1.127428411288235743e+01, 7.562225545707430996e+00, 8.254427176360623619e+00, 1.625308872123025949e+01, 1.578699187460685849e+01, 1.321024124574580938e+01, 1.000041072482809490e+01, 7.041528876036552198e+00, 1.085495486107313035e+01, 7.111360927939932353e+00, 1.137963428664112797e+01
2.003000000000000000e+03, 6.419420939005694215e+00, 2.020731330029699180e+01, 1.298109084599571261e+01, 1.349738922482568348e+01, 1.400060027724819633e+01, 1.253832264668203855e+01, 6.316323991995711040e+00, 8.433809104873430940e+00, 1.651846304276430644e+01, 1.658116595344895927e+01, 1.366019507104593167e+01, 9.620657837649581268e+00, 7.592168181348546874e+00, 1.129786125460602797e+01, 7.002004585287486371e+00, 1.189518996200011536e+01
2.004000000000000000e+03, 6.230978773444042496e+00, 2.035795688372811085e+01, 1.249569340443182419e+01, 1.300441725455496211e+01, 1.344324351034775233e+01, 1.129190193254961727e+01, 7.203195973330823065e+00, 7.998852265061970002e+00, 1.658691786261555734e+01, 1.640506319876216068e+01, 1.333529280334036748e+01, 1.039492244314100233e+01, 7.243682675619409039e+00, 1.092326646999254436e+01, 7.443463966758791628e+00, 1.090459108083706319e+01
2.005000000000000000e+03, 6.496967494912068375e+00, 2.036813873276804188e+01, 1.223930195042673574e+01, 1.440675743701891420e+01, 1.208925231648241372e+01, 1.203018480555263103e+01, 7.802071342413510635e+00, 8.149416146478193568e+00, 1.734714191546887818e+01, 1.627345179113680729e+01, 1.281879488652429089e+01, 9.845676567740568430e+00, 7.150920428873859258e+00, 1.085370115070121777e+01, 6.962883577192362061e+00, 1.143613248909310975e+01
2.006000000000000000e+03, 6.399613752146878554e+00, 2.092352109937143823e+01, 1.237827373724516100e+01, 1.432287273284599927e+01, 1.314664756274998858e+01, 1.337508680776921643e+01, 6.566558181703458175e+00, 8.017488949893877503e+00, 1.780170250564201595e+01, 1.676874874144443339e+01, 1.344704875707148517e+01, 9.613730387030646085e+00, 7.360815593002989488e+00, 1.155518699464815491e+01, 7.054736856023729352e+00, 1.189981359475997991e+01
2.007000000000000000e+03, 6.673193422152694509e+00, 2.134155750523804329e+01, 1.277302897591264319e+01, 1.350044693174197619e+01, 1.376641022083580701e+01, 1.212400519358027751e+01, 8.199186045632179898e+00, 7.981913749907231015e+00, 1.747710459203015532e+01, 1.701624256991243200e+01, 1.366064371932733224e+01, 9.889150740121387173e+00, 7.032186467249710304e+00, 1.199666565099955484e+01, 6.756222613982533431e+00, 1.089070481787959999e+01
2.008000000000000000e+03, 6.702756361394921036e+00, 2.080108777475815529e+01, 1.281634989836011940e+01, 1.383525081226551379e+01, 1.346603992418714490e+01, 1.148386441208047692e+01, 8.444715257395419172e+00, 8.746964191994573312e+00, 1.696235559926876491e+01, 1.690668206675818297e+01, 1.386386391846651200e+01, 1.025560519710010254e+01, 7.202471614751762452e+00, 1.175935734988484249e+01, 6.697824994000873389e+00, 1.136138809282078377e+01
2.009000000000000000e+03, 6.629095900399272878e+00, 2.111337958229400869e+01, 1.303988623641635058e+01, 1.379636626642768427e+01, 1.365375162617089444e+01, 1.045797648082572096e+01, 7.984577552018365054e+00, 8.340088353504757634e+00, 1.811569870643815960e+01, 1.683040548242728818e+01, 1.357794396648511537e+01, 1.005037587708186031e+01, 7.313645950553964603e+00, 1.180981947224120887e+01, 6.859171197225294669e+00, 1.108636582986504315e+01
2.010000000000000000e+03, 6.198728436625742688e+00, 2.147204832981352141e+01, 1.231296943836693814e+01, 1.467570490294771268e+01, 1.309165367476853881e+01, 1.109495819061802635e+01, 7.911838101924086430e+00, 8.253194179973258215e+00, 1.823081011568843124e+01, 1.695154087051514935e+01, 1.310577709395002266e+01, 1.014702900616797798e+01, 7.456213012645441118e+00, 1.168358164514339315e+01, 7.195601540808768348e+00, 1.151827270682928095e+01
2.011000000000000000e+03, 6.278053646013770361e+00, 2.154512865936789368e+01, 1.283409776017342097e+01, 1.363283421549736296e+01, 1.336920101079524059e+01, 1.186133540394939345e+01, 6.708857367688619178e+00, 7.820215036624242444e+00, 1.796251706345365662e+01, 1.770837161938893090e+01, 1.420222873409505659e+01, 1.008169856040914958e+01, 7.046019561115169694e+00, 1.135812722329397673e+01, 7.287579877665116612e+00, 1.167864105693027810e+01
2.012000000000000000e+03, 7.068820437052021788e+00, 2.163948892144301439e+01, 1.282764587639562848e+01, 1.370616505435113019e+01, 1.406310984292666966e+01, 1.340225677690930084e+01, 7.302860935173232981e+00, 8.211198995863760786e+00, 1.715685418287544195e+01, 1.747898376749898119e+01, 1.399814216429815694e+01, 1.007069003801805884e+01, 7.349498902881738793e+00, 1.140423459352625990e+01, 6.865703728231946634e+00, 1.113962797042047903e+01
2.013000000000000000e+03, 6.447894014869917534e+00, 2.183590885407313209e+01, 1.316144884469041720e+01, 1.362297685724214347e+01, 1.309868066747432636e+01, 1.344297153693996982e+01, 7.534273191237284450e+00, 8.639743347766033921e+00, 1.721514210397768707e+01, 1.669422104203020751e+01, 1.390694720060545819e+01, 9.590699802393645612e+00, 7.276374238258900284e+00, 1.134395955848036408e+01, 7.120923542355279245e+00, 1.110189288136224306e+01
2.014000000000000000e+03, 7.017895285499271552e+00, 2.136933719070400173e+01, 1.298529125843536747e+01, 1.350076964739529650e+01, 1.349267380869796895e+01, 1.270691149717633017e+01, 7.863707543181233994e+00, 8.563419501437351755e+00, 1.804126541997012367e+01, 1.827802161848207874e+01, 1.368087147435801221e+01, 1.004469198278100173e+01, 7.269295265724520227e+00, 1.097331306737746104e+01, 7.072802864448374471e+00, 1.142240408629422888e+01
