year, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-MM, CanESM5, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, CMCC-CM2-SR5, NorESM2-LM, TaiESM1, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, ACCESS-ESM1-5
1.850000000000000000e+03, 2.419829622540824732e-01, 8.941677086096047611e-02, -1.609463961214871452e-01, -1.940702542861367785e-01, -1.283930710669883568e-01, -6.628419579682176543e-02, 6.826177959218847346e-02, -2.200958847164071197e-01, 2.937520944942187753e-02, -1.734009233863453014e-01, 3.952517709210814911e-02, 4.230452869469070176e-02, -2.255314902385626916e-02, 2.271371142188726433e-01, 1.751209385783909778e-02, 1.353971979555249061e-01
1.851000000000000000e+03, -1.152261387442517354e-01, 1.788120556349455659e-01, -1.283575157524841776e-02, 9.141233357756589628e-02, 5.678287143123883496e-02, -5.072079823367536822e-02, -1.024321881511825322e-01, 1.104071224551225888e-01, -3.257997144356428176e-02, 2.511220174441518016e-01, 1.128118024807067826e-01, -1.658320314976791943e-01, 7.328373599558418543e-03, -1.465846065526539010e-01, 1.153977415538916034e-03, 1.735629436028467698e-01
1.852000000000000000e+03, 8.796487516741396950e-02, -2.620593463276730817e-01, 7.999393144313693416e-02, 1.691242763157721485e-01, 2.198529824208847183e-01, -1.215535868331140551e-01, -9.352590422580323026e-02, 2.184834795499778215e-01, -1.562227101131004195e-03, 7.078195068507515952e-02, -1.015523243643991491e-01, 2.507065010791386106e-01, -4.730543915929098786e-02, -3.837857665212200398e-01, -7.971224380851073266e-02, 3.738155258949391047e-02
1.853000000000000000e+03, -1.757612286402860380e-01, 5.806717541539598015e-02, -9.740045818189752014e-02, -8.242362730819204064e-02, 7.985506892037651239e-02, 1.550830348612196874e-01, -4.579669829275163223e-02, 4.054162467142284620e-02, -4.088805404033531155e-02, -8.433425012271258958e-02, 3.515812974326551488e-02, -2.769757219279212479e-01, -3.567514994344471446e-02, 1.400912934534067067e-01, -9.056614841010650341e-02, -8.692013450253742446e-02
1.854000000000000000e+03, -1.568149615341399017e-01, -1.362948586015866603e-01, -5.843212336034104420e-02, -1.105049472544620548e-01, -1.205999753363836031e-02, 7.674826180228543071e-02, -2.492503132843470748e-01, -7.860896415253230268e-03, -2.688760107613196587e-02, -2.150374187394097913e-01, -2.576296973106995680e-01, 4.753249779487964122e-02, -7.905926185507927695e-02, -1.312782143270985712e-02, 1.009456344423237699e-03, 3.005969481448252795e-02
1.855000000000000000e+03, 2.302894516340256714e-01, 2.315445594998912227e-01, -6.167993191954462828e-02, -1.178890310585274936e-01, -8.640395491514614446e-02, 2.411022174872355928e-01, -5.232266858386364072e-02, 1.612059326361720557e-01, -8.775487666267686726e-02, 2.806559953479891290e-01, -1.173035012736412808e-01, 1.074823830447797432e-02, -8.359810117841046107e-02, 1.321513556754485563e-01, 4.694731987691788677e-02, -4.512070924659031257e-02
1.856000000000000000e+03, -8.906302103038801071e-03, 6.286967160331104199e-02, 7.024845704170626370e-02, 7.780915999447934883e-02, -2.591767407966763526e-01, -4.138538338374895035e-04, 1.393749556536177103e-01, 1.060024289296758737e-01, -3.288333350024413154e-02, 2.922615878218643229e-02, 9.508445445626538539e-02, 3.108375128487265993e-02, -1.503321517946095906e-02, -1.469296119987078264e-01, 1.268258004212367562e-01, 1.522953768377390826e-01
1.857000000000000000e+03, -3.056707810222760932e-02, 3.458375872930965350e-02, 1.285228564944762841e-01, 7.551443479336114595e-02, -2.805647613854577171e-01, 2.077854243765207276e-01, -4.117092841347048948e-02, 1.699463178509971195e-01, 6.901316419615696751e-02, 8.762251500156990891e-02, 6.209304019374595890e-02, -7.471003959494529334e-02, 4.596400545982342462e-02, 2.185066976405616035e-01, -7.431065533758474118e-02, -2.396713172995130342e-02
1.858000000000000000e+03, 2.679864069550094100e-03, 3.196184664073811049e-02, -1.022651403314489282e-01, -1.311165099136853973e-01, -1.125019396003384547e-01, -6.984104518677569651e-02, -9.971763628978194682e-02, -1.122451945798310230e-01, -9.996988732244614650e-02, 1.675637955372102916e-01, -1.510786915191755786e-01, -1.301058634288436988e-01, -1.566103072822611353e-01, -6.714345533917044639e-02, -5.295746475793734059e-02, 2.294086297445139047e-02
1.859000000000000000e+03, -1.091338783059440098e-01, 1.199542685369817535e-01, -2.710697307218368213e-01, -8.832611984052487694e-03, -1.188936425605686617e-02, 5.374040976093975158e-02, -9.480471148897488820e-03, 9.614994264143100766e-02, 1.232604535168024679e-01, 1.138094180718468434e-01, -2.160352491296595734e-01, 1.426119009918499492e-01, -2.313670380542793836e-01, 1.020866268164782736e-01, 4.776710716529986717e-02, 9.145818154489453178e-02
1.860000000000000000e+03, 3.249678674523565625e-01, -1.408900229716970320e-01, -2.356457495836543625e-01, -4.238941342352026131e-02, -1.089445834111906278e-02, 1.102075535542345747e-01, 2.554018659768955146e-01, 1.730037381953868081e-01, -1.806022810644877102e-02, -1.990763316338806446e-02, 1.186775992082299003e-01, -1.413477783284296241e-01, -7.564515621702749826e-02, -5.420653624465872344e-02, 6.322124133540331370e-02, -4.695750798824409322e-02
1.861000000000000000e+03, -1.593009325242925045e-01, 2.860580161965562904e-02, -7.625693746829426134e-02, 2.423970390996512889e-02, 6.562777473551695273e-02, -4.923756241240428294e-02, -2.109906714295523567e-01, 1.202318884425080947e-01, -1.434298755911189160e-01, -6.675835885224994104e-02, 9.068378265640636426e-02, -3.388021396659015270e-03, -1.355346280621849142e-01, -1.019665008171005971e-01, -9.239387074549962331e-02, -1.755125935047783803e-01
1.862000000000000000e+03, 7.126228786324129150e-02, -9.672228256515992550e-02, 1.491731508017116702e-02, 5.777509648254535585e-02, -3.872514599927083349e-03, 1.841877023963201243e-01, -1.753976205907709085e-01, 5.359755641026426459e-02, -9.542966889661776142e-02, 2.955876298978307171e-01, 5.668023543341940695e-02, 4.532163095212701082e-02, -6.758167137288249166e-03, -6.830377971766413148e-02, 5.665607852201203290e-03, -3.220100923178509378e-02
1.863000000000000000e+03, 9.631589166178433636e-02, 8.067277591832708317e-02, 3.030346413218852272e-02, -1.241725053632158774e-03, -7.771059766303073379e-02, 2.358733489827707919e-01, 3.630690917284467439e-02, -1.137591032840682276e-01, 1.715907680562613752e-02, 1.059721505428640048e-01, -2.150760014372163631e-01, -1.564354082289042269e-01, 5.526851666174294186e-02, 5.733251965147569823e-02, 6.261259169759075816e-02, 8.162436533985083231e-02
1.864000000000000000e+03, -7.230979085368902104e-02, -6.376619921681235537e-02, 7.714147428776880512e-03, 9.626289550780374460e-02, -8.358440876036825340e-02, 3.099384981123985416e-01, 7.369406919433099667e-02, 1.683740613855075341e-01, 7.173049861934528704e-02, 3.259964949976724286e-02, -1.536758040260129687e-01, -4.413420206683522223e-02, -3.926901707991348710e-03, -5.260499720363153754e-04, 7.673818125934113443e-02, 1.066305305073896870e-01
1.865000000000000000e+03, 1.061712380546204898e-01, 6.459363105280964412e-02, -2.485376017059311160e-01, 8.882322679799015130e-02, -1.749331977707253294e-01, 1.138908762997314500e-01, -6.320934670427122426e-02, 1.498695031014434798e-01, -6.570663918492733457e-02, 1.031879816859711946e-01, -1.230705654117215803e-01, 1.245225907412594035e-01, -3.492668616611883936e-02, -9.789494132751747069e-02, -3.360013877448970315e-02, 9.464789712698816471e-02
1.866000000000000000e+03, -8.757931272812050083e-02, 3.862991642287818411e-02, 8.277844266579658869e-03, 4.555345622868496591e-02, 3.106510144300740281e-02, 1.243254771495007488e-01, -1.426030599252662845e-01, 1.405831028365894624e-02, 1.256361454651376275e-01, -5.903581935413682036e-02, -2.131551493444559797e-02, -8.483113848941330193e-02, 3.264146091774573766e-02, -3.243946647722196763e-01, 3.363784549033158738e-02, 8.841446816531016439e-02
1.867000000000000000e+03, 8.700766322584782553e-02, 2.368469323941788662e-01, -9.645284879161008379e-03, -1.048855381953913701e-01, 9.152966144786625624e-02, -1.851332796415515805e-02, 5.762817656461423355e-02, 1.041976185550733125e-01, 5.190662489945846447e-02, -1.802220787502952382e-03, -2.703734633450809513e-02, -7.190426662136632785e-02, -1.270509907422057378e-03, 1.508303277835517375e-01, -7.429373843704793756e-02, 2.324573017859951629e-02
1.868000000000000000e+03, 6.459313583687885732e-03, 1.876495573573540854e-01, -8.176918952505575489e-02, -2.024959591199814932e-02, -1.572017039165134189e-01, 8.697057975035202282e-02, -7.898436070026816636e-02, -4.612792509436031141e-02, 2.330638264388786712e-02, 1.343238424662592141e-02, -8.262118785791672249e-02, 2.298243180243556352e-03, 7.622824419280162939e-03, 1.259406906695219874e-01, 4.864738100202044974e-02, 1.031452460058515930e-01
1.869000000000000000e+03, -7.486198896225831900e-02, 7.001720247084750048e-02, -8.851955663422211851e-02, 3.002496544577470255e-02, -9.758581868622800970e-02, 2.719282424928102793e-01, -5.257448866391268433e-02, 7.529012396312259603e-02, -9.748883150972803557e-02, 2.594457905838981060e-01, -2.726759875473895867e-01, -2.181326924269286205e-01, -1.138119762758929565e-01, 2.423805237248216338e-01, 4.590806330887757525e-02, 1.339927142896985279e-01
1.870000000000000000e+03, -8.564429740459778007e-02, -1.881608740679889258e-01, -1.312350763691137777e-04, -3.961557708275022932e-02, -1.171947954470477782e-01, -2.660832808727776194e-02, 5.639733011732744189e-02, 5.100858162929588352e-02, -1.984187443915157861e-02, 7.972776320053598376e-02, -1.187237835868605179e-01, 5.406599371868223841e-02, -4.012180807740756139e-02, -1.206645757126254825e-01, 6.576244795450436609e-03, 1.484516815971086701e-01
1.871000000000000000e+03, 3.196651127191669217e-01, 1.404765296924491147e-01, 4.606720643066514187e-02, 1.058963055799251596e-01, -1.055135476370132053e-01, -5.605049077132519264e-02, 8.122759174193716625e-02, 1.152802288047582030e-01, 1.037713835105103788e-01, 2.633017782404641904e-01, -9.112904720590005170e-02, 2.671998948098240345e-01, -8.650052720110688875e-02, -2.824142349117480036e-02, 1.044561259451104625e-02, 6.041525375964224703e-02
1.872000000000000000e+03, -1.402694286599009618e-02, 1.441562762790050689e-01, 1.014963587502382657e-02, 1.155760619980942955e-01, 5.989010072258266898e-02, 1.295134343994412129e-01, 2.449473011758598537e-02, 2.959065747552023021e-02, -5.522350560669694354e-03, -6.396370119153566014e-02, -1.504836692523883745e-01, -3.803232938874164248e-01, 2.432622508790586655e-02, 5.399062968763632120e-02, -2.100560989782586374e-02, 6.893197680633873781e-02
1.873000000000000000e+03, 1.411798366049979714e-01, -1.961632700571989962e-02, -3.310663496332321570e-02, -3.481735745651267505e-02, -1.388237383320804416e-02, 1.946808695236024733e-01, 7.470695547257708014e-02, -1.824122978360977754e-01, -5.688335243584427547e-02, -2.640998110426648893e-01, 1.333125975015878213e-02, -1.554520230672970793e-01, 4.527599810603485930e-02, 2.574231713432028057e-01, -1.048242058286724676e-02, 1.005705812591433518e-01
1.874000000000000000e+03, 1.816809526902243843e-01, -4.267569477887408341e-02, -5.957538340529174026e-02, 5.205048073875635783e-02, 5.697736866537746886e-02, -1.690675872913790234e-01, -1.195379063562551497e-01, 3.213606660142204197e-02, 1.539744082628696220e-01, 3.387632491647307176e-01, 2.524838480580911607e-02, 3.141837090489486561e-01, -5.654544712215132246e-02, -1.646830014654739882e-01, 2.263520547485000679e-03, 1.163932698721065195e-01
1.875000000000000000e+03, -1.804470446079835602e-02, 5.608963236158282656e-02, -9.279572400678939501e-03, 2.936078856541167736e-01, 8.113553954297290927e-02, -2.209965885742910460e-02, 1.584007706263224069e-02, 3.517760619944080430e-02, 2.831827426068885337e-03, -3.433787089918201307e-02, 6.632476980864880634e-02, -2.584171180325274819e-01, -4.166332642229114702e-02, 1.855278156757210195e-01, 9.690515767208891795e-02, 4.432530116458376079e-02
1.876000000000000000e+03, 2.653923608688464886e-01, -1.351992263197105415e-01, -4.070418937394380127e-03, -5.793187871434014348e-03, -1.336062223730538623e-01, 1.262215003086503140e-01, -6.892777156822918472e-02, 1.905208495390160739e-01, -8.431107362796751159e-02, 1.173851370914563430e-01, 6.842552369178996063e-02, -5.959819510397978276e-02, -1.086942899780209693e-01, 1.739172498960065982e-01, -5.028884679693523124e-02, 1.715553022546178683e-02
1.877000000000000000e+03, -7.973876063801105252e-02, -5.776426422226762537e-03, 1.857421273874515152e-02, 2.318428401329721555e-01, -1.195947433326548584e-02, 2.590699282183386160e-02, -7.945102068984649657e-02, 1.196549240826919047e-03, 1.361568683188704998e-01, 2.183864069446467548e-01, 1.210241114924579947e-01, 8.233848339675922667e-02, 3.471454904202742747e-02, 7.254162757322607513e-02, -7.026648489983620960e-02, 1.201251157243519024e-01
1.878000000000000000e+03, -8.875028514797182744e-02, 4.898919237283740069e-02, 1.101775553248123679e-01, -1.795373762726282588e-02, 4.233363421506888824e-02, -1.573254671512848424e-02, 1.008951101951748031e-01, 4.669410486663207877e-02, 9.295126993843658147e-02, 6.972324252212633300e-02, 1.428990387550844454e-01, -1.732695878047930405e-01, 9.031715801017310696e-02, -1.460817518841014684e-01, -6.938118672414468786e-03, 1.700916184307390278e-01
1.879000000000000000e+03, -2.370580534148376134e-02, -5.016791849614026660e-02, -1.281626696320527226e-01, -2.882307243398603974e-02, -1.129298899112364390e-01, 3.927507252887733197e-02, -1.252216480005167443e-01, 2.160889304791138443e-01, 4.359831307881267826e-02, 1.311373411471199735e-01, -2.645915709150389317e-01, -2.738737611921860521e-02, -2.143507025616435760e-02, 2.257890296875892516e-02, 1.062169936633436916e-02, 1.661205101673438600e-01
1.880000000000000000e+03, 1.970383404766333502e-02, -4.001698165255385825e-02, -2.709438989008786536e-03, -9.005322288136735631e-02, 2.950493971929044057e-02, -6.867650157968002711e-02, 8.014922118824106823e-02, 6.207387752545635851e-02, -1.386497790057132466e-02, 9.391206876079198152e-04, -9.683742825730487502e-02, 9.848270356669751313e-02, -2.097366297153534231e-01, -4.517409040129923004e-02, 8.208761199600786429e-02, 1.865040967385694221e-02
1.881000000000000000e+03, 1.314020551374504575e-01, 1.391583770314752388e-01, -1.319139401719129079e-01, -5.435972608568844650e-02, -3.211246395643203855e-02, -1.106281279261509126e-01, 1.313422562709971597e-01, 8.225214500371090531e-02, -2.139088558359748815e-02, -4.208701134410169908e-01, -1.080240600171830795e-01, -2.138651059718142677e-01, 8.285802382057562421e-02, 1.641271216441707592e-01, 1.246478643805524165e-02, 1.239763152941481400e-01
1.882000000000000000e+03, 1.688954265993862502e-01, 1.112904228889894515e-01, -7.011869404631033975e-02, 8.123676899596084244e-02, -2.270963506969085055e-01, 2.408455876119162259e-02, -2.416271732875512404e-02, 1.960002422423010315e-01, -7.738894370376357690e-02, 1.773551528547092082e-01, -4.022572058660501410e-02, 5.940240980759003975e-02, -1.655970347095421166e-02, 1.618111960805727334e-01, 7.805660251033423071e-03, 1.948722366115325233e-01
1.883000000000000000e+03, 2.679479415784840821e-02, -1.106238337656825256e-02, 2.471304096987986948e-02, 1.403809106126717166e-01, -1.106490670199029580e-01, 3.369203181891876342e-02, -3.228113540626452727e-01, -4.352964510448973506e-02, 1.330853978791022851e-01, 6.398621686281554810e-01, 1.984897365885920084e-01, 2.367141872766087285e-01, 4.018608043731947826e-02, -2.171428822306584461e-01, 8.911264708712206273e-02, 8.055619521401945204e-02
1.884000000000000000e+03, 7.709733492837081426e-02, 7.627015926517011213e-02, 8.353081952362025053e-02, 2.850784925208503517e-02, 1.153452677978957785e-01, 3.779306364631782600e-01, -1.921681208181336923e-03, 3.828316656296816278e-01, -4.542057639000211637e-03, -4.249202644921508121e-01, 4.809135496083274258e-02, -1.699916087971299894e-01, -2.142201786927475787e-02, 2.878307762820829230e-01, 1.707086789543625378e-03, 1.741672024973722477e-01
1.885000000000000000e+03, 1.206324219551746929e-01, 1.256895383230227092e-01, 1.220448407240849603e-01, 4.315478702579459563e-02, -1.489245467978655424e-01, 1.456917063356955588e-01, -4.533383002857574451e-01, -1.065758510237916484e-01, 1.837710098623997201e-01, -4.527339473987979090e-01, 2.572960809024605472e-02, 7.017384390371714763e-03, 2.315200485428237434e-02, -2.842576338052823504e-01, -4.768340905453921641e-02, 2.772700905444841490e-01
1.886000000000000000e+03, -5.444283658139308958e-03, -2.150464366741006716e-01, 5.590599330484576079e-02, -8.991657702477479086e-03, 4.071818757157862761e-02, -3.259060166536843772e-02, -6.461212232909654962e-02, 1.646993696403654950e-01, 6.003006049039644187e-02, 2.205775844578241884e-01, -7.548804059860977911e-02, 1.649101273576246418e-01, 2.961789792809639554e-02, -9.476026421781146014e-02, 8.205638927025217522e-02, 2.327053751838879525e-01
1.887000000000000000e+03, -8.661698732356229447e-02, 3.260218390839997316e-01, 6.079329253941525429e-02, -9.600822237337448828e-02, -2.008149941144330430e-01, 5.262396663626686677e-02, 7.881927023287171874e-02, 1.385949558224598144e-01, -7.996285235239238010e-02, 4.299136124177823648e-01, -7.344369788815120759e-02, -1.854932395968631742e-01, 9.670810296914543469e-02, 2.220646281683878731e-01, 2.608830416351948234e-02, -1.955622385967864182e-02
1.888000000000000000e+03, 2.642609143931249835e-02, 1.694979803709334154e-01, -1.097355685735589420e-01, -7.572330662101939280e-02, 1.496746748437690067e-01, 1.282093666187145674e-02, -6.355293929333551139e-02, -2.663420640077531973e-02, -4.185141658446405594e-02, -1.188568111273484579e-01, 1.683713350552445281e-02, 4.251262136925652857e-02, 3.679472557071680056e-02, 1.774731649359026220e-01, 1.045299325772647420e-01, 9.940220855990612725e-02
1.889000000000000000e+03, 5.367319659096489448e-02, -2.645082055836190937e-01, 6.979050939942886556e-02, 1.258591774274260000e-01, 4.310586235352303203e-02, 4.045760766182911194e-02, 1.163172864163078274e-01, 1.479635036572353735e-01, 1.282348858561176974e-01, -7.473571248491460428e-02, 1.278002423371278340e-01, 1.811478070383268635e-01, 2.152541449854792829e-02, -8.143722361835280255e-02, -2.316425977484672105e-02, 1.081553198439676317e-01
1.890000000000000000e+03, 9.716693331621675811e-02, -1.438736461843011516e-01, 1.220277799838278693e-01, 1.397789997568546216e-01, -3.851096722516202109e-02, 3.836031964550252332e-02, -1.261742012779898670e-01, 2.747404933447663566e-01, 1.785942778587763097e-02, 1.614917668595573508e-01, -1.111456646970855056e-01, -1.508918414665471053e-01, -7.086762091181797452e-02, -1.824352566451017954e-01, 7.091556747072971789e-02, 3.689708144054371086e-02
1.891000000000000000e+03, 2.485515167779430712e-01, 1.672446397101849669e-01, -1.141906169325998949e-01, 2.840253317300050345e-02, 3.619233558170988074e-02, 3.482045930222113506e-01, -3.558177533338829218e-02, 1.945368467818025249e-01, 9.982991759725305669e-02, 2.238379669769573477e-01, -1.957033597672526160e-01, -1.394824455619201875e-01, 1.002241948269366051e-01, 2.414428252845437217e-01, 3.098778939116435260e-02, 1.191873419921564009e-01
1.892000000000000000e+03, -3.783593670773691131e-01, 7.459106758414459082e-02, -1.754544464311454111e-01, -3.960038184312772436e-02, 6.059851576458014782e-02, -1.144133659693553212e-01, 4.888552569739491177e-02, 1.748730645102460624e-01, 1.098572232350990135e-01, -1.536896693653303503e-01, 9.294485974478330914e-02, 2.125340572515118376e-01, 9.816888281550461073e-03, -3.424393142512706101e-01, -7.458226148785961074e-02, 1.615349182434403508e-01
1.893000000000000000e+03, 3.887164714013924272e-02, 1.291336229126214818e-01, -6.480196906711002680e-02, 1.083720441807680714e-02, -2.502292891501564295e-02, -1.215428096638528355e-01, -1.889163793890156207e-01, 8.429690993717951775e-03, -4.066307114329493697e-03, -3.046390863657704728e-01, 8.740797143183348661e-02, -1.992627253585947111e-01, 2.597734431244927769e-02, 4.887246865990294703e-02, 2.492836608091152789e-02, 8.406616452000681416e-02
1.894000000000000000e+03, 1.858244334849483981e-01, 8.405765886679002208e-02, 1.701982264756673330e-02, 6.102157675854759378e-02, -2.647269174638193778e-01, 2.161183978587211674e-01, 2.111072562762718874e-01, -3.371834507633256900e-02, 7.854301786387613005e-02, 3.948117518607010545e-01, -5.454282854222879812e-02, -9.504982206877711504e-02, -6.060775019317111295e-02, 5.592283786987956029e-02, -2.259167924311185696e-02, 1.079926746227177214e-01
1.895000000000000000e+03, 5.395794292936876430e-02, 1.303455226031506875e-01, -1.549209755565085500e-01, -1.600751230154381921e-01, -1.276429067520820360e-01, 1.118092422868509073e-01, 1.203730350887739775e-02, 1.716486633921260885e-01, 1.691864694485197829e-01, 8.845312429731504167e-02, -2.874088715488039986e-02, 1.101535131089536601e-01, 1.430410697125420461e-01, -4.203525877293787238e-01, 1.684302904713238028e-02, 7.868721023641146728e-02
1.896000000000000000e+03, 1.108452333401141188e-01, -2.234667249489404317e-01, -1.382642621758887747e-01, -1.540338588059932817e-02, -4.563516530960816386e-02, 1.468148304324188580e-01, -9.385075742945442334e-02, -2.986971447719355410e-01, 3.372288130805620177e-02, 4.866533188373715207e-02, 7.922421609666456532e-02, 2.421986208612854075e-01, 7.278660847922693855e-02, -3.454814064822154251e-01, 6.965295482645117442e-02, 9.592215353762748031e-02
1.897000000000000000e+03, 9.865530130494923333e-02, 2.408357373316875327e-01, -7.874777536194479954e-02, -3.709875885928160671e-02, 9.945249183992405095e-02, 1.745144716315929767e-01, 1.060331396675456284e-01, 1.142799825140138927e-02, -1.124011336189723598e-01, 1.502621815958775642e-01, -4.766851449783406774e-02, -1.838627219742006158e-01, -1.405180838071384553e-01, 3.644421186045427308e-01, 6.006592473291458983e-02, 1.983293869894054984e-01
1.898000000000000000e+03, -1.953022648980778930e-02, 1.354958304027706617e-01, 1.646923635743901548e-01, 2.225443373773880740e-01, -3.198038501943335776e-02, 1.297375219984036043e-01, 7.993796798706617746e-02, 1.336474989074342146e-01, 1.798946343901218770e-01, 1.656496930880162199e-02, 2.752719852890765651e-02, -1.632347908492228217e-01, 1.265561916970952827e-01, 5.384815941095710823e-02, 6.264584169142248249e-02, 7.284521140282247675e-02
1.899000000000000000e+03, 3.759124457859301660e-02, -1.218541244542021701e-01, 2.736467290200341601e-02, -6.681513216843046332e-02, 1.504911490517038541e-01, -2.614230871300812428e-02, -3.776225736876380745e-01, 1.294004373090465454e-01, 1.621151532359365460e-02, 8.005306999548740532e-02, -2.021397998538618582e-02, -1.386068634171616631e-01, -1.610639121191009349e-03, -1.641702683767295723e-01, -7.575679910834207109e-02, -6.955655553801864954e-02
1.900000000000000000e+03, 1.442176183107240772e-01, 1.508830886187743359e-01, 3.094784760596177783e-02, 1.775990215647063608e-02, 9.801157107361652132e-02, 1.652635230570300984e-01, -9.690430646993128394e-02, 1.463582416093535008e-03, -5.990100392370005522e-02, -4.711013939167611048e-02, 1.290464898572417640e-01, 5.004849629065473426e-02, -6.376517438353170031e-02, 1.496511823459884816e-01, -5.372028008741983052e-02, 1.141547002197852989e-01
1.901000000000000000e+03, -3.798797173065232308e-03, -1.533483182573864845e-01, -9.036079204092400952e-02, 1.940671107898022107e-01, -1.811376894280984085e-01, 2.544940246483419211e-01, -1.799209480856195642e-01, -1.651591342520396244e-01, 3.165369539321360309e-02, 5.093990634312177412e-02, -8.273717287862535769e-03, -6.981308983246854727e-02, -1.165522258606455086e-02, -3.881150490113424723e-01, 4.710954497204814656e-02, 4.507954774358081257e-02
1.902000000000000000e+03, 1.801776386924546225e-01, -8.742965115232789741e-02, -1.112553828600835043e-01, 1.848880730457661686e-02, -3.682118848191680976e-02, 1.216514379728641515e-01, 9.397494471841180697e-02, -1.249604159190225577e-01, 3.473410272098999968e-02, 2.009534309678145114e-01, 8.811801261165821963e-02, 8.473904965390932631e-02, -6.917778187594186834e-02, -3.983864074728561966e-01, 6.400782721406991782e-02, 1.462630123499400747e-01
1.903000000000000000e+03, -8.284862324469526029e-02, 2.629138383153621986e-02, -2.128024798248319763e-02, -2.887490714608543022e-02, 1.372761597728918703e-01, 4.376051872657615305e-01, -7.914575660536826707e-02, 2.250843710089977523e-01, -6.705849217361938008e-02, 3.174093029323134252e-02, -2.104534076180774871e-01, -9.825386915506645336e-02, 1.137094990708040487e-01, 3.564564572511222940e-01, -3.505894836628459243e-02, 9.510325688067386429e-02
