year, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8, TaiESM1, INM-CM5-0, CanESM5, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, UKESM1-0-LL, CESM2-WACCM
2.057000000000000000e+03, 1.979619515858034973e+00, 2.625890917924008416e+00, 1.982235068400462152e+00, 2.184106719620254378e+00, 2.143727283366167136e+00, 2.286809730223045900e+00, 2.393700438667765606e+00, 2.326334212719075811e+00, 2.498696441907059640e+00, 2.542291669510959196e+00, 2.241722910279709602e+00, 2.457612087259380296e+00, 2.375641947476131222e+00, 2.113899192297792329e+00, 2.001590356597762632e+00, 1.869291836566249865e+00
2.058000000000000000e+03, 1.967664328353824876e+00, 2.865464876795544402e+00, 1.785501525315366100e+00, 2.293640741953586470e+00, 1.935549232777306949e+00, 2.289206471321911796e+00, 2.772501803924121599e+00, 2.160592864082866882e+00, 2.533726182037018937e+00, 2.594904126919873377e+00, 2.271799700087538287e+00, 2.359017974937433593e+00, 2.222470542874282362e+00, 1.767827330797056229e+00, 2.250435177103151663e+00, 2.168284841869201340e+00
2.059000000000000000e+03, 1.833183203133822214e+00, 2.756959111257728523e+00, 1.702703621405109224e+00, 2.310226488635417130e+00, 2.042539700522036927e+00, 2.281647676950591563e+00, 2.423476043462953200e+00, 2.185812092370819304e+00, 2.492392893963781386e+00, 2.487699213438030021e+00, 2.150734219009171611e+00, 2.521510454495544451e+00, 2.439774632863947357e+00, 2.019169011314394524e+00, 2.108372823612347347e+00, 2.050928146635657701e+00
2.060000000000000000e+03, 1.865696777125094741e+00, 2.524559709111133810e+00, 1.980223825532425597e+00, 2.125545536222766430e+00, 2.104371832694270861e+00, 2.225324054152181930e+00, 2.556818303364406741e+00, 1.873857948258753181e+00, 2.572905617689071889e+00, 2.532711011852176952e+00, 2.265105576369445206e+00, 2.357629068128035410e+00, 2.133369488269557745e+00, 1.995776241403773410e+00, 2.039298769614998452e+00, 2.106085086224959380e+00
2.061000000000000000e+03, 1.897266768131337544e+00, 2.526681114481966528e+00, 2.044291586112953585e+00, 2.229342422417491143e+00, 1.780648354140549339e+00, 2.512134887901133595e+00, 2.436980283637954159e+00, 2.247007755124425188e+00, 2.652530763190208862e+00, 2.648614316831359172e+00, 2.094984869499487257e+00, 2.293648859955467856e+00, 2.379278155225055702e+00, 1.862586386863518406e+00, 1.971913979751323875e+00, 2.135654629737645749e+00
2.062000000000000000e+03, 2.035129639727513151e+00, 2.812131438606123801e+00, 1.799997808916043551e+00, 2.249950457044195051e+00, 2.148845215714810575e+00, 2.340285323809142781e+00, 2.465713772567996287e+00, 2.102934656678888459e+00, 2.672671332282646528e+00, 2.208010726970437432e+00, 2.097464333195316666e+00, 2.632651149041401073e+00, 2.324344974707784672e+00, 1.920458282308065368e+00, 2.084310162990600457e+00, 2.205042253437834443e+00
2.063000000000000000e+03, 2.043592497741101077e+00, 2.643926980845317409e+00, 1.827425101177218014e+00, 2.112215916905007873e+00, 2.091455040582587799e+00, 2.314470834720246728e+00, 2.365934141769261423e+00, 2.330843208229246510e+00, 2.547749842526735531e+00, 2.454053795956076200e+00, 2.369123396509897006e+00, 2.603636413879520717e+00, 2.201177566315427825e+00, 1.903310463682543308e+00, 2.338567794127081267e+00, 2.077858058143759123e+00
2.064000000000000000e+03, 1.993457204216352752e+00, 2.523060748681173138e+00, 2.100425745369824071e+00, 2.033229307690192389e+00, 1.950217793798084687e+00, 2.326548507062719651e+00, 2.475620024821465925e+00, 2.452163615585834400e+00, 2.596987924001091574e+00, 2.649294218480944263e+00, 2.001493107833154816e+00, 2.230549617770718918e+00, 2.236190331337048143e+00, 2.030788372035396083e+00, 2.413785305757246480e+00, 2.222060921673555178e+00
2.065000000000000000e+03, 1.904635699449895858e+00, 2.725129470054366454e+00, 1.849937158901209022e+00, 2.225930794559718429e+00, 1.976798297271164850e+00, 2.288890224484579683e+00, 2.378048820243423567e+00, 2.342332076188742729e+00, 2.685738259864798305e+00, 2.562946715617705262e+00, 2.233853270141034297e+00, 2.481013032443390998e+00, 2.225069817353423129e+00, 1.952191036935155388e+00, 1.967888279477596702e+00, 2.023065540337629642e+00
2.066000000000000000e+03, 1.894454345925247862e+00, 2.644712263616981307e+00, 1.896570889674521920e+00, 2.053013931695906180e+00, 2.194853533119965228e+00, 2.245063339686804937e+00, 2.679914571481537777e+00, 2.236731586238491776e+00, 2.664043371885974398e+00, 2.549294929187455594e+00, 2.547143520584417509e+00, 2.649423618869061414e+00, 2.091923693884607083e+00, 2.005624583610953859e+00, 2.182342843388261677e+00, 2.158368809968414848e+00
2.067000000000000000e+03, 1.982215868388368163e+00, 2.459056850341812872e+00, 1.779825846940173983e+00, 2.097951076225225808e+00, 2.302386711353178406e+00, 2.370000950305180432e+00, 2.400657207945932292e+00, 2.282145138118372163e+00, 2.606778500170291668e+00, 2.456050670472793573e+00, 2.425383590040004478e+00, 2.300927144794475243e+00, 2.290402481680292812e+00, 1.992291537597667528e+00, 2.068127509775842920e+00, 2.023383984229734533e+00
2.068000000000000000e+03, 1.938781104269934108e+00, 2.532841472071933886e+00, 1.828759754854021535e+00, 2.070051430421299354e+00, 2.130967235254739300e+00, 2.164591179406786914e+00, 2.338285708824598075e+00, 2.265880625197292275e+00, 2.607172308512188508e+00, 2.511100233557083339e+00, 2.191876432605338376e+00, 2.643721140440411066e+00, 2.402509362201521004e+00, 2.117412091439977218e+00, 2.209487162231134505e+00, 2.137045436124454412e+00
2.069000000000000000e+03, 1.986788722942110397e+00, 2.544935897663980651e+00, 1.883946422770412354e+00, 2.405185438074751936e+00, 2.011946233176986620e+00, 2.223734229601075363e+00, 2.498858623922182609e+00, 2.136406951788726527e+00, 2.734345658750885200e+00, 2.523235414006838706e+00, 2.318569056609474099e+00, 2.468531086191292800e+00, 2.104262027016131853e+00, 1.806343134523974214e+00, 2.051615121209374060e+00, 1.898713002684571327e+00
2.070000000000000000e+03, 1.904811980073217059e+00, 2.636459088613679391e+00, 1.966206006944760665e+00, 2.118780577889717964e+00, 1.923625460493798789e+00, 2.240738880012414835e+00, 2.672505368323891961e+00, 2.081059333419567725e+00, 2.729019069135284692e+00, 2.334350692220039658e+00, 2.213422559024142089e+00, 2.324064161229136172e+00, 2.359403042153180863e+00, 1.950621940948048083e+00, 2.447124268571464700e+00, 1.950572018237162641e+00
2.071000000000000000e+03, 1.944878742489739576e+00, 2.867604024608767510e+00, 1.917961228889710545e+00, 2.112320481416601226e+00, 2.026887129732858561e+00, 2.283759354134899056e+00, 2.550233341735424375e+00, 2.300833139369112157e+00, 2.662844704616793123e+00, 2.259153081898432003e+00, 1.923394374945383456e+00, 2.363048647886442311e+00, 2.379582082317104774e+00, 1.799180165218680072e+00, 2.375416994704766971e+00, 2.159150251125215192e+00
2.072000000000000000e+03, 2.136776620204367205e+00, 2.474476201216985860e+00, 1.733583262574920347e+00, 2.221446047997168272e+00, 1.932947306879090554e+00, 2.077384324438258822e+00, 2.316092023766277208e+00, 2.255780133917982155e+00, 2.650811542747177008e+00, 2.525439521602987458e+00, 2.256281398651331482e+00, 2.554419300370349255e+00, 2.299708846830541997e+00, 1.828635564252307999e+00, 1.813528166045881518e+00, 2.003399891827950530e+00
2.073000000000000000e+03, 1.864490905114164043e+00, 2.392428372353756494e+00, 2.080115461676385724e+00, 2.007919343580780946e+00, 2.062415511487837971e+00, 2.360783130534516605e+00, 2.640147147048958587e+00, 2.275693655292434059e+00, 2.766333024028602150e+00, 2.540194187958646932e+00, 2.281676875204007082e+00, 2.579235103593632950e+00, 2.211810626944457958e+00, 1.971752106535262117e+00, 2.103834689858221640e+00, 2.117980868817444851e+00
2.074000000000000000e+03, 1.859714762167747448e+00, 2.364586156405544592e+00, 1.859737646261357069e+00, 1.939946338647576818e+00, 1.937300009300300774e+00, 2.423550281959473640e+00, 2.365826055531020877e+00, 2.390425891248365353e+00, 2.525171073595933180e+00, 2.362650485147334223e+00, 2.200690545787018948e+00, 2.577068054504047190e+00, 2.212195787286134863e+00, 1.712310490169458799e+00, 2.237451882708127116e+00, 2.218947410494375383e+00
2.075000000000000000e+03, 1.962883605862546954e+00, 2.557342480854639000e+00, 1.662971961356879635e+00, 2.258173767747936989e+00, 2.124051327426341729e+00, 2.217408218248683394e+00, 2.368315861938236289e+00, 2.325077053443073805e+00, 2.547843437086921625e+00, 2.577051273860449854e+00, 2.370208322115046062e+00, 2.392872289701680533e+00, 2.196295927722683228e+00, 1.995953888281754907e+00, 1.905284702553619258e+00, 1.886934011091332408e+00
2.076000000000000000e+03, 1.806257077995210070e+00, 2.460395261881926032e+00, 2.008224605147089115e+00, 2.190034256410973157e+00, 2.060455996728351558e+00, 2.200513994176255039e+00, 2.631532808680844049e+00, 2.189398822311992010e+00, 2.541774649500760042e+00, 2.514937028590135792e+00, 2.229702143188584618e+00, 2.442981860274609396e+00, 2.258224518894153210e+00, 1.969577638309603529e+00, 2.053453267441201824e+00, 2.179801235541983573e+00
2.077000000000000000e+03, 1.853418267771052896e+00, 2.512670361150544540e+00, 1.845610482516384820e+00, 2.148221756166306839e+00, 2.049721325225014379e+00, 2.389938031009459785e+00, 2.830403945177773828e+00, 2.220112464280371345e+00, 2.526392668713749234e+00, 2.543346680126910453e+00, 2.308237011443274866e+00, 2.472758368380969074e+00, 2.183169941976220496e+00, 2.164486086861129976e+00, 2.091787354048441294e+00, 2.133595805309155047e+00
2.078000000000000000e+03, 1.932105481946597925e+00, 2.512155226960854026e+00, 1.920601507613289849e+00, 2.154970791406726427e+00, 2.224156886524867094e+00, 2.482497593974701378e+00, 2.297175267662622478e+00, 2.125620698200014314e+00, 2.618223365546215486e+00, 2.620501675828200039e+00, 2.327402224958504906e+00, 2.562219765644986325e+00, 2.042732256738163166e+00, 1.915941854161450131e+00, 2.187020055431643240e+00, 1.994792346311844877e+00
2.079000000000000000e+03, 1.973482126721472385e+00, 2.399867852764721476e+00, 2.015392763683513166e+00, 2.163458103403341770e+00, 1.753305158681246922e+00, 2.207209442836359781e+00, 2.345043433351683859e+00, 2.241340027981572725e+00, 2.348816828616966390e+00, 2.382249008339531571e+00, 2.142752466298606162e+00, 2.161794052720106940e+00, 2.246095717976593686e+00, 1.832536117971745204e+00, 2.239543147851868365e+00, 2.149554502593128191e+00
2.080000000000000000e+03, 2.163263361310875599e+00, 2.498858363612308509e+00, 1.812046381397495409e+00, 2.206365056062502106e+00, 1.899361154221034020e+00, 2.204162790930263238e+00, 2.485099102147771077e+00, 2.235057077038265838e+00, 2.688714446952018999e+00, 2.457225824283053139e+00, 2.474513095970647836e+00, 2.344127335888791297e+00, 2.345444651968293659e+00, 1.923848775155695412e+00, 2.210461976312059651e+00, 2.154834710251957386e+00
2.081000000000000000e+03, 1.789958821721314042e+00, 2.559377951723531552e+00, 1.795942252715838627e+00, 2.184761500723765515e+00, 2.069305644599233940e+00, 2.271562956790480925e+00, 2.710971954367904058e+00, 2.179592048809732230e+00, 2.534259988876302216e+00, 2.706037987654780430e+00, 2.195976083419739044e+00, 2.351556463239380168e+00, 2.417233544722439120e+00, 1.972246626774471157e+00, 2.185342814293322888e+00, 1.822700942909794453e+00
2.082000000000000000e+03, 1.934305365736354254e+00, 2.726095233190033884e+00, 1.626340485803434044e+00, 2.098826418865259669e+00, 2.082797106629718620e+00, 2.464650233792948342e+00, 2.218440201515146093e+00, 2.055961601332999322e+00, 2.652165923963626604e+00, 2.554244203356240472e+00, 2.138345523594097575e+00, 2.341737525520555696e+00, 2.262474870807153149e+00, 1.975967775461650477e+00, 2.166907227639684130e+00, 2.072811856614153125e+00
2.083000000000000000e+03, 2.069245311955353106e+00, 2.606153837525962302e+00, 1.905283500439169941e+00, 2.236410521916080807e+00, 2.343345684172446930e+00, 2.262430945557250439e+00, 2.436569837793540305e+00, 2.229196160488587708e+00, 2.470987073260357381e+00, 2.694764208739175881e+00, 2.274889307957451479e+00, 2.359834166214903828e+00, 2.406338291045140743e+00, 1.912008520343374762e+00, 2.111155782859487573e+00, 2.155215865846126455e+00
2.084000000000000000e+03, 1.719758928137407716e+00, 2.562833135962674369e+00, 2.032466545128137625e+00, 2.141826961616396741e+00, 2.058186944299841059e+00, 2.351538081794009916e+00, 2.344096573356893032e+00, 2.210529059639360305e+00, 2.662793228475483609e+00, 2.495970883830398890e+00, 2.239738464898168857e+00, 2.378709423641786280e+00, 2.105924506410002284e+00, 1.792892202143834046e+00, 2.015672257783591714e+00, 2.073854621842306400e+00
2.085000000000000000e+03, 2.035933258754036412e+00, 2.520138102070398567e+00, 2.009422944688280310e+00, 2.090323779652798475e+00, 1.946668555345974383e+00, 2.390193984163083485e+00, 2.774095336917333121e+00, 2.237276224107613398e+00, 2.676872286822943092e+00, 2.438032637217942611e+00, 2.125302494999496528e+00, 2.246298030741689544e+00, 2.474275354464799737e+00, 1.745455301962127059e+00, 2.016012712487958325e+00, 2.323068674363625519e+00
2.086000000000000000e+03, 1.965439695778719020e+00, 2.590748709320259913e+00, 2.091714676252289351e+00, 2.421636036003774972e+00, 1.976339720910515574e+00, 2.307279299898273184e+00, 2.334566666953943326e+00, 2.193975215861089456e+00, 2.810059465319342031e+00, 2.519484483393237273e+00, 2.435837968758022054e+00, 2.484801609672283362e+00, 2.223100420804344335e+00, 1.884066872813914273e+00, 2.316481716011779213e+00, 2.267067916856905452e+00
2.087000000000000000e+03, 1.968346888618569990e+00, 2.524047047419982981e+00, 1.915616107354096487e+00, 2.226368009539172466e+00, 2.027712010360475769e+00, 2.587689246080282057e+00, 2.695596075172310258e+00, 2.445592968239043596e+00, 2.627551177783820080e+00, 2.628921195490792062e+00, 2.383469263646345926e+00, 2.522094144967499396e+00, 2.357902558224850065e+00, 1.901040981122981588e+00, 2.189277942877732475e+00, 2.103249085646154981e+00
2.088000000000000000e+03, 1.959526812407692775e+00, 2.721894525704232848e+00, 1.831274141788932219e+00, 2.458694090251128728e+00, 1.846432230956485121e+00, 2.102491443496130596e+00, 2.374006555856638112e+00, 2.344114214463783430e+00, 2.699457572089761559e+00, 2.555026150328126189e+00, 2.323895828473748537e+00, 2.540582921232578339e+00, 2.367711592561970058e+00, 1.865886870587402768e+00, 2.282939419073295007e+00, 2.002546256296595661e+00
2.089000000000000000e+03, 1.954187161684930008e+00, 2.509700948428139622e+00, 2.022759598491063127e+00, 2.278496438938934165e+00, 1.895223911045827103e+00, 2.109458708697878215e+00, 2.434785993349362965e+00, 2.128992637963492474e+00, 2.488459421685906392e+00, 2.439515133544256642e+00, 2.143491698964992587e+00, 2.241057406943236519e+00, 2.270034572929815919e+00, 1.924468433230748232e+00, 2.258071281649460360e+00, 2.241143105001535574e+00
2.090000000000000000e+03, 1.927937343760679711e+00, 2.604337058029680740e+00, 1.934109076198106791e+00, 2.217576915931338100e+00, 2.028124077435494943e+00, 2.446078367819785715e+00, 2.401691183244451189e+00, 2.240661077790992994e+00, 2.577733626954966883e+00, 2.725654357910571868e+00, 2.114189543971528806e+00, 2.553716821378449797e+00, 2.231503988951073048e+00, 1.933771319539786093e+00, 2.177325784185213386e+00, 2.013860894377800026e+00
2.091000000000000000e+03, 2.097178265588294455e+00, 2.595214359494203205e+00, 1.818654927672290533e+00, 2.228969686144402385e+00, 2.095495906480089321e+00, 2.397425342139837046e+00, 2.642889786661520191e+00, 2.141420961619753260e+00, 2.488647726528575355e+00, 2.590770312952188181e+00, 2.246695537927510422e+00, 2.593235629296064548e+00, 2.198109141148119061e+00, 1.824785132338480498e+00, 1.993921020497956942e+00, 2.149842842920896668e+00
2.092000000000000000e+03, 1.981940192794595657e+00, 2.442305982523054642e+00, 1.870473147120671920e+00, 2.068932167188092919e+00, 1.885889195843727162e+00, 2.148600400499960372e+00, 2.495764348344073902e+00, 2.288235460299974822e+00, 2.427513943789703976e+00, 2.500205557124770106e+00, 2.077607380813176086e+00, 2.600650724375930700e+00, 2.278767003605147501e+00, 1.984801956288045677e+00, 2.164101764150775598e+00, 2.036520715777888846e+00
2.093000000000000000e+03, 1.903431841017104276e+00, 2.733900566350959682e+00, 1.828040716834328006e+00, 2.312768693294675604e+00, 1.929436787165601963e+00, 2.285538587119904985e+00, 2.605751264750917784e+00, 2.192752057278732014e+00, 2.417141179492503511e+00, 2.534303769951459451e+00, 2.324458373773735431e+00, 2.607208963860908391e+00, 2.109147708026430923e+00, 2.068263361516345711e+00, 2.171067241034277284e+00, 2.038533967457623941e+00
2.094000000000000000e+03, 1.908898331287282257e+00, 2.660698550752615077e+00, 1.958400305294206278e+00, 2.278489212413717269e+00, 2.099604566348845403e+00, 2.176991801222081246e+00, 2.440030272890389096e+00, 2.178422989014396904e+00, 2.420350887692004793e+00, 2.512785812259981544e+00, 2.296716427139516625e+00, 2.188121218182986993e+00, 2.412390242970307686e+00, 1.803867468576745292e+00, 1.885867688669083497e+00, 2.261593993409903636e+00
2.095000000000000000e+03, 1.936918232629029735e+00, 2.707725048966002301e+00, 1.951723768718409691e+00, 1.973278863344223977e+00, 1.988344930718069836e+00, 2.464320513116763589e+00, 2.435670179938054236e+00, 2.293031581178507583e+00, 2.633717972285950282e+00, 2.516280454568871505e+00, 2.100447079740854761e+00, 2.420168341690520641e+00, 2.237861661256439483e+00, 1.998821569742640358e+00, 2.128641837337676090e+00, 2.051481756354620156e+00
2.096000000000000000e+03, 1.885203108559293073e+00, 2.447418325002661099e+00, 1.980102766640451373e+00, 2.226022239762842858e+00, 1.835416435784144928e+00, 2.328387913439169843e+00, 2.534933847609203816e+00, 2.370415434110066055e+00, 2.492365999825131517e+00, 2.424805940528970805e+00, 2.197349661738472015e+00, 2.238080734871833233e+00, 2.366389171012918791e+00, 1.862661514951858166e+00, 2.062246986630945855e+00, 2.103719653947538681e+00
2.097000000000000000e+03, 2.057825570406338844e+00, 2.578998644297208376e+00, 1.895040984210186297e+00, 2.353244396488466172e+00, 1.979424483127569134e+00, 2.213527670825668814e+00, 2.367900445354020889e+00, 2.150406172833552620e+00, 2.822065486078134899e+00, 2.423929329759977325e+00, 2.219168936514809509e+00, 2.612626399589470960e+00, 2.420559026247471213e+00, 1.811584907009802459e+00, 1.924017890388274532e+00, 1.959404406218322681e+00
2.098000000000000000e+03, 1.959995472921745030e+00, 2.721848261137054692e+00, 1.968055397345277013e+00, 2.007379295373020955e+00, 1.795326373482697413e+00, 2.239805858615979250e+00, 2.432440684029271605e+00, 2.246675414809751636e+00, 2.505671946732020317e+00, 2.578067926659229236e+00, 2.312420941552872478e+00, 2.389982680514537439e+00, 2.250561334738223618e+00, 2.078349194457409510e+00, 2.237484487779302089e+00, 2.020415803932477328e+00
2.099000000000000000e+03, 2.015792850285958338e+00, 2.694220493664435168e+00, 1.948919906864423179e+00, 2.386223916669360623e+00, 2.057490071201793835e+00, 2.523556370559085771e+00, 2.418343502671885137e+00, 2.235678698566597955e+00, 2.571743099966815382e+00, 2.621928068854844529e+00, 2.415638781909964727e+00, 2.370741343263496059e+00, 2.327513490968126320e+00, 1.685998075269071750e+00, 2.038295709716624327e+00, 2.107057746751404004e+00
2.100000000000000000e+03, 1.863591195383872856e+00, 2.748680330108049130e+00, 1.894007417210574085e+00, 2.084194639440552166e+00, 2.073548819407839527e+00, 2.439248700247946822e+00, 2.231591175895578871e+00, 2.391487519034120712e+00, 2.594137159906257928e+00, 2.572336226309216656e+00, 2.077999669723153087e+00, 2.327504485023800473e+00, 2.449150050952380031e+00, 1.984364093551914898e+00, 2.209444714781351404e+00, 1.786784168227390612e+00
