year, GFDL-ESM4, MIROC-ES2L, CanESM5, CNRM-ESM2-1, INM-CM5-0, MPI-ESM1-2-LR, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, NorESM2-LM, UKESM1-0-LL, CMCC-CM2-SR5, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, ACCESS-ESM1-5
1.959000000000000000e+03, 3.583230481530879956e+02, 5.019654107955199720e+02, 4.947425173176320072e+02, 4.790398820024319662e+02, 6.038893803601920354e+02, 3.745325567180800022e+02, 4.811983043952640173e+02, 3.301231988572159821e+02, 5.117883029913600126e+02, 4.666825900032000050e+02, 5.628156350300159829e+02, 3.994408168980480127e+02, 5.888704165969919586e+02, 4.654697650585599717e+02, 3.464243110215679735e+02, 6.411506375720960023e+02
1.960000000000000000e+03, 3.577851034992639825e+02, 5.017993163571200057e+02, 4.933018242252799723e+02, 4.779526512967680105e+02, 6.044617518612479898e+02, 3.735888383180799792e+02, 4.813487624683519925e+02, 3.291190824796159973e+02, 5.091163971256319769e+02, 4.655541880094720000e+02, 5.619694593638399738e+02, 3.975917328138239668e+02, 5.891163034746880385e+02, 4.640005171445760084e+02, 3.457967760343040027e+02, 6.420857324830719790e+02
1.961000000000000000e+03, 3.575591143997439758e+02, 5.018771290849280149e+02, 4.918416695623679971e+02, 4.774847682969599987e+02, 6.052802786754559747e+02, 3.726241483980799671e+02, 4.808006508216320185e+02, 3.289612424314880172e+02, 5.096079359999999951e+02, 4.657158197084160065e+02, 5.612966594478079969e+02, 3.964317896540159722e+02, 5.898824182661120403e+02, 4.634623040552959878e+02, 3.456597061795840204e+02, 6.427783630684159561e+02
1.962000000000000000e+03, 3.564796012134399916e+02, 5.016703331205119980e+02, 4.925598686248960121e+02, 4.777860870963199886e+02, 6.046430129029120053e+02, 3.721512993423360172e+02, 4.794076385771519995e+02, 3.290078830919679831e+02, 5.100922271170559839e+02, 4.648009916743679923e+02, 5.604441084395519965e+02, 3.970752294420479984e+02, 5.901972930560000350e+02, 4.619904724500480029e+02, 3.449543249100800040e+02, 6.417136809410559408e+02
1.963000000000000000e+03, 3.554088457338879721e+02, 5.021948224471040021e+02, 4.946910783733760013e+02, 4.790961863393279714e+02, 6.056104542863359939e+02, 3.729590551838720103e+02, 4.780626427248639629e+02, 3.286140211691520108e+02, 5.103656286289919990e+02, 4.643612272885760035e+02, 5.597541286543360002e+02, 3.969701034065919885e+02, 5.913253259509759800e+02, 4.619300409180160045e+02, 3.445210365296640020e+02, 6.410583628840960273e+02
1.964000000000000000e+03, 3.560226569584639833e+02, 5.034799907471360143e+02, 4.946653085695999721e+02, 4.798501208719359852e+02, 6.075136616693760061e+02, 3.723379626475519899e+02, 4.766062461583359777e+02, 3.281328170598399652e+02, 5.084642331852799657e+02, 4.637388596838400190e+02, 5.599928684380159893e+02, 3.956156452044800176e+02, 5.928790974791679673e+02, 4.619979886428159830e+02, 3.449499963883520195e+02, 6.419195038269440374e+02
1.965000000000000000e+03, 3.557996877578240174e+02, 5.042056388935679934e+02, 4.926203001569280104e+02, 4.799915863572479680e+02, 6.078661174231040150e+02, 3.707535559229439741e+02, 4.764435071631360188e+02, 3.272965399511039664e+02, 5.060588166184959960e+02, 4.632221885399039820e+02, 5.597029916999680381e+02, 3.958483787448320186e+02, 5.935062969221120284e+02, 4.618798434877439831e+02, 3.445059705896960054e+02, 6.427842686484480055e+02
1.966000000000000000e+03, 3.552150353346559655e+02, 5.042869748367359648e+02, 4.907015906263039824e+02, 4.787109143511040088e+02, 6.071564411863039368e+02, 3.695073443184639927e+02, 4.758194282823679941e+02, 3.272079898050560018e+02, 5.063016500428799986e+02, 4.624752668835839700e+02, 5.591809518469119666e+02, 3.975277780664320062e+02, 5.928325239275519607e+02, 4.613729366835199812e+02, 3.446816951500799746e+02, 6.429213720576000242e+02
1.967000000000000000e+03, 3.525586651709439820e+02, 5.038579478691839881e+02, 4.903690662051839695e+02, 4.785800185118719696e+02, 6.073064294973439701e+02, 3.683991756472319707e+02, 4.752673572126719819e+02, 3.261585749442559745e+02, 5.069461635727359976e+02, 4.620476492021759896e+02, 5.587163236270080233e+02, 3.985931983912959709e+02, 5.914877965107199316e+02, 4.614198457794560113e+02, 3.443119253094399710e+02, 6.441373846732799393e+02
1.968000000000000000e+03, 3.525732613488639799e+02, 5.042284559073279979e+02, 4.912047728885759739e+02, 4.783683907092479899e+02, 6.081893137121279551e+02, 3.677692247408639901e+02, 4.741404651683839688e+02, 3.255399989903360165e+02, 5.051406666956800109e+02, 4.617123733176320002e+02, 5.582935713382399854e+02, 3.976706528378879852e+02, 5.914590739169279914e+02, 4.616150319103999777e+02, 3.438854149242879998e+02, 6.452177031659520026e+02
1.969000000000000000e+03, 3.528363616501760021e+02, 5.047714001715199856e+02, 4.920257827307519847e+02, 4.779354043187199750e+02, 6.074715173027840365e+02, 3.677827136225279787e+02, 4.746762958929920160e+02, 3.256959599902720015e+02, 5.055746597191679825e+02, 4.615010475048960075e+02, 5.574013925457919640e+02, 3.983297625456639821e+02, 5.911055444213759529e+02, 4.614847064965119898e+02, 3.431343996272639743e+02, 6.445957382143999439e+02
1.970000000000000000e+03, 3.517509428838399685e+02, 5.049358168883200051e+02, 4.929999350005759879e+02, 4.786553482117120097e+02, 6.087336337080320163e+02, 3.679347823083519984e+02, 4.749590590914559698e+02, 3.245170921308159677e+02, 5.047446572892159793e+02, 4.614188055920640181e+02, 5.563539238420479478e+02, 3.982282603888639869e+02, 5.912656661708799675e+02, 4.613586424954879703e+02, 3.435095046225919759e+02, 6.450575814164479880e+02
1.971000000000000000e+03, 3.516018605424640100e+02, 5.050905699287039852e+02, 4.938079592775679885e+02, 4.790141793075200098e+02, 6.092890937753600156e+02, 3.685959052820479656e+02, 4.748810114826239897e+02, 3.243169734983679859e+02, 5.035720641085439979e+02, 4.609969257185280185e+02, 5.551640836833280446e+02, 3.954005612953599780e+02, 5.923411528253440110e+02, 4.614521922519039663e+02, 3.445469741055999862e+02, 6.456525686046719557e+02
1.972000000000000000e+03, 3.499308833832960204e+02, 5.054590311464959882e+02, 4.947855676538879948e+02, 4.778910453596159869e+02, 6.105185952727040331e+02, 3.684935978188800050e+02, 4.751213618790399664e+02, 3.238137241272319784e+02, 5.055694252277759801e+02, 4.612868695654399858e+02, 5.544038073630720191e+02, 3.975771030814719893e+02, 5.924854368829439863e+02, 4.612371754516479996e+02, 3.440774804930559867e+02, 6.461919896535040380e+02
1.973000000000000000e+03, 3.493082808975360081e+02, 5.058587986493440098e+02, 4.940640467025920088e+02, 4.792693943173119919e+02, 6.114643604930560059e+02, 3.673037576601599881e+02, 4.743489052999680098e+02, 3.240833675427840035e+02, 5.042044644884479681e+02, 4.613360268083200140e+02, 5.543829365063679688e+02, 4.020225955594240190e+02, 5.923388711239680333e+02, 4.612014735359999804e+02, 3.437638472171519766e+02, 6.457620902707200230e+02
1.974000000000000000e+03, 3.489242504232959732e+02, 5.060511662079999837e+02, 4.924231007600640169e+02, 4.794065312808959902e+02, 6.119005681090559392e+02, 3.665804918783999824e+02, 4.747420961341439920e+02, 3.238550296330240030e+02, 5.020158095523839847e+02, 4.613778691850239966e+02, 5.546052010639359651e+02, 4.023497512714239974e+02, 5.922116327178239317e+02, 4.609685386690559881e+02, 3.435938269102080085e+02, 6.453140714946559910e+02
1.975000000000000000e+03, 3.490154849239040118e+02, 5.062111537397759662e+02, 4.919712232243199992e+02, 4.797928099020799664e+02, 6.131005417062399374e+02, 3.662694087393280142e+02, 4.756067938467840008e+02, 3.237692309504000150e+02, 5.016866405744639792e+02, 4.613754532659199867e+02, 5.543127406346239923e+02, 4.019586408120320016e+02, 5.923999401902079853e+02, 4.603724441845760111e+02, 3.443423591792640082e+02, 6.461766888325120135e+02
1.976000000000000000e+03, 3.476507255111679910e+02, 5.060989477191679953e+02, 4.930081893908479742e+02, 4.805071502049279957e+02, 6.133311277629439928e+02, 3.669100299550719910e+02, 4.754685831413759729e+02, 3.231482726318079699e+02, 5.004851905822719687e+02, 4.627376625418239655e+02, 5.536501412659199559e+02, 4.005626086686719987e+02, 5.923622921175040119e+02, 4.604577731051520004e+02, 3.442930006097919886e+02, 6.476141606993919595e+02
1.977000000000000000e+03, 3.464143453552640040e+02, 5.071975533772799736e+02, 4.927189501870079766e+02, 4.802786780774399631e+02, 6.137028437606400075e+02, 3.664204372377599839e+02, 4.759917302906879968e+02, 3.231254891724800018e+02, 5.033587921387519941e+02, 4.626544475504639991e+02, 5.535228021964800291e+02, 4.002821271715839657e+02, 5.912032549273600353e+02, 4.611057091870719660e+02, 3.443945027665919838e+02, 6.480944588390399304e+02
1.978000000000000000e+03, 3.459534752317439938e+02, 5.084904391966720141e+02, 4.925309111500799872e+02, 4.810221100728319925e+02, 6.154416344268800003e+02, 3.664019151912959842e+02, 4.757895983923199879e+02, 3.233760401162239759e+02, 5.037734913638399803e+02, 4.621980401664000055e+02, 5.526813241507840075e+02, 4.020012884951040064e+02, 5.904965985894399410e+02, 4.613213299671039636e+02, 3.446801516462080031e+02, 6.489206360637440412e+02
1.979000000000000000e+03, 3.457952325304319743e+02, 5.091885391544319646e+02, 4.953035809751040119e+02, 4.813773843988479939e+02, 6.161782884270079421e+02, 3.666851817062399732e+02, 4.755415975854079988e+02, 3.251000332779519795e+02, 5.017214700748800169e+02, 4.627155837255679671e+02, 5.518219615928319399e+02, 4.002525657169919668e+02, 5.903253367685119883e+02, 4.603034562723839827e+02, 3.448465480744960132e+02, 6.496758792191999419e+02
1.980000000000000000e+03, 3.457533565992960121e+02, 5.096049496555519909e+02, 4.972762795868159742e+02, 4.811080094187519762e+02, 6.169973521121279418e+02, 3.664916397424639740e+02, 4.762426167787519944e+02, 3.247378802933760085e+02, 4.997765880872959769e+02, 4.633347301048319764e+02, 5.517263650160639372e+02, 3.998669246300160012e+02, 5.896219016560639830e+02, 4.594757355438080140e+02, 3.445253650513919865e+02, 6.499624340684799790e+02
1.981000000000000000e+03, 3.447090755665919914e+02, 5.097440663306239799e+02, 4.973169811128319679e+02, 4.816356528619519963e+02, 6.171325093642240063e+02, 3.668798309662719817e+02, 4.743692057313280088e+02, 3.250840949227520014e+02, 4.995774760878080087e+02, 4.632935252623360043e+02, 5.517983728271359496e+02, 4.014224074342399717e+02, 5.892426694655999881e+02, 4.591262661345280094e+02, 3.450460962816000006e+02, 6.499041835745280196e+02
1.982000000000000000e+03, 3.429093500518399651e+02, 5.096397120471040125e+02, 4.974375086325759980e+02, 4.816358541885439877e+02, 6.179933818716159522e+02, 3.671379987660799884e+02, 4.732570440826879690e+02, 3.239848517304320126e+02, 5.011834918666239673e+02, 4.630613285928960181e+02, 5.512024125603840048e+02, 4.036682726768639782e+02, 5.892355559260159907e+02, 4.604372377927679736e+02, 3.457987557457919934e+02, 6.508073346662399672e+02
1.983000000000000000e+03, 3.431165822238720011e+02, 5.111071144673280173e+02, 4.960103715307519678e+02, 4.821759463260160032e+02, 6.219160962990080179e+02, 3.665745527439360103e+02, 4.748634960691200035e+02, 3.249051491368960001e+02, 4.988259574743040048e+02, 4.630961580933119990e+02, 5.502766122270719507e+02, 4.021350029066239813e+02, 5.906014226350080207e+02, 4.608414009262079958e+02, 3.466746941931519927e+02, 6.512544139182080016e+02
1.984000000000000000e+03, 3.430181670748160059e+02, 5.123956382105600369e+02, 4.972227267133440023e+02, 4.819626072473599834e+02, 6.232747152506880184e+02, 3.656920711823360080e+02, 4.750014718935040037e+02, 3.240710530662399833e+02, 4.971332034887680038e+02, 4.634139856732160183e+02, 5.495698216714239379e+02, 4.009757308354559768e+02, 5.922937739673600390e+02, 4.618449133240320066e+02, 3.467985436016639937e+02, 6.510050373795839960e+02
1.985000000000000000e+03, 3.426915146792960059e+02, 5.135669227683839608e+02, 4.996502220963839704e+02, 4.823963653898239841e+02, 6.231627105566719820e+02, 3.641970870190079950e+02, 4.732587889131519887e+02, 3.243667347210239882e+02, 4.987403265638399716e+02, 4.640062213980160095e+02, 5.496444131737599719e+02, 4.026734173224959932e+02, 5.929691575746560375e+02, 4.626718623006719895e+02, 3.472003579248639653e+02, 6.521777647779839526e+02
1.986000000000000000e+03, 3.424051611566080169e+02, 5.147380059996160071e+02, 5.018098860032000061e+02, 4.826543654174719791e+02, 6.232684070174719864e+02, 3.643182520729599787e+02, 4.737303629004799745e+02, 3.251206356991999655e+02, 4.988829664542719797e+02, 4.642544570859519695e+02, 5.495644529623040171e+02, 4.047951311667200116e+02, 5.932159168675840419e+02, 4.629541557370880014e+02, 3.479121145364479730e+02, 6.539066233323519555e+02
1.987000000000000000e+03, 3.416996792238080047e+02, 5.158998953164799559e+02, 5.019320241356799670e+02, 4.827454992547839652e+02, 6.232474690519039768e+02, 3.648632096030719936e+02, 4.756138402775039822e+02, 3.258934278225920025e+02, 4.973649639505919708e+02, 4.646921075425279923e+02, 5.493434634731520418e+02, 4.038851685253119967e+02, 5.939942454722560115e+02, 4.635952802693120134e+02, 3.474842955284480013e+02, 6.547072991887359876e+02
1.988000000000000000e+03, 3.418009800540160086e+02, 5.175726844149760382e+02, 5.030445884375039896e+02, 4.834509140787200181e+02, 6.246653451304960072e+02, 3.645400133140479966e+02, 4.761227939020799909e+02, 3.268161747025919794e+02, 4.959990636871680181e+02, 4.652150198108159884e+02, 5.501557827174399335e+02, 4.031637817917439861e+02, 5.948444476702719612e+02, 4.644816205905920015e+02, 3.470625498726399769e+02, 6.554675084001279401e+02
1.989000000000000000e+03, 3.419068442869759679e+02, 5.191603123650560292e+02, 5.030601576939519646e+02, 4.833812215234559631e+02, 6.254212593745919548e+02, 3.651831846666240153e+02, 4.759092199424000000e+02, 3.273376776847359793e+02, 4.963689677455359970e+02, 4.658348372787199878e+02, 5.504179434946560150e+02, 4.055077601935360008e+02, 5.950230914662399755e+02, 4.651378781716479693e+02, 3.467132817899520205e+02, 6.545964353454079401e+02
1.990000000000000000e+03, 3.410494278860799682e+02, 5.209317179391999844e+02, 5.048625004543999921e+02, 4.836710647070719915e+02, 6.255871524863999866e+02, 3.655578534543359979e+02, 4.764921275351039753e+02, 3.276451033907200099e+02, 4.974111348490239948e+02, 4.659326820024319886e+02, 5.501229329285120002e+02, 4.058633029550080096e+02, 5.962962808340479341e+02, 4.648448137625599657e+02, 3.479740560179200202e+02, 6.543359187353599964e+02
1.991000000000000000e+03, 3.407382105292799679e+02, 5.222149736366079651e+02, 5.056253940203519619e+02, 4.847847363051519665e+02, 6.272259509452800330e+02, 3.653293477724159857e+02, 4.771278162493439936e+02, 3.280070886031359692e+02, 4.962064636313600090e+02, 4.649756760473599684e+02, 5.504106286284800262e+02, 4.028359549911040176e+02, 5.987840064225280230e+02, 4.648989706158079684e+02, 3.492343940382720007e+02, 6.552707452108800226e+02
1.992000000000000000e+03, 3.411738477199360204e+02, 5.225264258744319932e+02, 5.053965527941119831e+02, 4.864160856801279920e+02, 6.302414206402560239e+02, 3.650975537561599822e+02, 4.780038218055680090e+02, 3.272998953943039737e+02, 4.965601273446399659e+02, 4.646512046899200072e+02, 5.508533458042879829e+02, 4.048635150991360092e+02, 6.044859781611519338e+02, 4.665074023137279937e+02, 3.498527351111679877e+02, 6.568509576314879723e+02
1.993000000000000000e+03, 3.419391236505600205e+02, 5.240996589731839777e+02, 5.066162563973119859e+02, 4.877065220259839862e+02, 6.332326640353279572e+02, 3.641882286489599778e+02, 4.785052927918080172e+02, 3.298955991449599878e+02, 4.974456959139839682e+02, 4.661809847992319646e+02, 5.512793528729599757e+02, 4.072768505118719986e+02, 6.087299427205119855e+02, 4.678565253611519665e+02, 3.503705806602239932e+02, 6.581325356072959494e+02
1.994000000000000000e+03, 3.407824688250880172e+02, 5.259467969003519556e+02, 5.087185086709760071e+02, 4.891135935774719883e+02, 6.355461079039999959e+02, 3.653432057528319774e+02, 4.798144189562879660e+02, 3.290341226577920111e+02, 4.966886743736320113e+02, 4.677862623805439739e+02, 5.514324953006080250e+02, 4.095742218076159702e+02, 6.115532126289920143e+02, 4.684327891763200000e+02, 3.507108897095679936e+02, 6.594716929884159526e+02
1.995000000000000000e+03, 3.409983580405759653e+02, 5.279501307084799464e+02, 5.099204955340799756e+02, 4.902803482869759932e+02, 6.361270022307840009e+02, 3.675378333777919693e+02, 4.808368560537600160e+02, 3.299045917327359803e+02, 4.967133368811519745e+02, 4.684261789532159810e+02, 5.514116244439039747e+02, 4.084856153702399979e+02, 6.134893033553919395e+02, 4.682788078878720057e+02, 3.518785839431679960e+02, 6.608277618032640248e+02
1.996000000000000000e+03, 3.417070947532799892e+02, 5.299875558195200256e+02, 5.103680109936639724e+02, 4.908446667243520096e+02, 6.362662531235839651e+02, 3.682733465272319791e+02, 4.807825314283520015e+02, 3.301478613647360021e+02, 4.962404207165440084e+02, 4.689497287557119876e+02, 5.514025647472640230e+02, 4.090629193727999677e+02, 6.145396912947200008e+02, 4.687409530798079800e+02, 3.525725567057920102e+02, 6.613011477299199896e+02
1.997000000000000000e+03, 3.428115388825600007e+02, 5.313637908480000078e+02, 5.108349544693759867e+02, 4.919590094110719747e+02, 6.360291575070720000e+02, 3.678696867102719921e+02, 4.814760008744959805e+02, 3.313384061665279887e+02, 4.944537814302719880e+02, 4.693175524392959801e+02, 5.518881644871679555e+02, 4.109847830200320118e+02, 6.162807636623359713e+02, 4.693091973857279982e+02, 3.528161283276800191e+02, 6.622268473999359912e+02
1.998000000000000000e+03, 3.434714874511359994e+02, 5.318425790382079867e+02, 5.119158098329600080e+02, 4.923735408640000060e+02, 6.370603523112960147e+02, 3.678663312670719847e+02, 4.828458270064639919e+02, 3.298864052305920040e+02, 4.971878301040640054e+02, 4.702986169221119894e+02, 5.516065421393919905e+02, 4.094479229255679797e+02, 6.183306710220799687e+02, 4.715109049958400078e+02, 3.544531484016640093e+02, 6.624908536709119744e+02
1.999000000000000000e+03, 3.435717480939520101e+02, 5.333594742456319864e+02, 5.147146521149439877e+02, 4.945750135930879878e+02, 6.383187777290239637e+02, 3.690914035793919652e+02, 4.843664132014079655e+02, 3.315456047841279883e+02, 4.982261720023039970e+02, 4.719574138224639910e+02, 5.519514817003520193e+02, 4.112267104747519966e+02, 6.205329826119680092e+02, 4.735680936673280144e+02, 3.553685804154879975e+02, 6.618247310868480326e+02
2.000000000000000000e+03, 3.433371019509759776e+02, 5.347233276887039892e+02, 5.160486421135359478e+02, 4.965466720174080137e+02, 6.387831039590399769e+02, 3.704380100444159893e+02, 4.845259645255679857e+02, 3.336814785986559855e+02, 4.967244098437120101e+02, 4.725811571589119922e+02, 5.527315551354879517e+02, 4.139591820902400059e+02, 6.221479574241279806e+02, 4.751050208706560056e+02, 3.556902332006399661e+02, 6.637003567267839799e+02
2.001000000000000000e+03, 3.426204128378880114e+02, 5.365709689323520024e+02, 5.169288084193279929e+02, 4.962982350028800056e+02, 6.399850237132800430e+02, 3.717083808399360123e+02, 4.850684054732799950e+02, 3.350497612267519685e+02, 4.966081772912639849e+02, 4.727208442593279756e+02, 5.531256519393280087e+02, 4.135818960568319653e+02, 6.237923259187199392e+02, 4.753710068531199795e+02, 3.561235551354880045e+02, 6.635719774699520030e+02
2.002000000000000000e+03, 3.427458057502719839e+02, 5.373422511063039337e+02, 5.176997550489600144e+02, 4.993411857776640090e+02, 6.418256856350719772e+02, 3.725089560330239919e+02, 4.866396924149759684e+02, 3.344883284705280175e+02, 4.984030709678079916e+02, 4.748318542397440183e+02, 5.533771759615999599e+02, 4.114565247795200094e+02, 6.256672804700159531e+02, 4.760273650974719999e+02, 3.573974155919360101e+02, 6.631632844881919482e+02
2.003000000000000000e+03, 3.434621928734720200e+02, 5.384012960890879640e+02, 5.182453836677119625e+02, 5.013712624680960062e+02, 6.433210724515839729e+02, 3.715417495306239744e+02, 4.873335645143039869e+02, 3.359290551173119752e+02, 4.971933665853439948e+02, 4.760118965043199637e+02, 5.543690114170880179e+02, 4.114211248537599772e+02, 6.282227860111360087e+02, 4.765747721011200042e+02, 3.585371254292479648e+02, 6.639283255377920341e+02
2.004000000000000000e+03, 3.421804806799360108e+02, 5.393210566246399367e+02, 5.197558699786239913e+02, 5.012708340531199838e+02, 6.438682110197760267e+02, 3.710957440204799695e+02, 4.872735691898880077e+02, 3.356203207884800008e+02, 4.946049777008639694e+02, 4.758270786928640064e+02, 5.547301913231359549e+02, 4.148468981432320106e+02, 6.303204748820479608e+02, 4.762349328138240026e+02, 3.594475913871360149e+02, 6.640425448243199753e+02
2.005000000000000000e+03, 3.424426750115840150e+02, 5.407043380838399571e+02, 5.200871528857600197e+02, 5.042617419038720072e+02, 6.459652959109120047e+02, 3.728489295380479689e+02, 4.886698026598400020e+02, 3.359369739632639948e+02, 4.964020859699199946e+02, 4.759630412513279794e+02, 5.549295046492160282e+02, 4.185882173112319720e+02, 6.320893303193599877e+02, 4.763490178826239685e+02, 3.602322617794559960e+02, 6.635988881244160211e+02
2.006000000000000000e+03, 3.433896481914879928e+02, 5.426169407078399445e+02, 5.229991407124480247e+02, 5.055611372830720143e+02, 6.483442380308480324e+02, 3.744199480442879917e+02, 4.898971566735360170e+02, 3.362573181255680197e+02, 4.963427952885759851e+02, 4.784995214295040000e+02, 5.551895850516480095e+02, 4.179890358190079951e+02, 6.350801039523839790e+02, 4.781638093373439915e+02, 3.605589812838400121e+02, 6.640419408445440013e+02
2.007000000000000000e+03, 3.443694040514560015e+02, 5.444655885844480281e+02, 5.247786664591359340e+02, 5.086351594618880085e+02, 6.500354485125119481e+02, 3.748595782123520053e+02, 4.908740939612159764e+02, 3.375897646202880082e+02, 4.953830378700799884e+02, 4.801769074851840173e+02, 5.555069428695039733e+02, 4.180680565063680092e+02, 6.370083429416960143e+02, 4.799942371573760056e+02, 3.621143634247679870e+02, 6.664973870694400375e+02
2.008000000000000000e+03, 3.446344505098239779e+02, 5.461701537300480140e+02, 5.246581724938239404e+02, 5.101258822123519963e+02, 6.510159090155519834e+02, 3.742559339806720118e+02, 4.909024474562559703e+02, 3.389174463856639932e+02, 4.967014586122239734e+02, 4.809544307834879646e+02, 5.558565464965120100e+02, 4.185103039201279671e+02, 6.394513069178880187e+02, 4.812982294937600045e+02, 3.642194342707200008e+02, 6.688969987194880105e+02
2.009000000000000000e+03, 3.443728601579520046e+02, 5.469618034442239605e+02, 5.258873384468479344e+02, 5.109789365370879750e+02, 6.530438717767680146e+02, 3.739285433876480056e+02, 4.925546341335040097e+02, 3.417719554703359677e+02, 4.979816273018880111e+02, 4.810069434695680002e+02, 5.558385613209600251e+02, 4.182015024824319767e+02, 6.425469045964799761e+02, 4.821769529589760168e+02, 3.651313430691839699e+02, 6.701326742323200278e+02
2.010000000000000000e+03, 3.436604324577280067e+02, 5.484939323637760253e+02, 5.242086773227520098e+02, 5.121029093457919998e+02, 6.544043026677759372e+02, 3.749616172400640153e+02, 4.927340832358399894e+02, 3.417667545333760017e+02, 4.956710355599360014e+02, 4.802957237288960073e+02, 5.557557489827839845e+02, 4.172071168901119904e+02, 6.451097250037760205e+02, 4.826096038051840083e+02, 3.640997120573439929e+02, 6.696433163960319916e+02
2.011000000000000000e+03, 3.442179057909759763e+02, 5.488306175344639541e+02, 5.235764111605759581e+02, 5.128952972574719524e+02, 6.563656934359039496e+02, 3.750373831475200177e+02, 4.928012927631360185e+02, 3.410958672199679995e+02, 4.940934403850239960e+02, 4.805627163443199947e+02, 5.563257716736000020e+02, 4.189754354565120025e+02, 6.469879007805440096e+02, 4.839662094909439816e+02, 3.657351550730239751e+02, 6.699271868907519547e+02
2.012000000000000000e+03, 3.437950863933439791e+02, 5.493167541452800151e+02, 5.259317645148159954e+02, 5.140678233292800314e+02, 6.571971051519999492e+02, 3.749377264844799811e+02, 4.928837360025599992e+02, 3.419668731658239835e+02, 4.933168901652479690e+02, 4.818121491742720082e+02, 5.570551443619839347e+02, 4.194719068323839792e+02, 6.498816349962239656e+02, 4.852769127137279952e+02, 3.672363132518399880e+02, 6.709441546158079746e+02
2.013000000000000000e+03, 3.423077861949440148e+02, 5.502765786726399710e+02, 5.276128080035839503e+02, 5.164331423498240383e+02, 6.582182336266239417e+02, 3.752912559800320196e+02, 4.939484852387839737e+02, 3.435793649500159859e+02, 4.940377064734719852e+02, 4.823636498186239692e+02, 5.576062087987199902e+02, 4.208459608227839794e+02, 6.514359433953279677e+02, 4.845458623037440020e+02, 3.669903592652800057e+02, 6.712693641707519419e+02
2.014000000000000000e+03, 3.433393500979199757e+02, 5.524958352506879464e+02, 5.285059263201279691e+02, 5.168261654118399520e+02, 6.598854862438399778e+02, 3.757522938757119846e+02, 4.951509754183679775e+02, 3.440053384642559990e+02, 4.950564525834240044e+02, 4.831446292234239763e+02, 5.578029719879680215e+02, 4.223418845102079899e+02, 6.533190852280320087e+02, 4.840607994347519707e+02, 3.675525973278719789e+02, 6.709775748300800160e+02
