year, INM-CM5-0, NorESM2-MM, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, UKESM1-0-LL, MPI-ESM1-2-LR, NorESM2-LM, CanESM5, CESM2-WACCM, INM-CM4-8, CNRM-ESM2-1, MIROC-ES2L, EC-Earth3-Veg
2.057000000000000000e+03, 3.083477227482944727e+00, 2.901941235177218914e+00, 3.196078457403928041e+00, 3.010182199068367481e+00, 3.080646449234336615e+00, 3.222831606399267912e+00, 3.285346040502190590e+00, 3.211531753186136484e+00, 2.872340020257979631e+00, 2.933485270477831364e+00, 3.016651875805109739e+00, 3.017625014763325453e+00, 3.092015453148633242e+00, 2.989389526192098856e+00, 3.251152590382844210e+00, 2.979973086621612310e+00
2.058000000000000000e+03, 3.079618618357926607e+00, 2.914439281448721886e+00, 3.227577859070152044e+00, 2.987059147562831640e+00, 3.094960958696901798e+00, 3.210331359878182411e+00, 3.306300588883459568e+00, 3.222692047711461782e+00, 2.884059178177267313e+00, 2.894983103033155203e+00, 2.991665841545909643e+00, 3.043944400269538164e+00, 3.093825629912316799e+00, 3.014199540484696627e+00, 3.264619375113397837e+00, 2.990472677629441023e+00
2.059000000000000000e+03, 3.085612098220735788e+00, 2.903126541059464216e+00, 3.263037709984928370e+00, 3.001399117056280375e+00, 3.081452369224280119e+00, 3.231295023579150438e+00, 3.312014637049287558e+00, 3.261740820016711950e+00, 2.884483512025326490e+00, 2.910931769292801619e+00, 3.003425232600420713e+00, 3.009165683761239052e+00, 3.092783654574304819e+00, 2.998733043204993010e+00, 3.255475137848407030e+00, 3.014443139545619488e+00
2.060000000000000000e+03, 3.079867875203490257e+00, 2.895895263645797968e+00, 3.202448494266718626e+00, 3.002944635227322578e+00, 3.083182394038885832e+00, 3.236331080552190542e+00, 3.304299304727464914e+00, 3.218514088075608015e+00, 2.878635562956333160e+00, 2.923703903798013926e+00, 3.026197815779596567e+00, 3.021021885797381401e+00, 3.102929948363453150e+00, 3.017183078918606043e+00, 3.238752612378448248e+00, 3.004463121760636568e+00
2.061000000000000000e+03, 3.095601859968155622e+00, 2.903001441154628992e+00, 3.201342711690813303e+00, 3.004606452304869890e+00, 3.075064101722091436e+00, 3.234981070272624493e+00, 3.298280679155141115e+00, 3.209484892431646585e+00, 2.897248417139053345e+00, 2.896687982138246298e+00, 3.013385133817791939e+00, 3.045764949638396502e+00, 3.087208536453545094e+00, 3.009231376927345991e+00, 3.248025721404701471e+00, 2.988939417991787195e+00
2.062000000000000000e+03, 3.108699631411582232e+00, 2.890595176722854376e+00, 3.231934353243559599e+00, 3.005799616221338511e+00, 3.082436195109039545e+00, 3.214701369870454073e+00, 3.312351589556783438e+00, 3.215092071332037449e+00, 2.881078782957047224e+00, 2.893902466166764498e+00, 3.009006637148559093e+00, 3.004360338672995567e+00, 3.104929975233972073e+00, 2.994560427032411098e+00, 3.235279361251741648e+00, 2.989431645255535841e+00
2.063000000000000000e+03, 3.093768423423171043e+00, 2.924280997831374407e+00, 3.228333487641066313e+00, 2.995653951074928045e+00, 3.082318638917058706e+00, 3.197030851151794195e+00, 3.306910372339189053e+00, 3.237737668678164482e+00, 2.886095037683844566e+00, 2.912101044785231352e+00, 3.009607619605958462e+00, 3.015528176911175251e+00, 3.104236896615475416e+00, 3.021919901948422194e+00, 3.260631265584379435e+00, 2.980356558691710234e+00
2.064000000000000000e+03, 3.074035327881574631e+00, 2.936905086971819401e+00, 3.212619619444012642e+00, 2.991934586316347122e+00, 3.102210466749966145e+00, 3.202968696132302284e+00, 3.303780045825988054e+00, 3.224709990900009871e+00, 2.873635024297982454e+00, 2.900067879818379879e+00, 3.012303553987294436e+00, 3.035760414786636829e+00, 3.095010621473193169e+00, 2.974068874027580023e+00, 3.280073928181082010e+00, 2.996397949755191803e+00
2.065000000000000000e+03, 3.080394677817821503e+00, 2.898530848324298859e+00, 3.238751355092972517e+00, 3.004980180412530899e+00, 3.090105636510998011e+00, 3.241734579205513000e+00, 3.277927113231271505e+00, 3.199697553645819426e+00, 2.879248175304383039e+00, 2.903592365328222513e+00, 3.011373791377991438e+00, 3.035173891112208366e+00, 3.108623879961669445e+00, 3.012984374072402716e+00, 3.232537535950541496e+00, 3.013777721207588911e+00
2.066000000000000000e+03, 3.089614037889987230e+00, 2.883891330566257238e+00, 3.218815207947045565e+00, 3.017680963966995478e+00, 3.089879953768104315e+00, 3.263345744926482439e+00, 3.294192929752171040e+00, 3.211852675303816795e+00, 2.891214704141020775e+00, 2.916686993557959795e+00, 3.004447405692189932e+00, 3.003222180996090174e+00, 3.092122636735439301e+00, 3.029115661047399044e+00, 3.244016238022595644e+00, 2.977294439915567636e+00
2.067000000000000000e+03, 3.098822396714240313e+00, 2.920314890798181295e+00, 3.200058708898723125e+00, 3.014098329003900290e+00, 3.079881391022354364e+00, 3.224432445131242275e+00, 3.325530141592025757e+00, 3.246898564975708723e+00, 2.885247941594570875e+00, 2.906541014090180397e+00, 3.014552837703377008e+00, 3.026723361108452082e+00, 3.092799684964120388e+00, 2.980584127362817526e+00, 3.252365242224186659e+00, 2.991750393994152546e+00
2.068000000000000000e+03, 3.115167736541479826e+00, 2.914453425910323858e+00, 3.225213219411671162e+00, 3.002922947052866220e+00, 3.079595358576625586e+00, 3.207616566214710474e+00, 3.308564331382513046e+00, 3.239271556958556175e+00, 2.893473731819540262e+00, 2.897475042846053839e+00, 3.017141588497906923e+00, 3.030586056411266327e+00, 3.096937725786119699e+00, 3.000143717508763075e+00, 3.279701143037527800e+00, 3.004666173364967108e+00
2.069000000000000000e+03, 3.087684733327478170e+00, 2.890375780407339334e+00, 3.268326167017221451e+00, 3.009706316515803337e+00, 3.086521744262427092e+00, 3.210175142157822847e+00, 3.323610895313322544e+00, 3.230292024090886116e+00, 2.880226972047239542e+00, 2.923551772255450487e+00, 3.015664906706660986e+00, 3.045497776474803686e+00, 3.089854808058589697e+00, 3.028823342174291611e+00, 3.264498047064989805e+00, 2.992973418440669775e+00
2.070000000000000000e+03, 3.085564321372658014e+00, 2.921181160490959883e+00, 3.216046665329486132e+00, 3.013249346986413002e+00, 3.099297650624066591e+00, 3.208744351286441088e+00, 3.319298720452934504e+00, 3.261321515310555696e+00, 2.880524948704987764e+00, 2.952481911052018404e+00, 3.020923503208905458e+00, 3.022313746623694897e+00, 3.085843438748270273e+00, 3.017471625935286283e+00, 3.244268952403217554e+00, 2.978809468913823366e+00
2.071000000000000000e+03, 3.087685990612953901e+00, 2.911741461139172316e+00, 3.209994721692055464e+00, 2.995108917821198702e+00, 3.089421044569462538e+00, 3.205385513138025999e+00, 3.332382033113390207e+00, 3.253326122649013996e+00, 2.897832740563899279e+00, 2.895262220408767462e+00, 3.008949744980782270e+00, 3.040298901032656431e+00, 3.087749483529478312e+00, 3.020609181839972734e+00, 3.235287533607333899e+00, 2.998610772192478180e+00
2.072000000000000000e+03, 3.096309397369623184e+00, 2.902846480719745159e+00, 3.225691930856555700e+00, 3.017442079726606607e+00, 3.079999261535704136e+00, 3.230967186391353607e+00, 3.303361369762569666e+00, 3.218510001897811890e+00, 2.876642765477299690e+00, 2.881747030187398195e+00, 3.017935249954462051e+00, 3.039965091738849878e+00, 3.098031564150005579e+00, 3.008686972316354513e+00, 3.231238760054111481e+00, 3.019774029962718487e+00
2.073000000000000000e+03, 3.076769609469920397e+00, 2.904774527996778488e+00, 3.252965910360217094e+00, 2.993734704796224833e+00, 3.088325634598731995e+00, 3.249959740787744522e+00, 3.312108619138598442e+00, 3.223594778683036566e+00, 2.897992730140686035e+00, 2.897974185179919004e+00, 3.020518028642982244e+00, 3.019848838448524475e+00, 3.097496589180082083e+00, 3.017101984005421400e+00, 3.260193730238825083e+00, 2.983654418494552374e+00
2.074000000000000000e+03, 3.082463226746767759e+00, 2.905495895538479090e+00, 3.223271970637142658e+00, 3.007287927903234959e+00, 3.090089291799813509e+00, 3.242051729466766119e+00, 3.326298971660435200e+00, 3.240856365300714970e+00, 2.886892470996826887e+00, 2.931422379333525896e+00, 3.023698960896581411e+00, 3.051693050656467676e+00, 3.111543925479054451e+00, 2.999575424473732710e+00, 3.280154708772897720e+00, 2.996219100896269083e+00
2.075000000000000000e+03, 3.087246255017817020e+00, 2.897164179012179375e+00, 3.231022506952285767e+00, 2.998757245950400829e+00, 3.080791665706783533e+00, 3.222421417012810707e+00, 3.317913820501416922e+00, 3.244361991528421640e+00, 2.879731601569801569e+00, 2.921532571781426668e+00, 3.027196414768695831e+00, 3.038417058996856213e+00, 3.097158065065741539e+00, 3.006454976275563240e+00, 3.250019461847841740e+00, 2.994079829659312963e+00
2.076000000000000000e+03, 3.076151653658598661e+00, 2.913692768197506666e+00, 3.236539789941161871e+00, 2.985331637319177389e+00, 3.097715356852859259e+00, 3.219659789465367794e+00, 3.326889581512659788e+00, 3.234923235140740871e+00, 2.883303549606353045e+00, 2.904122939798980951e+00, 3.012307325843721628e+00, 3.024352120701223612e+00, 3.086321207229048014e+00, 3.031703783199191093e+00, 3.248445340432226658e+00, 3.010636393446475267e+00
2.077000000000000000e+03, 3.070425661280751228e+00, 2.895997418090701103e+00, 3.252431249711662531e+00, 3.007111279293894768e+00, 3.097655321471393108e+00, 3.228355175815522671e+00, 3.310703602619469166e+00, 3.226770367473363876e+00, 2.882331982254981995e+00, 2.931471413467079401e+00, 3.020351438317447901e+00, 3.050816094037145376e+00, 3.098307223990559578e+00, 3.027018823195248842e+00, 3.238955978304147720e+00, 3.013350244145840406e+00
2.078000000000000000e+03, 3.069483954459428787e+00, 2.902814419940114021e+00, 3.254308062605559826e+00, 3.028724330943077803e+00, 3.087800403591245413e+00, 3.244352247565984726e+00, 3.321828378830105066e+00, 3.237810905557125807e+00, 2.873460890259593725e+00, 2.908442344050854445e+00, 3.028285538312047720e+00, 3.013064840342849493e+00, 3.102052991744130850e+00, 3.016345098149031401e+00, 3.254534688312560320e+00, 2.987744368147104979e+00
2.079000000000000000e+03, 3.081637190189212561e+00, 2.914041350595653057e+00, 3.234695352148264647e+00, 2.986403473187237978e+00, 3.090011968743056059e+00, 3.249792836140841246e+00, 3.321983024943619967e+00, 3.253917046822607517e+00, 2.890359435696154833e+00, 2.903412259183824062e+00, 3.033230127766728401e+00, 3.029697784222662449e+00, 3.092647239100188017e+00, 3.032847598660737276e+00, 3.264380176551640034e+00, 2.983028604649007320e+00
2.080000000000000000e+03, 3.087046975269913673e+00, 2.891423413529992104e+00, 3.241287299897521734e+00, 3.018881985917687416e+00, 3.113087872043251991e+00, 3.251021832693368196e+00, 3.314574155956506729e+00, 3.241362422704696655e+00, 2.876864676363766193e+00, 2.897684695199131966e+00, 3.038919973187148571e+00, 3.066270332783460617e+00, 3.082291607279330492e+00, 3.012870589736849070e+00, 3.285030776169151068e+00, 2.992005937267094851e+00
2.081000000000000000e+03, 3.082114330027252436e+00, 2.912479173392057419e+00, 3.255724394693970680e+00, 2.990386867895722389e+00, 3.092411498073488474e+00, 3.230237960815429688e+00, 3.313738689757883549e+00, 3.254174161702394485e+00, 2.901422919239848852e+00, 2.922441274859011173e+00, 3.024087462108582258e+00, 3.015178337227553129e+00, 3.085744113195687532e+00, 3.027163411024957895e+00, 3.231320483610033989e+00, 3.009099047631025314e+00
2.082000000000000000e+03, 3.100165491923689842e+00, 2.898289763834327459e+00, 3.236389230005443096e+00, 3.029710671398788691e+00, 3.095865261275321245e+00, 3.218365728389471769e+00, 3.329013765323907137e+00, 3.266771847847849131e+00, 2.892141009215265512e+00, 2.925995935220271349e+00, 3.024491365067660809e+00, 3.010329930111765862e+00, 3.081515547819435596e+00, 3.023355721961706877e+00, 3.222287516109645367e+00, 3.026967903133481741e+00
2.083000000000000000e+03, 3.085407789330929518e+00, 2.895424095913767815e+00, 3.219608869403600693e+00, 3.008234663866460323e+00, 3.100364143028855324e+00, 3.228960873093456030e+00, 3.314815240446478128e+00, 3.257728193420916796e+00, 2.893152495380491018e+00, 2.920148929115384817e+00, 3.011597273871302605e+00, 3.050428221467882395e+00, 3.091054258402436972e+00, 3.022083349060267210e+00, 3.243783011566847563e+00, 3.012340643908828497e+00
2.084000000000000000e+03, 3.105150628834962845e+00, 2.891506708692759275e+00, 3.251084696967154741e+00, 2.999812422785907984e+00, 3.099645918700844049e+00, 3.237848624121397734e+00, 3.306089050602167845e+00, 3.239635541103780270e+00, 2.889923471957445145e+00, 2.918720967136323452e+00, 3.015378874260932207e+00, 3.049186023417860270e+00, 3.099145833402872086e+00, 3.010444657411426306e+00, 3.283781034406274557e+00, 3.009131422732025385e+00
2.085000000000000000e+03, 3.104770299978554249e+00, 2.921294944826513529e+00, 3.286426991689950228e+00, 3.000714525114744902e+00, 3.088457963895052671e+00, 3.242207632865756750e+00, 3.314184083137661219e+00, 3.245258750393986702e+00, 2.872858021873980761e+00, 2.893937670160084963e+00, 3.015158534981310368e+00, 3.056839748751372099e+00, 3.090360865462571383e+00, 3.016003745142370462e+00, 3.261136065702885389e+00, 3.013793122954666615e+00
2.086000000000000000e+03, 3.091740736272186041e+00, 2.942113392055034637e+00, 3.261405753437429667e+00, 3.017470997292548418e+00, 3.081441053654998541e+00, 3.247938968706876040e+00, 3.334156691562384367e+00, 3.262114233803004026e+00, 2.868605253752321005e+00, 2.895909093786031008e+00, 3.013289265800267458e+00, 3.054870839696377516e+00, 3.101138945203274488e+00, 3.049067524261772633e+00, 3.235977783333510160e+00, 2.989903127308934927e+00
2.087000000000000000e+03, 3.091108321677893400e+00, 2.885215252172201872e+00, 3.260305000003427267e+00, 3.012483660131692886e+00, 3.099154320079833269e+00, 3.270201093982905149e+00, 3.325612808112055063e+00, 3.247496089898049831e+00, 2.878453570883721113e+00, 2.876297640614211559e+00, 3.027979703620076180e+00, 3.044452657923102379e+00, 3.108054643962532282e+00, 3.015949996188282967e+00, 3.254670789465308189e+00, 3.003227524459362030e+00
2.088000000000000000e+03, 3.087192506063729525e+00, 2.897918235976248980e+00, 3.252813464496284723e+00, 3.010495577473193407e+00, 3.115014976356178522e+00, 3.264217986725270748e+00, 3.308592934627085924e+00, 3.226739249657839537e+00, 2.885249827522784472e+00, 2.880048437509685755e+00, 3.022221650462597609e+00, 3.039705776609480381e+00, 3.109868278261274099e+00, 3.013627475593239069e+00, 3.294239763636142015e+00, 3.048525948543101549e+00
2.089000000000000000e+03, 3.094382921699434519e+00, 2.899896574672311544e+00, 3.245290182530879974e+00, 3.017704852391034365e+00, 3.089326433837413788e+00, 3.234079910907894373e+00, 3.319066122639924288e+00, 3.263542195782065392e+00, 2.884766401257365942e+00, 2.934361598454415798e+00, 3.018766315653920174e+00, 3.052617155481129885e+00, 3.091794485226273537e+00, 3.034478926565498114e+00, 3.250151162501424551e+00, 3.013132105115801096e+00
2.090000000000000000e+03, 3.083879558835178614e+00, 2.909428684506565332e+00, 3.259506309404969215e+00, 3.011860989499837160e+00, 3.087528515607118607e+00, 3.232234215829521418e+00, 3.323605237528681755e+00, 3.229406580794602633e+00, 2.889367123134434223e+00, 2.920653100591152906e+00, 3.024694416671991348e+00, 3.024663298856467009e+00, 3.083084954414516687e+00, 3.028526937123388052e+00, 3.229434869717806578e+00, 2.995340886991471052e+00
2.091000000000000000e+03, 3.094486647751182318e+00, 2.925768366549164057e+00, 3.254036174621433020e+00, 2.993813599459826946e+00, 3.083686251193284988e+00, 3.234111971687525511e+00, 3.314564411994069815e+00, 3.231985273305326700e+00, 2.894033852498978376e+00, 2.919131156522780657e+00, 3.010018123313784599e+00, 3.047989716287702322e+00, 3.069571964442729950e+00, 3.041148197371512651e+00, 3.264509362634271383e+00, 3.008478891570121050e+00
2.092000000000000000e+03, 3.069063706789165735e+00, 2.914536092430353165e+00, 3.222104895394295454e+00, 3.009721089620143175e+00, 3.078776237089186907e+00, 3.261781367473304272e+00, 3.333829168695956469e+00, 3.255327721126377583e+00, 2.884625270962715149e+00, 2.903687290381640196e+00, 3.011287038680166006e+00, 3.054363839328289032e+00, 3.089594235643744469e+00, 3.015719912946224213e+00, 3.277789754793047905e+00, 3.039961634203791618e+00
2.093000000000000000e+03, 3.096517163794487715e+00, 2.900871599558740854e+00, 3.266948496457189322e+00, 3.014647134114056826e+00, 3.104360110592097044e+00, 3.266438038554042578e+00, 3.319700423162430525e+00, 3.262704843655228615e+00, 2.896575455088168383e+00, 2.905147627461701632e+00, 3.010456915944814682e+00, 3.029021678958088160e+00, 3.079628362320363522e+00, 3.031330683734267950e+00, 3.242737578693777323e+00, 2.996279450599104166e+00
2.094000000000000000e+03, 3.089549916330724955e+00, 2.929532050620764494e+00, 3.273354680277407169e+00, 3.003172518219798803e+00, 3.099169407505542040e+00, 3.255682589951902628e+00, 3.315854072570800781e+00, 3.242624737322330475e+00, 2.888704848010092974e+00, 2.954377897549420595e+00, 3.023348178248852491e+00, 3.045166481751948595e+00, 3.105037787463515997e+00, 3.027149580884724855e+00, 3.221908444538712502e+00, 2.987082721665501595e+00
2.095000000000000000e+03, 3.082750202156603336e+00, 2.917987655382603407e+00, 3.255261084996163845e+00, 3.002024302259087563e+00, 3.085211024153977633e+00, 3.260742535348981619e+00, 3.315927938092499971e+00, 3.250562923494726419e+00, 2.878633991349488497e+00, 2.940369851421564817e+00, 3.005428717005997896e+00, 3.015208512078970671e+00, 3.089790372177958488e+00, 3.012752719223499298e+00, 3.247152536641806364e+00, 2.990243851672858000e+00
2.096000000000000000e+03, 3.088938246946781874e+00, 2.896365488413721323e+00, 3.255123412236571312e+00, 2.992509165778756142e+00, 3.084921848494559526e+00, 3.248727286700159311e+00, 3.341302159242331982e+00, 3.248663165140897036e+00, 2.889922214671969414e+00, 2.897923893760889769e+00, 3.014337213244289160e+00, 3.045028180349618196e+00, 3.098682523705065250e+00, 3.018662903923541307e+00, 3.256932646036148071e+00, 3.028829314280301332e+00
2.097000000000000000e+03, 3.080923995003104210e+00, 2.930738416034728289e+00, 3.260108234826475382e+00, 3.015941823832690716e+00, 3.073574847076088190e+00, 3.264297824352979660e+00, 3.320284432265907526e+00, 3.226729505695402622e+00, 2.893113519530743361e+00, 2.892981190234422684e+00, 3.016596555244177580e+00, 3.056594263762235641e+00, 3.090073890052735806e+00, 3.044246777426451445e+00, 3.267677093390375376e+00, 3.047107730526477098e+00
2.098000000000000000e+03, 3.072019584942609072e+00, 2.949116157833486795e+00, 3.261978132650256157e+00, 3.011016722302883863e+00, 3.093902638647705317e+00, 3.276511724106967449e+00, 3.314082871656864882e+00, 3.234466840513050556e+00, 2.887760312296450138e+00, 2.925371692981570959e+00, 3.011007292661815882e+00, 3.038241667672991753e+00, 3.086774144321680069e+00, 3.051308635622262955e+00, 3.235818422399461269e+00, 3.006250038743019104e+00
2.099000000000000000e+03, 3.086153359618037939e+00, 2.897742844652384520e+00, 3.243038698565214872e+00, 3.013692225795239210e+00, 3.114611702039837837e+00, 3.262532909866422415e+00, 3.318260202649980783e+00, 3.255751426331698895e+00, 2.875219518318772316e+00, 2.910476003307849169e+00, 3.020976937841624022e+00, 3.055990452412515879e+00, 3.077242348808795214e+00, 3.021279629319906235e+00, 3.232842741999775171e+00, 3.009626164566725492e+00
2.100000000000000000e+03, 3.087137499824166298e+00, 2.914059895556420088e+00, 3.242851048707962036e+00, 3.005009412299841642e+00, 3.085373842623084784e+00, 3.250073525123298168e+00, 3.327038255520164967e+00, 3.243054100312292576e+00, 2.890066488180309534e+00, 2.905401599127799273e+00, 3.025418298784643412e+00, 3.049024147912859917e+00, 3.085628442931920290e+00, 3.043114591855555773e+00, 3.243353648576885462e+00, 3.013126133009791374e+00
