year, CESM2-WACCM, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, INM-CM4-8, CNRM-ESM2-1, EC-Earth3-Veg, CanESM5, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, UKESM1-0-LL, IPSL-CM6A-LR
1.850000000000000000e+03, -1.919727147656738186e-01, 5.911549786803379364e-02, -1.550978135899805099e-01, -8.040254132325592995e-02, 5.286928413696152518e-01, -1.846739310856298777e-01, -3.544073947869371688e-01, -2.776363629565096747e-01, 2.636583991561704254e-02, -3.385768734037428174e-01, 1.313830501574461962e-01, -2.192134384387706969e-01, -2.925529290258389592e-01, -6.025685453819130677e-01, 9.510963617391171576e-02, -3.573772975878173885e-01
1.851000000000000000e+03, -1.683204592041289693e-01, -5.114853801668780564e-01, 3.041462822909574704e-01, -4.018978959297712650e-01, 1.374871272555852897e-01, -1.904719393501579094e-02, 3.338875684710690406e-01, -3.452737574719554892e-01, 4.060953175141800327e-03, -5.576937430922458416e-01, -4.449328189187439220e-01, 3.363317862355163623e-03, -9.472151556557129861e-04, -1.110760579131035569e-01, -1.509820503773780243e-01, -3.526535350780929945e-01
1.852000000000000000e+03, -1.791129111906966664e-01, 8.916272781087368482e-02, -4.870436020959704182e-01, -1.930507468956419448e-01, 7.749565826439026583e-01, -2.889599447066988902e-01, -5.049733222193610871e-01, -4.180938294588419368e-01, -1.046216420232710248e-01, -1.250044393226036610e-01, -7.836160521842727017e-03, -6.480398285004472514e-02, -4.320136642240880454e-01, -3.105406156053359124e-01, 8.317318302374117345e-02, -4.807950153606214277e-02
1.853000000000000000e+03, -5.017524765238100953e-02, -8.189222846574936154e-01, -2.564447820044036264e-01, -5.921087975701303657e-02, -3.347735817437140771e-01, -3.685943618262144117e-01, -9.107900095220213821e-01, 2.625170124535772809e-01, -5.387695958622681219e-02, 1.874219306572939446e-03, 1.388773427614874989e-01, -1.030746408694055150e-01, 2.221476619519827111e-01, 8.892346467580627967e-02, 9.374279705671456631e-02, -3.371965292591843494e-02
1.854000000000000000e+03, -7.511872994039806017e-02, -8.013996718318711077e-01, 3.945082654228366237e-01, -5.209465031403354152e-01, -9.000655265028890961e-02, -3.560364813535228379e-01, -1.410426109125659522e-01, 2.328937117834776749e-01, -6.924634682462321722e-03, -1.602086706939484795e-01, 1.528538973380278720e-01, -7.049695277272247096e-02, -8.180330623893238284e-01, 2.694183605524052560e-01, -2.715875693838759597e-01, -1.612356301908472456e-01
1.855000000000000000e+03, -1.799303960871058150e-01, 4.006911452022664522e-01, -1.163356321637275315e+00, -2.249555872346944707e-01, 4.748027415161479858e-01, 1.661452633473506080e-01, -2.335909522125161064e-01, -2.862186675365238631e-01, 1.055114422367817301e-01, -4.325531739203103410e-01, -1.807522717148027647e-01, 7.510031630993130314e-02, 2.253958450018538062e-01, 1.569658251373778068e-01, -1.441089081179871834e-01, -1.289633033908280380e-01
1.856000000000000000e+03, -9.001706381952281899e-02, 2.913292949450071306e-02, -8.424990876567554909e-03, 1.346584216351880137e-01, -3.025903446693217758e-01, -1.430455870392101647e-01, -1.360235432339856887e-01, -2.212998856435466066e-01, -2.322713612900217106e-01, 3.902836267956023147e-02, -9.600543417698965964e-02, 3.938986623503888673e-02, -5.109146126547090550e-01, -1.942581928114456846e-01, -1.455320095107543177e-01, -1.944738383702067641e-01
1.857000000000000000e+03, -7.752277087594024174e-02, -9.324088327398147996e-03, 9.091859947707590234e-03, -2.058465867359362406e-02, -3.459700149105391365e-01, -1.940363947390531252e-01, 3.914847229688704910e-01, -2.566585141933814818e-01, -2.382446299599919604e-01, -1.531303595348789716e-02, 1.690560532203860544e-01, -7.042026197590051106e-02, 9.107836610986970449e-02, 2.596127385883816724e-02, -6.420456507308390515e-02, 1.371151375264124117e-01
1.858000000000000000e+03, -1.332032752451365043e-01, -2.780691641443937545e-01, -1.496786531333313963e-01, -9.250121752490321828e-03, -2.219307449094944928e-01, -3.790755303374709895e-01, -1.970198407069256585e-01, -2.814375763421407273e-01, -5.112748157012861339e-03, 1.375957894562570560e-01, -2.317734589163578107e-01, -1.210558509271822403e-01, -3.830679236624733863e-01, -6.031349978134305234e-02, 2.115530825115641625e-02, -1.544861237735809245e-01
1.859000000000000000e+03, -1.121342502627706988e-01, -3.451701902761430962e-01, -3.092449856550055221e-01, -2.759922393621695447e-01, 2.898753445757824010e-01, -1.680547890861282534e-01, -3.570336308733819686e-01, 1.085655448721461885e-01, -3.576219033120686674e-02, -5.398542715475743853e-02, -1.306742827733749779e-01, -2.092723811294952274e-01, -5.413979349011661946e-02, -2.043163926331038605e-01, -2.386039973269084291e-02, -1.128502298959687261e-01
1.860000000000000000e+03, -6.747946988253239985e-03, 7.184209645964522162e-01, -5.409992165133995501e-01, 6.779212211851320946e-02, 6.085969941356380447e-02, -3.738164818537578205e-01, -1.496111036608613887e-01, 4.201361312424928621e-03, -1.570052810812303801e-01, -5.055964410184068253e-02, 3.124667134506997970e-02, -3.303464224138747407e-01, -6.252561480836895669e-01, -2.349214807736263455e-01, -6.191356895258814941e-02, -2.584400456399072454e-01
1.861000000000000000e+03, -1.788082950577364605e-01, 3.118066557935864624e-01, -4.820534741798354617e-01, -3.784884234315747942e-01, 9.909455697764017745e-02, -5.142672109968885463e-01, 4.150299831484238061e-02, -2.617341017590449348e-01, -4.306812726691247595e-02, 3.832753753802648489e-01, 2.417567171471742341e-02, -6.556114316312604273e-02, -2.539624632857788444e-02, 9.111311939240722413e-02, -4.021006498027718812e-01, 5.563686291004982243e-02
1.862000000000000000e+03, -4.906229460551191773e-02, -3.909713039229790327e-02, 7.170705249453392105e-02, -1.338741274868267550e-01, 2.180053217948351579e-02, -1.087993917425408505e-02, -4.367865215636752563e-01, -1.206804167448042447e-01, -6.411239606982729877e-02, 2.083320709726611264e-01, -2.347874235531331039e-02, -8.947604994856007965e-02, -7.268278126216333457e-02, 1.777346388450199988e-01, 3.805573647769495138e-01, -2.257724333109242532e-01
1.863000000000000000e+03, -5.192081286503003046e-02, -1.955741439955419395e-02, -1.987997514057611159e-01, -3.189374272878470196e-01, 3.466223799021355134e-01, 3.211282142146515417e-02, 6.131015592403762371e-01, -3.007093616182739404e-01, -1.089154234192948184e-01, 4.270536364545443608e-01, 1.628126896120104528e-01, -7.649833299779469631e-02, -1.478111442822915567e-01, -2.722261390444443707e-01, 2.158252081949891821e-01, -7.821537033252320970e-02
1.864000000000000000e+03, 4.015451187807876632e-02, 3.099624049712928486e-01, -2.992243235214558372e-01, -2.778992836485310036e-01, -5.096483669764910740e-01, -2.115126267557454476e-01, -1.157798895032996711e+00, 2.074210765651681582e-02, -1.596518639946600815e-01, 3.156779746842321432e-01, -2.067305976111079024e-01, -1.208287709957628353e-01, -4.832657015076781692e-01, -2.072549817883812262e-01, 2.939302146433692142e-01, -8.781351272734164159e-02
1.865000000000000000e+03, -4.429022973906469873e-02, -4.091956764162043569e-01, -8.602216753587302867e-01, -4.577904211111868960e-01, 1.992452240362132254e-01, -3.036492710102027259e-01, -5.750330065423806536e-01, 2.591035507127708581e-01, 7.233520887767176666e-02, -2.271072625147832758e-01, -2.088019604533968288e-01, -9.227474022328649439e-02, 6.674065443882742921e-01, 2.856985020606939152e-01, 2.186652590093017268e-01, -1.851480655692374841e-02
1.866000000000000000e+03, 3.208416817579563818e-02, -3.455754125170847069e-02, -5.718409785479089402e-01, -2.267733699254852464e-01, 5.279159085841864663e-01, -2.493934700931010884e-02, -3.013345329794772653e-01, 2.557178608546765708e-01, 2.122434799599748900e-01, 3.689802334411153018e-01, 3.982083770765482145e-01, -6.623315264896045829e-02, -1.586110281211654538e-01, 1.337671221694207158e-01, -4.170549592187398069e-01, -2.211249528928029284e-01
1.867000000000000000e+03, -1.655930556320630020e-01, 4.427581157345620438e-02, -4.308331333677501984e-01, -1.133488889078303336e-01, 4.531735982192873213e-01, -2.150182194206607389e-01, -4.322884325281219908e-01, 2.228153307260328508e-01, 9.101865557319142874e-02, -6.793740379500599891e-02, -5.493496128458381228e-02, 3.901449132606199521e-02, -1.476902559276308535e-01, -2.505898566346391465e-02, 2.747765348570663235e-01, -1.028139978407711097e-01
1.868000000000000000e+03, -6.374554212911925921e-02, 3.003293186626475597e-01, -3.323339753400155611e-02, -1.205161546637893433e-01, 3.070722558740979768e-01, 9.408864269296361715e-02, -2.891117194859628703e-01, -6.241740181435807139e-02, -8.446443392528472927e-02, 1.384867590524427317e-01, -6.123030223385075299e-01, -7.248439096932093872e-02, -9.795439360837838311e-03, -2.214877529663713263e-01, -2.217907274247201965e-01, 2.660876969280129636e-03
1.869000000000000000e+03, -3.394110189596766247e-01, 1.256630973645640192e-01, 5.196391518408211008e-01, 2.407734800228021610e-01, -3.777687136402092527e-01, 1.026435006890939056e-02, 4.009693014946829615e-01, -6.116021763669538674e-02, 5.255753989758208539e-02, 3.779886314192578145e-01, -3.067315327018033666e-01, 8.847364523001098602e-02, -7.307898124696390330e-01, -6.847174144202337054e-01, -4.112498042441267154e-01, -1.915028083562823613e-01
1.870000000000000000e+03, 5.667937651029220092e-02, 5.156822190011368656e-01, 1.174069234055200722e-01, -1.484542938034954795e-01, 6.972881643591599676e-02, 4.562948597052826627e-01, -1.179296131191674285e-01, -3.168115992863468899e-01, -5.267471656526277052e-02, -6.192250365802686590e-02, 3.870347690959478060e-01, -1.184532277846044035e-01, 1.329809995114529242e-01, -3.770603112578247429e-01, -3.835189680349291863e-01, 3.480753722717335602e-02
1.871000000000000000e+03, -1.255678298176154672e-01, 4.806654890226920163e-01, -7.892861212504712065e-02, -1.196145482342948624e-01, -4.063654778537733048e-01, -2.624945521920181157e-01, -1.644350805601476062e-01, -2.313177947015153668e-01, -1.209766812826213039e-01, 5.326350616559711870e-01, -1.176895695477221254e-01, 1.633861050874541379e-02, 1.182018873427271299e-01, 3.057133215074783195e-01, 5.611129872822501891e-02, 3.535411538774380774e-02
1.872000000000000000e+03, -1.752200965836214208e-01, 4.382219424149312315e-01, -1.437894301343404235e-01, -3.875591498004037350e-01, -3.832066197842658867e-02, -1.574412097143883804e-01, -9.748317422912693431e-01, -1.864805023727518773e-01, -2.261853612224351273e-01, 1.714595447725154043e-01, -1.460765345209146526e-01, 6.029975647843453107e-02, -2.159866480106350517e-01, -1.144178625620789064e-01, -4.602542566800377766e-01, -4.161686608104694929e-02
1.873000000000000000e+03, -1.371596491968105902e-01, 3.402637589911789440e-01, -8.226895894186248004e-02, -7.087475421919389174e-01, 1.023319647631092816e-01, 4.393398105529282109e-03, 7.701549754853291574e-02, -8.571706410865612136e-02, -9.751855581086545099e-02, 3.043905144405993357e-01, 2.802828140075763197e-01, -6.192485980443901417e-02, -7.421165393176190062e-01, -5.356555591645613124e-01, 1.390176866378839415e-01, 1.013418446540301047e-02
1.874000000000000000e+03, -1.018713899280215968e-01, -3.608290065718407907e-02, -5.681302752538593959e-01, -8.753908147986082244e-02, -2.163113193233087705e-02, -3.683488349357130764e-01, -4.730280404584342735e-01, 3.167162669144813619e-02, -1.010607138495685092e-01, 2.476148460400864199e-02, -3.923389704259211408e-01, -1.606224856701640724e-01, -7.004466449860032029e-02, -2.670021471595767082e-01, 1.645532652905847548e-01, -1.229863648123398490e-01
1.875000000000000000e+03, -1.914204035285258232e-01, -1.658139542755300219e-03, 8.939704530719110032e-02, 8.180952588059194064e-02, 3.402530800307479453e-01, -3.636267482752298941e-01, -6.005440606281244875e-01, 1.388006280697449413e-01, -1.497910132100365062e-02, 3.334912705914242631e-02, -6.872294383644389493e-01, 3.467683867636391602e-03, -2.174169862982409940e-01, -3.426342382431006861e-01, -5.966348207961335026e-01, -1.521537676818918994e-01
1.876000000000000000e+03, -1.777335405315195738e-01, -5.272456330950585635e-01, -6.990973380348830535e-01, 3.407737863936639855e-02, -2.389862320269092177e-01, -1.510992922675894190e-01, 3.838909819792875600e-01, 2.351463147500005950e-03, -3.769516712728552404e-02, -6.925506838615073935e-02, 2.825397713964356017e-01, -1.695964490931975155e-01, -7.352889256184486078e-01, 2.710958695355060732e-01, -7.633798921550233318e-02, -2.351570234159398309e-01
1.877000000000000000e+03, -1.391600424758047405e-01, 4.170359025664881480e-01, -2.240598502852826635e-01, -4.330986675680442155e-01, -6.289098254928995879e-02, 5.008762167126153825e-02, -3.802172226854336201e-01, -1.019477362118013652e-01, -2.258568637315295502e-01, -4.690810949213802816e-01, -5.362137835288993681e-02, -3.026902121809927904e-01, -7.188731386646368682e-01, 4.678428604979777833e-02, -1.569916368439342458e-01, -2.644510395793817081e-01
1.878000000000000000e+03, -1.863166336273086934e-02, 4.600503744329665357e-01, -7.090044346343712944e-02, -1.609050732332138467e-01, 4.425915910584596324e-02, -1.243264190590355062e-01, -3.869416842909370602e-01, -1.216013503080296404e-01, -9.889252659853298155e-03, -1.170230264806154108e-01, -2.170979188699307394e-01, -7.120089061672979502e-02, -2.218272691509578232e-01, -1.288262060228621830e-01, 2.367079069198028962e-01, -7.629993408750297690e-02
1.879000000000000000e+03, 2.805418033918400181e-02, 8.609905601390337448e-01, -2.497396609080062002e-01, -6.610921415057119388e-02, 4.647916425315331002e-01, -9.295103946486590885e-02, -9.591763568853426403e-01, -1.877561985476283724e-01, -8.267140700043058843e-02, 4.053138136942640440e-02, -4.920318418371665697e-02, -8.822434119962700716e-02, 4.544678492693616720e-03, -3.784498997957767008e-01, 6.324941629287396394e-02, -2.338014896077419691e-01
1.880000000000000000e+03, -1.499379146444737021e-01, 3.161865904745074785e-01, -8.860044266266710045e-01, -3.800821091519467343e-01, 2.350082956213926655e-01, -2.168680478037939008e-01, -9.664467964417203794e-01, -7.774927539431919499e-02, -2.891285940700902279e-02, -3.171101632812451943e-01, -4.293685055059516253e-01, -1.327949147475982472e-01, -3.363241296509239531e-01, 4.855059546257016745e-01, -2.667281985519524001e-01, -1.739129730104745641e-01
1.881000000000000000e+03, -3.058645092771338225e-01, -4.186097667708227887e-01, 1.290398665705738968e-01, 3.784966770995585456e-02, 7.572205406505669312e-02, 1.922224476523940184e-01, -1.060084031046133746e-01, -1.641422801319645380e-02, -1.810914767574556272e-01, -1.001252991979159901e-01, 1.539050457648388215e-01, -7.323028211523052722e-02, 1.515522214627446291e-03, -6.555510744870093887e-02, -2.252168699610235247e-01, -6.926449929660093152e-02
1.882000000000000000e+03, -4.577171321599406151e-02, 2.927513600691140638e-01, 4.125130496044356887e-01, 1.802348088419604977e-01, 4.425319443089150151e-01, -7.621079174335602946e-02, -6.834155838511305481e-01, 2.105057332238600629e-02, -1.663470021075507677e-01, 7.525700862248065059e-02, -1.241616583391363243e-01, -1.443809709223619620e-01, 9.461174890598410270e-02, -7.144182424213617599e-01, -5.954427097226681065e-01, -3.631709217194457884e-02
1.883000000000000000e+03, 8.576599120103806095e-03, -8.528051325238764774e-03, -4.243326622991435149e-01, 1.830097352428104451e-01, 2.328296459219021397e-01, -3.985589404967983529e-01, 2.776083151315815734e-01, -3.887652429651110575e-01, -2.377285583996902596e-01, 1.894619483585086028e-01, -5.234299470836627499e-01, -2.192618465401738048e-01, -5.325157777069909892e-01, -2.333298451261984485e-01, -3.650663952270946644e-01, -2.030925779877139070e-01
1.884000000000000000e+03, -1.640877929957186565e-01, 7.925199831601880129e-01, 1.089849597022892608e-01, 4.212965928097704010e-02, 1.838189370326045013e+00, -6.407392118735095142e-03, 5.516204409599273495e-01, 5.765888707457811346e-02, -7.649351134954758547e-02, 4.046339931900266307e-01, -1.713303664124882775e-01, 4.037637115219969153e-02, 2.956436423334058983e-01, 5.956691397144295991e-02, 1.153870146673737287e-02, -1.999667713171387196e-01
1.885000000000000000e+03, -6.176367731904172653e-02, 1.006137896512212748e+00, 1.082914706299488439e-01, -2.016677669177605603e-01, 4.535809803289231890e-01, 2.399074045433856606e-01, -6.480536747531500108e-01, 1.128893341459580313e-01, -7.263583058227333911e-02, 3.137363416014212203e-01, -8.798294493165485786e-03, 5.409941474484700197e-02, -2.600542988778939968e-01, 3.652693961202345685e-01, 1.322482049080060673e-01, -1.751450825105718700e-01
1.886000000000000000e+03, -2.903229772777699558e-01, -2.782675183858807771e-02, -6.970000232280292030e-02, 2.307907265660638918e-01, -2.036535046112992742e-01, -1.583569754092981896e-01, -3.043694134692992437e-01, -2.119599724099559823e-01, -9.926863294640077273e-02, 1.191140215383185430e-01, 7.275518839821068506e-02, -7.678969269337478087e-02, -2.262429516896844184e-01, -4.483334797486608347e-01, -3.820349952729786280e-01, -1.021020634861113108e-01
1.887000000000000000e+03, -1.870678931957565627e-01, 3.019914953622184206e-01, -1.456117621509640248e-01, 1.001004171947473542e-01, 4.962277599239641596e-02, -8.147438960049106782e-02, -1.178466934447564451e+00, -1.164376606088051297e-01, -7.525298676202332726e-02, 1.254524981480995560e-01, -1.491932591416180176e-01, -5.871939295303244682e-02, -1.407479126120728119e-01, -2.575282366630268216e-01, -1.676485411055768093e-01, -1.295795152526965921e-01
1.888000000000000000e+03, -2.459055425715259147e-01, 2.796045527817498377e-01, -1.025910391703625385e-01, -2.639619027418904085e-01, 2.197278691489160385e-01, -6.823461552473752967e-02, -7.143836915387433706e-01, 5.035550187310362802e-02, -3.625176093180634135e-02, -4.933554654279672692e-03, 4.964294857250411280e-02, -3.545852411970244061e-02, -1.972239054405046932e-01, -4.780658853068187608e-01, -2.245177930440902248e-01, -2.441233127937697811e-01
1.889000000000000000e+03, -6.357245582355178226e-02, 2.307853898719468277e-01, -5.338714776015447416e-01, 1.427050736226256056e-01, 1.772168213752161881e-01, 2.565364810772977622e-01, -3.418317653794547550e-01, -2.080407063412297308e-01, 4.892531218295390061e-02, 1.254353599038978695e-01, -2.120758841221771496e-01, -2.121932466277095738e-02, -4.009613689625829980e-01, -1.956770097104857109e-01, 1.511096225933116211e-01, -5.083431395143801768e-02
1.890000000000000000e+03, -1.076398611359528218e-01, 6.732241836473535912e-01, -3.215117311529946398e-01, -2.516298816419304529e-01, 2.451242237810807856e-01, -2.153687118105425957e-01, -2.391957282941268442e-02, -3.446350815114077037e-01, -9.741583570359903244e-02, 8.425803305613623062e-02, 8.369267682590765707e-04, -6.700394838402967679e-02, 1.959974030119132904e-01, -2.752176515651232891e-01, -1.907116693245407973e-02, -3.105481974944668266e-01
1.891000000000000000e+03, -1.849495606563835992e-01, 3.710647159676908058e-01, 3.605848367280171107e-01, -3.947232271775018009e-01, -5.811648913858059873e-02, 4.761852490963875556e-02, -4.273170183661014199e-01, -3.766319727324169975e-01, -2.862694283072643800e-02, -9.659828905373675501e-02, -5.476119789761698664e-01, -1.678931381638134046e-01, -5.910011142906568260e-01, 1.190555547828692391e-03, -4.654504864898877381e-01, -2.732843429746111275e-01
1.892000000000000000e+03, -2.327393132994910463e-01, 5.130287621211954141e-01, -2.203972198123870241e-01, -1.367580860835001036e-02, 8.066118486425944978e-01, -1.278230207446926781e-01, -2.742962747668611367e-01, -9.918168333986920361e-04, -5.960770476321892303e-02, -2.113169738924506880e-01, -5.598860231566733514e-01, -2.927438236554118500e-01, -4.575463890641395803e-01, -8.763683027108938317e-01, -3.123718726352481823e-01, -3.207792080917267752e-01
1.893000000000000000e+03, -3.143762719858061438e-01, 2.386861346837273190e-01, -1.731019912609305933e-01, -9.507932336906685378e-02, 4.376411743454651226e-01, -7.118452146149867321e-02, -2.745054665512972614e-01, -2.379040186105564891e-01, -1.428778923089089603e-01, -1.995638626704908936e-01, -9.120452680278121060e-02, -1.133088839048245061e-01, -2.036693099216179137e-01, -3.103997549493673347e-01, -4.765470434121696353e-01, -1.843175917905152394e-01
1.894000000000000000e+03, 4.394113192020834835e-03, -3.833665989300145960e-02, 1.481284421310735122e-01, -9.392663270784541718e-02, -1.624736389718829110e-01, -2.130978705077190005e-01, -1.504281286601836687e+00, -2.700027366510775462e-01, -1.343558634542718067e-01, 6.229129003216298671e-02, 7.118717509785461584e-01, -1.574643518358734839e-01, -2.170621647068929905e-01, 2.907550526970906213e-02, 6.145064273609295025e-02, -2.780892638184957466e-01
1.895000000000000000e+03, -1.120826974327138320e-01, 6.862134525912615135e-02, -4.403815679841234232e-01, -3.020297968467460237e-01, 3.774686062928015451e-01, -3.498460123487796836e-02, -4.765014193710167545e-01, -1.344322229305723593e-01, -1.753431483311099215e-01, -1.296234895858468933e-02, -5.673460878423406406e-01, -1.275318021660908629e-01, -1.211220762545090340e-01, -2.996456774730050232e-01, -1.735094288544885566e-01, -8.373507307516596387e-02
1.896000000000000000e+03, -2.937200889081948985e-01, 1.977356455145630743e-01, -7.539573786739459660e-01, -3.464206875597898305e-01, -6.215688167432706912e-01, 1.823967965224963517e-01, -2.689747358253434251e-01, -8.329410589621685443e-03, -2.901851741283136346e-02, 5.115394502412496519e-02, -5.870981284473677508e-01, -2.442808044588500593e-01, -2.837343911571773014e-01, -3.872139429341733829e-01, -2.189139289807035815e-01, -7.889326151970393886e-02
1.897000000000000000e+03, -2.512564713608673173e-01, -2.174973682678415232e-01, -4.904340337541625017e-01, -3.792308542921759562e-01, 3.120986196330740592e-01, -2.246164211429555191e-01, -3.261964515206680071e-01, 1.000828948769719035e-01, -1.013654590929310012e-01, 4.547348854593981637e-01, -4.207958236526841977e-01, -5.327968837694764537e-02, -4.198954923557891017e-01, 7.266451454406780419e-02, -1.610712234811403631e-01, -2.899578176622421566e-01
1.898000000000000000e+03, -9.790781254827460311e-02, 1.636223556228978693e-01, -4.326367643996756884e-01, -2.410417609751542289e-01, 2.856166642850525572e-01, -3.487366910436276446e-01, -7.197033950185640627e-01, -4.572365812785236794e-01, 3.250848092731982442e-02, 1.227508669047330664e-01, -3.705847362134335188e-01, -1.729609082970672840e-01, -4.192573143649976908e-01, -5.034918336040009393e-03, -4.151399633405536971e-01, -1.718444931443058321e-01
1.899000000000000000e+03, 4.527572053861990409e-02, 6.986863522698067985e-01, -3.460821698969880345e-01, -4.855334986840280642e-01, -1.643592443157641803e-01, -5.195412196721018727e-01, -1.301291509264331570e+00, -2.016074337118702875e-01, 3.436394754345479391e-02, -6.296993676048065480e-02, 1.884572822499094302e-01, -2.082323392705648368e-01, -2.629339276529993885e-01, 2.633057605972257201e-02, -4.120722867913344523e-01, -2.468082428526124916e-01
1.900000000000000000e+03, -2.336054922591695171e-01, -6.012158594285711422e-01, 1.354157711652450788e-02, -3.137505855055106041e-01, 2.890103863534426165e-01, -1.980999157811173632e-03, -4.787282914423278135e-01, 1.428484870333897871e-01, -5.396908539220802992e-02, -1.188626665391115111e-01, -2.903517865709233717e-02, -2.392877188279400325e-01, -8.309161928066816083e-02, -4.598308861992252972e-01, -3.749323970984302923e-01, -2.894941788106966674e-02
1.901000000000000000e+03, -2.264733291801216408e-01, 6.068574536779990369e-01, 1.915612192917713619e-01, -5.229805564493168468e-01, -8.754483144483106438e-02, 3.541437376367667644e-01, -2.504588063623195554e-02, 3.865504908900079667e-02, -2.376279538286888149e-01, -3.404168178906429310e-01, -5.666327844701209981e-01, 2.556829717650479020e-02, -6.857836019095661095e-01, -4.274592218735973059e-01, -4.755724602549156743e-01, 3.552427353650372543e-02
1.902000000000000000e+03, -6.681444483176623983e-02, 9.665962741253251167e-01, -5.140944040378693514e-02, -5.353978813730718711e-01, -1.197705119942660823e-01, 5.042551997021808841e-02, -5.867097171780969456e-01, -2.604055616973542375e-01, -1.214905799944201031e-01, -2.966556732912956074e-01, 2.753941864791620633e-02, -7.764090128695391724e-02, -5.125351728120844941e-01, 1.243560589524169563e-01, -4.008673024524321282e-01, -6.373062582445607194e-02
1.903000000000000000e+03, -2.338153232039828500e-01, 6.367764112569012092e-01, -5.537919614656594547e-01, -2.518080478476998618e-02, 8.807880781618231403e-01, 2.476301348651707424e-01, -2.508163401320036012e-01, -3.586207487613500833e-01, -3.946600059358595231e-02, 1.667473392796562370e-01, -2.712906514369234356e-01, -1.238782466994451659e-01, -2.320963427145130709e-01, -1.345129222992207628e-02, -2.979938937057162174e-01, -2.176743060044975808e-01
