year, CESM2-WACCM, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, INM-CM4-8, CNRM-ESM2-1, EC-Earth3-Veg, CanESM5, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, UKESM1-0-LL, IPSL-CM6A-LR
1.904000000000000000e+03, -1.475544277754793979e-02, 3.327459883288597098e-01, -6.622559031702552890e-01, 1.540101845518175860e-01, 5.762794387836918109e-01, -3.996114453889890172e-01, -2.590517557787124781e-01, -3.465671482156830741e-01, 1.957255634305486020e-02, 1.116066892579268555e-01, -2.262681189633869716e-01, -2.210642589868959951e-01, -2.510657637073990811e-01, 2.918322894791863797e-01, -9.466325560627156244e-02, 4.975579143404405824e-02
1.905000000000000000e+03, -1.041540976629841686e-01, 8.408092987345577862e-01, 2.312994571381430386e-01, -9.576147160681640347e-02, 8.702727731375295983e-01, -1.448294137993414721e-01, -9.155442654392705881e-01, -2.941796027138126601e-01, -1.321419665058342630e-01, 1.698244380565635259e-01, -5.045322009081848469e-02, -1.828675800328989909e-01, -2.731597785372157916e-01, -1.021721117899013070e-01, -2.922618300456844009e-01, -3.680234834476096561e-01
1.906000000000000000e+03, -2.043095285399614269e-01, 7.740839913189163646e-01, -6.449568406700666445e-01, -2.330271037499813402e-01, 2.968608084051173601e-01, 3.191804423363633347e-01, 2.654883493542372075e-01, -1.357928198281573295e-01, -3.532383644072472489e-02, -6.167046727656599892e-02, -1.943902302687510464e-01, -1.356934112543761450e-01, -4.689778626744890988e-01, 1.078192185244146173e-01, -3.504635875705158776e-01, -2.462715630402378397e-01
1.907000000000000000e+03, -1.556193348180758274e-01, 4.937723296952513663e-01, -4.970883673143368098e-01, -3.397135662978128523e-01, -5.145336865679561028e-02, 1.860084117665633183e-02, -4.018691369846744826e-02, -2.315035390625085066e-01, -4.017686009148004750e-02, -1.438673590541008074e-01, -2.459291637111261086e-01, 4.101178836571852185e-03, -8.764073046215696827e-01, -5.835248691637467955e-02, -5.622069288907231011e-01, -2.915660483101747413e-01
1.908000000000000000e+03, -2.093938142044716455e-01, 3.460583084011342181e-01, -1.751283765758549493e-01, 4.669695515781371181e-02, 2.145406375995901616e-01, 1.880129544232513605e-01, -1.243723717164575637e+00, -3.352705833766545657e-02, -1.447277237319668786e-01, 9.162871630051394600e-02, 8.196060018045363271e-02, -2.428522393775204569e-01, -9.451175660484698593e-01, -2.836442973339679541e-01, -3.835361046173911270e-01, 2.001302264180630872e-03
1.909000000000000000e+03, -1.980125682043209212e-01, 5.404588058888796231e-01, 3.243870618720623433e-02, -3.880338829850400462e-01, 2.210127531651473187e-01, 1.921770375520678031e-01, -5.156019768406683301e-01, -4.111896785697961021e-01, -2.076884688360264575e-01, -3.498917015068651049e-01, -2.802346414966054300e-01, 1.118593284524869724e-01, -5.300377224176472390e-02, -1.374981467622742592e-01, -3.123617686720788211e-01, -1.810550472429484081e-01
1.910000000000000000e+03, -1.520658515058599947e-01, 3.707871970903119790e-02, 2.917250711132622354e-01, -5.028749725261635328e-01, 8.894166551201444781e-02, 1.720975829069034679e-01, 6.826310378597856554e-02, 9.433625812837283242e-02, -1.277175755756897735e-01, -9.115404838335927629e-02, -5.183325161935058434e-01, 2.969791766351522269e-02, -1.323023404942813841e-01, -1.602741753512779144e-01, -4.082175993541981018e-01, 4.191115172151987228e-02
1.911000000000000000e+03, -1.477553928778901349e-01, -2.478454533038263741e-01, -2.640176760087282193e-01, -2.873967643573132058e-01, -1.350750782696747698e-01, 1.315172983601861911e-01, -4.509785525380797799e-01, -2.458978679979227089e-01, 7.699494469986360723e-02, -3.456347228666539761e-01, -1.610244681435606950e-01, -8.465633987050046050e-02, -1.619518735579661695e-01, -3.319696459999774076e-04, -7.563612665345594843e-01, -1.973387078064446978e-02
1.912000000000000000e+03, -1.878910323819041328e-01, 9.739591143388324213e-01, -8.311931672367729451e-01, -5.809089049779585512e-01, 6.179230921634171203e-01, 4.685766070318802545e-01, 2.852533991876157193e-01, -1.505759164044269127e-01, 5.493295059210698966e-02, 2.154704991011585635e-01, -2.500440596366583779e-01, 1.612112962625872614e-01, -1.161964880101082759e-01, -4.166504918014564129e-01, -2.771480687604960802e-01, -1.035338839396127836e-02
1.913000000000000000e+03, -5.155418505555554864e-02, 1.548744437826499731e-01, -2.069037711047169992e-01, -3.038725049794175348e-01, 5.472951206303997562e-01, -8.160542767027942693e-03, -4.459855977343331612e-01, -3.662678602288023111e-01, -2.045838162449261644e-01, 2.356140417525678377e-01, 2.662297688090826675e-01, -9.502444818625613993e-03, -3.694047529474257519e-01, -3.076442227745608271e-01, -4.100659667485811316e-02, -1.044362378115841899e-01
1.914000000000000000e+03, -1.059076745742526665e-01, 3.039012591025602728e-01, -2.477473966560549690e-01, -1.964204564447746271e-01, 5.550416931195849973e-02, -2.321305021987463135e-02, -3.671069840915825444e-01, -4.023946624002070482e-01, 7.844522622696739611e-02, 4.516071710536092576e-01, -1.207953366051655320e-01, -1.873048822944924641e-01, -2.518476319220744331e-01, -5.068119586049509712e-02, -3.461158723832873929e-01, -1.420049640856132778e-01
1.915000000000000000e+03, -6.149670534226928109e-02, 3.134484544964299957e-01, -4.027572955577898156e-03, 1.896193424683572937e-01, 4.381284949008684704e-01, 6.413553951118039498e-02, -1.088926062459110167e+00, 2.033234430141573346e-01, 2.075777756784345091e-02, 2.154714677055694638e-01, -2.066690057403481884e-01, 6.443626645811843280e-03, -4.069619823980712425e-01, 1.254450625911732453e-01, -2.273631662873831227e-01, -1.815161498830111797e-03
1.916000000000000000e+03, -1.887036413131998602e-01, 5.859451064445304613e-01, 2.361032060229232288e-01, -3.348999504795040494e-01, 5.873029621248158083e-01, 2.451884666264786128e-01, -5.626114685521134140e-01, 1.164663087020295917e-01, 2.077701951955668869e-01, 4.048944554078584557e-02, -4.943779181230520316e-04, -2.122848380653400216e-02, -4.790035570186657043e-01, 2.443102107611684962e-02, -3.519847276789905277e-01, -2.374425463045438944e-01
1.917000000000000000e+03, 1.065777404042462378e-01, -6.927115712580123041e-01, -3.839541967679688250e-01, -2.474469172524243199e-01, -2.494591844428732941e-01, 2.455324974755658529e-01, 1.241430792586205450e-01, -1.758926074631912695e-01, -4.607716598018710835e-02, -2.509073427823834690e-01, -1.253877844314121304e-01, -1.078254107323699668e-01, -2.074775293561647582e-01, -4.274476537462333914e-01, -4.007520282042628668e-01, 1.509386879831941808e-01
1.918000000000000000e+03, -1.008845738022530886e-01, -5.082733346513877704e-02, -3.440814009847510402e-01, -3.565313775097692095e-01, 1.216317439975955622e-01, 4.271230670841945076e-01, -4.546742002979853869e-01, 6.351943718342570322e-02, -3.023998465612723896e-01, -3.063762547174714856e-01, -3.661984283749306623e-01, -2.646018546583217002e-01, -5.153376812263487095e-01, -3.550835750771248744e-02, -5.088747237477024843e-01, -6.785568213275215699e-02
1.919000000000000000e+03, 1.286054609923847555e-02, 5.655871097719435830e-02, 3.825523323268024134e-01, -7.340892708212229389e-02, -3.282415875340877198e-01, 3.424976027496791642e-01, -4.833185778437008029e-01, -1.006483823079904749e-01, 5.691943037171098840e-02, -1.746792820149214442e-01, -2.476971074011977691e-01, 4.270821268437504162e-03, -1.881554218639580334e-01, -3.373078497689644406e-01, 1.843852650706997165e-01, -1.316023064812853749e-01
1.920000000000000000e+03, -1.130931050145756733e-01, 8.960084083889717499e-02, -3.026278431247689804e-01, 2.191126111652955399e-01, 5.314565758195454181e-01, 4.724726332210300583e-01, -8.723318833462336830e-01, -4.141086005285061766e-01, 8.429047489333822696e-02, -1.359997595359028477e-01, 1.035198680710421731e-01, 1.289994617157229628e-01, 5.956352746605258347e-02, -2.338903459694871845e-01, -1.344057505736392377e-01, -9.085015180919349398e-02
1.921000000000000000e+03, -1.598937174319926824e-01, 4.933371517874048928e-01, 7.281770168375387327e-03, -6.502293639851888796e-02, 3.783198607444993589e-01, 2.729365977342539940e-01, -1.126589728554321823e+00, -1.590279996942768892e-01, -8.375638337009734535e-02, 1.838399810553345004e-01, -2.888988365304862027e-01, -1.505907471744260817e-01, -2.827498325817687785e-01, -6.734703492413406101e-02, 1.071424515386632838e-02, 7.959214620791724148e-02
1.922000000000000000e+03, 6.557714230485034435e-02, 2.533364974330917230e-01, -3.163734749063401575e-02, -5.138018828024893958e-01, 6.281283487598787740e-01, 1.599718904365323713e-01, 3.516215077565891245e-01, -3.789397137417181427e-01, -9.908898125099024901e-02, 2.255057387506960165e-01, -2.537847924472276806e-01, -1.867790860096281078e-02, -4.474970013188525053e-01, -2.922265074374828520e-01, -1.930613206906383605e-01, -1.939772641988106172e-01
1.923000000000000000e+03, -8.741162387135457956e-02, 9.451941831295153085e-01, -4.654933256937791586e-01, -7.375971971088314261e-01, 3.009469039288777958e-01, 3.007426966506933086e-01, -5.022607417722927403e-01, -3.041742218743460624e-01, -1.153165864819368502e-01, 2.656731532423396436e-01, -7.378909430693450858e-03, -1.676436837406618530e-01, -1.535546214052952441e-01, -4.496783567016491845e-01, -1.981230863299408840e-01, -2.973028377396583211e-01
1.924000000000000000e+03, 2.249937315908846769e-02, 7.425153266905097638e-02, -1.636556103605588952e-01, -5.002485833683638639e-01, -1.401704009399106665e+00, 3.006815094798618304e-01, -5.444952213004028430e-01, 4.088150925703714494e-02, -1.063818201836983085e-01, 1.952513861830688091e-01, 5.163464409063375227e-01, -8.210751010078783108e-02, 1.297112412925464919e-01, 3.077730020582236659e-02, 8.898689259799026641e-02, -6.089513246214745684e-02
1.925000000000000000e+03, -2.403356704767037610e-01, 4.442603229389163050e-02, -2.724162115214702751e-01, -1.746908481520642875e-01, 2.810974075563372199e-01, 4.605361897265515814e-01, -3.110906718572379326e-01, -7.261236711510249409e-02, -1.566293170901301157e-01, 3.637441898144332109e-02, -7.526293599177924509e-01, -3.500980251914272319e-03, -8.409294378699030403e-01, -2.062150890928589053e-01, 5.423734067400198117e-02, -1.780950143977419464e-02
1.926000000000000000e+03, -1.426423827967932267e-01, 6.154716837401612572e-01, -3.918667738471150463e-01, -1.135299167619461813e-01, -4.398994614527805824e-01, 1.904088131034400722e-01, -2.189599211283251301e-01, -2.508161536110987966e-02, -1.355174866079004309e-03, 2.999285800618280984e-01, -4.535545168055102327e-01, 1.099615883091184521e-01, -3.415400231508355366e-01, -1.606206661045159745e-01, -6.231877391773925183e-03, -1.413545154897474510e-01
1.927000000000000000e+03, -1.201607797341711220e-01, 5.853091940889224576e-01, 2.471016058907168911e-01, 3.856233920138745219e-01, 3.706052573369978276e-03, 2.285883561062666269e-01, -5.834961016690175528e-01, -2.660091362882906485e-01, 2.181057479704397173e-02, 5.384183724235819257e-01, 2.905743233289563299e-01, -2.159513274381295034e-01, -1.486828336291493857e-01, -2.038103612958661881e-01, 1.415994049592654846e-01, -2.496674547847388403e-01
1.928000000000000000e+03, -1.510884383411109644e-01, 6.422036855656204635e-02, -2.179249014425191366e-01, -7.267885200644581649e-03, 3.573949101522905791e-01, 1.747867014895086377e-02, -2.202596959472043481e-01, -3.026311124474721503e-01, 7.335023749475197419e-02, 1.531815694961083107e-01, -9.818972562488291478e-02, -1.704449265784405143e-01, 3.144300017497937000e-02, -1.568785223749866453e-01, -4.560955805553059683e-01, -2.054370020698110741e-02
1.929000000000000000e+03, -9.478496912635182847e-02, 4.979209796251964776e-02, -1.721920184933628251e-01, 1.535306430024951929e-01, 1.720439814221575436e-01, 2.132958976580857924e-01, -8.621645881292594460e-01, -6.465117419131442833e-02, -1.537562987720179075e-01, 2.078266543137269884e-01, -8.863590317620718972e-02, -9.576014292219163504e-02, 1.949907032994155631e-01, -4.232438963713783253e-01, -4.116529021869201332e-01, 9.312087299229820925e-02
1.930000000000000000e+03, -9.488988968921417688e-02, 3.414683525134991071e-01, -4.742725679889645551e-01, -2.364006177299863565e-01, 4.684178748363391209e-01, -2.611154161362819540e-02, -2.656990802898577253e-01, -7.520395776409392052e-01, -2.733114706503175090e-02, 9.493717742559820705e-02, -1.513375439626432617e-01, 1.452475993986868108e-01, 4.679601871131387758e-02, -6.581406028419929666e-02, -1.153405871745717542e-01, 1.506137137577900353e-01
1.931000000000000000e+03, 1.602788284138165209e-01, 2.553753803999244676e-01, -5.380870786232326841e-01, -2.477422179139919800e-01, 1.441431139169145614e-01, 2.900055135804577300e-01, -2.174679648953571631e-02, -2.262384589569067447e-02, -1.696912608602964279e-01, 5.579755760060461228e-02, 4.760623933678831965e-01, 1.008348305213201263e-01, -6.167979583069924665e-01, 5.830235902602252940e-02, -4.500726596014087422e-01, -5.102597411402779587e-02
1.932000000000000000e+03, -4.109603048393705577e-03, 2.546589028416699763e-01, 1.120387557727335337e-01, 9.854151232308373809e-02, 2.574263463053457768e-01, 4.708930911888506987e-01, -1.852621704151292958e-01, -2.371272599327479275e-02, -1.953555122127028643e-01, -1.230964765738620237e-01, -3.673787064106192046e-01, 2.700554608261627673e-03, 9.677534029321152587e-02, -2.105757878787938575e-01, -1.785930291169188500e-01, 1.153460129328317185e-03
1.933000000000000000e+03, -2.879133566235907507e-02, -8.636827207748910551e-01, 2.676118311001586814e-01, -5.305961526074071816e-02, 4.034547996794678459e-01, 6.398914046501658071e-02, -1.176164163425152287e+00, -2.959040017734834715e-01, 1.217068267005853577e-01, -1.459274546472628387e-01, -6.421485226180669859e-01, -6.304113706785907656e-02, -2.733461154491423906e-01, -1.254461026477284302e-01, -1.080375611977045791e-01, -1.038411347437091098e-01
1.934000000000000000e+03, -2.194523091050585850e-01, 6.548121717039424583e-01, -7.118706811574579962e-01, -1.703180625669492576e-02, -6.845965745438788164e-02, 2.131142844597736508e-01, -1.749165306374146633e-01, -3.541324958953810942e-01, -6.628762998386297789e-02, 2.131319656893993775e-01, 5.429632004508831988e-01, -2.061032266669840518e-01, -2.049909520374036953e-01, 9.759494323589512632e-02, -2.703088558012052833e-01, -6.581543833674180499e-02
1.935000000000000000e+03, 1.374021171660470275e-01, 5.107343692877092112e-01, -4.330167052658735749e-02, -4.295903552938851178e-02, 2.151144385004099269e-01, 2.259648863909398953e-01, -3.202995102532817384e-01, -1.713858007386156179e-01, 1.641657279482254192e-02, -1.176113850116543014e-01, -4.130303169862054036e-02, 7.279395700123030000e-02, -6.279495587763883613e-01, -2.447960013033959326e-01, -2.373967545004078694e-01, -1.334232529318538363e-01
1.936000000000000000e+03, -1.918891917800887026e-01, 3.095378982317031347e-01, 2.334896086281955385e-01, 2.296868256982720347e-01, 2.233275154389980852e-02, 3.858004076010403405e-01, -6.362905246768625345e-01, -7.950042210379593133e-02, -7.059470631453967915e-02, 1.242045812432185370e-01, -3.967621338790007779e-01, -2.187591848590233479e-01, -1.281035426530493793e-01, -1.762397146702938955e-01, -5.294228628249299240e-02, 1.669783262372245003e-01
1.937000000000000000e+03, -1.488854508240285146e-01, 4.585626184702731867e-01, -7.848270336786550283e-01, -3.642175357196944518e-02, -4.766460219237965701e-01, -7.089585668080996585e-03, -1.175132813120354003e+00, 1.165928323280524953e-01, 2.690030430488739299e-02, 2.527131292150136543e-01, 1.437429502817731686e-01, 1.293569355776923516e-02, -3.367292624084181063e-01, -2.020255754489514166e-01, -2.940137735870829161e-01, 3.216720537060167029e-01
1.938000000000000000e+03, -2.430157887431777172e-02, -9.561466711235735993e-02, -3.936478836064861153e-01, -2.778908280077533877e-01, 2.029513066673726551e-01, 3.455020229912574709e-02, -4.149902099081314022e-01, -9.682335451360583878e-02, -8.562060083401910882e-02, 1.186890449195427133e-01, -1.314108668528861934e-01, -8.310684425985673252e-02, -3.452020411524494015e-01, -9.553806759667077264e-02, -2.777669034657256342e-01, 1.490117931519950034e-01
1.939000000000000000e+03, -4.615369068517121559e-02, 1.529128885458073406e-01, -2.136799224661473651e-01, 5.253752085088422286e-01, -7.034463084134926492e-01, 6.709472474125302566e-02, -7.897574838254615981e-02, 1.237249173832224991e-02, -1.304499550545544246e-03, 5.085348975234135205e-01, -3.061363482323683494e-01, -2.022011010974178458e-01, -2.715615450575428191e-01, -1.315438564487399764e-01, -4.157330142225232339e-01, -8.442953341491036406e-03
1.940000000000000000e+03, -6.354156095786570035e-02, 6.265204915519348439e-02, -3.816870535105674200e-01, -1.106554043315525065e-01, 1.582449814780028108e-01, 2.991409360633328074e-01, -5.793239057457224561e-01, -7.840660794097997766e-02, 8.933418890368738374e-02, 2.335034326909762037e-01, -9.844721516705481901e-02, -2.351873715961306718e-02, -3.730857545479392412e-01, 1.001306490751722664e-02, 2.305936706506135636e-01, -1.911274616658812098e-01
1.941000000000000000e+03, -1.226021370358997137e-01, 9.999369159071582747e-01, 4.485887496168696198e-01, 1.833994789572758466e-01, 5.809314324360222159e-02, 2.765552254201261717e-01, -1.161287878359599679e+00, -9.767305536419777778e-02, -1.033778746572367874e-01, 3.366633441784627201e-01, -2.949159951673236413e-01, -1.687405373425303057e-01, -1.755898652689373285e-01, -3.571449899625401825e-01, -4.332464531159176818e-02, 8.951247827435393489e-02
1.942000000000000000e+03, -8.845497532025138610e-02, 2.585214921630591967e-01, -6.125869902859780725e-01, -2.662094815773812240e-01, 5.591013183405785236e-01, 1.401392619432120790e-01, -4.102365895723899536e-01, -1.518504155490576490e-01, -3.004711446870245162e-01, -1.158261266919501931e-01, -6.123288824030856392e-02, -6.511058261091663690e-02, -2.765240186723920690e-01, -2.048797669543490629e-01, -2.151390567861145853e-01, -2.177917977313983955e-02
1.943000000000000000e+03, -1.707994525280858711e-01, 1.817429186444676492e-01, -1.800347869991964778e-01, -3.691031757954384984e-01, 2.198893812850309104e-01, 1.022341303555727998e-01, -4.182459848197860319e-01, -2.957361881311872942e-01, -2.932280810126822526e-02, 8.417923865600625277e-02, 4.357526330611110055e-01, -3.339066944852301932e-01, -3.473108916665232915e-01, 2.675647513166904967e-01, -4.941405630214407707e-01, 9.454578981005927474e-02
1.944000000000000000e+03, -4.462708648415043833e-02, 2.613761898187257904e-01, 1.976650165342895907e-02, -3.270156497213705382e-02, 1.153221530534681849e-01, 4.510467747556125562e-01, -5.210264265744425360e-01, -2.256327690015053067e-01, -1.327682116821448099e-01, -1.131048729525953034e-01, -2.582123303459338270e-01, -1.879912349177266240e-01, -4.371677158253657880e-01, 5.611697184481529571e-02, 2.794821577572594307e-01, 9.161715524144251055e-02
1.945000000000000000e+03, -1.365206353165447917e-01, -3.219119273130341408e-01, 1.647862391233835822e-01, -6.129609346240617596e-01, -8.169674288423538211e-02, 3.855747852955246358e-01, -7.761883223077994387e-01, -5.019543312503584875e-01, -1.756990537706212829e-01, -4.094789619436509653e-01, -4.142295849022664678e-01, -1.142302450016135368e-02, -3.989718312441964398e-01, -7.086555915460553134e-02, -1.588396936263662407e-01, 3.725060732060508223e-02
1.946000000000000000e+03, -4.434789879203487883e-02, -7.114896629320145716e-02, -5.331223472641474226e-01, -2.205525648803604577e-01, -1.776811652264125019e-01, 3.287416236865389196e-01, -6.774949506261256360e-01, -1.857104045669040748e-01, -1.902809533661014574e-01, 6.669860159826718204e-02, -5.357956808017454858e-02, -2.721054809242658967e-01, -6.821783254069064065e-03, 6.530798081052089287e-04, -3.147406781435865830e-02, -2.078233457539838125e-01
1.947000000000000000e+03, -3.126088076364092611e-02, 5.429542855793566547e-01, -4.207585180303635153e-01, 1.602036994993754487e-02, 4.451465831744550461e-01, 2.477408999610974660e-01, -5.309512972234372574e-01, -3.876283180060409728e-01, -6.977375397645767252e-02, 3.526623235579295912e-01, 2.353899613346617237e-01, -1.356530236679415469e-01, -2.483063449835431480e-01, -3.472022277658625700e-01, 2.454945462920407051e-01, 1.193322985194860963e-01
1.948000000000000000e+03, -3.644569458029312536e-01, 1.267063462383073991e-01, 5.700406517068319356e-01, 7.451587701181069945e-02, 1.675516438058007596e-01, 5.317158425678337741e-01, -4.015906673198338939e-01, -4.283395825965762294e-01, -6.888106641658066354e-02, 2.622021468451434245e-01, 1.155294586028374620e-01, 1.278554040769125551e-02, -1.187659668744332764e-01, 2.250268279143773642e-01, 1.029919795236176466e-01, 2.121114708951970726e-02
1.949000000000000000e+03, -2.268718717644693517e-01, 3.093769388899448303e-01, 1.619153967211437173e-01, 2.101275834129792131e-01, 7.031665654542414989e-01, 1.995888734044419521e-01, -8.974722342872766268e-01, -1.907313354978765474e-01, 3.683685030879456368e-02, 5.058199566613914566e-01, -1.881347231958235555e-01, -1.053167375300504693e-01, -1.908220083456826921e-01, -4.627948270472952985e-01, -5.793712252394974671e-01, 8.932740206392175697e-02
1.950000000000000000e+03, -3.913292945272556222e-02, 6.638721216087856147e-01, -6.686747623641704497e-01, 5.715257812573053264e-02, 1.065142577981575134e-01, 7.500509824052514762e-02, 6.679675682648683610e-02, 9.951646742666067635e-02, -7.611847670048774162e-02, 3.619270187339230782e-01, -1.577270709906011537e-01, -1.473597939353041841e-01, -8.705817277650336472e-02, 1.292464421651683404e-01, -4.422347840402660601e-01, -2.675922699420000272e-01
1.951000000000000000e+03, -8.324010665912569273e-02, 9.486878296562603063e-01, -3.304037162594787302e-01, 1.496894974344397944e-01, 4.382142957569052366e-01, 9.969318231549161025e-02, -9.596907312710799554e-01, -7.238771301589475016e-02, -4.133598616877439541e-02, -1.361192541295604685e-01, 1.366766598476421186e-02, 1.031700550794880343e-02, -3.925016627654392964e-01, -3.646391145915117704e-01, -2.250360422763344470e-01, 1.147548801065681467e-01
1.952000000000000000e+03, -7.835632424934997620e-02, 3.454652731402167998e-01, 2.399538197857805921e-01, 7.255558434700488946e-02, 5.357971106052206167e-01, 1.584778857942879537e-01, 8.617293803325234980e-02, -2.507644088791480264e-01, -1.802045417331636923e-01, 3.123043591612793546e-01, -3.620803504962133434e-01, -1.718868809766999906e-01, -2.455876552266250679e-01, 4.987640971914367172e-02, 3.113939461085378502e-02, 8.013093094005205308e-02
1.953000000000000000e+03, 3.702445461100575819e-02, -2.246093223677903261e-01, -1.340334469637359874e-02, -1.207996661344735156e-01, -4.720185212766842692e-02, 2.145879724101769637e-01, -1.037134102912149691e+00, -1.906679447523405586e-03, 4.424504415172834243e-02, -1.953580657847681923e-01, 2.557160907483416873e-02, 5.879679123863819357e-02, 1.392437353587051285e-01, -3.418635065742943457e-02, -1.947287473579621675e-01, 1.049962940511345727e-01
1.954000000000000000e+03, -3.957093453246657844e-01, 2.650454408048139032e-01, -2.654402092651564904e-01, -1.919874756739045063e-01, 4.026642234260675579e-01, 5.177485565672121925e-01, -1.830626912341990487e-01, -2.511776132646106330e-01, 1.365367301068255435e-01, 2.123723320103847526e-02, -1.485951730466719412e-01, -1.566520747961031024e-01, 4.539085703284728712e-02, -8.052033252512405537e-02, -5.142950466609610624e-03, -1.984386189464348305e-01
1.955000000000000000e+03, -1.388649087297233811e-02, 1.362168611832287324e-01, -1.215979375739508206e-01, -2.377486445689480088e-01, 2.963973096652892658e-01, -1.934755596294897295e-01, -6.503950343391784461e-01, -2.405080733404653115e-01, 5.372905371027147936e-02, -5.135552689673286014e-02, 2.168016945123082684e-01, -5.971902657674514961e-03, -5.045184006249702202e-01, 6.706910530772197676e-02, -2.554593967936099608e-01, 2.578129494699093471e-01
1.956000000000000000e+03, 3.288787544548060215e-01, 7.996316744940193955e-01, 9.643822069825426502e-02, 1.402098711763992145e-01, 1.870556672604797299e-01, 3.464091041081100997e-01, -2.635477748849718305e-01, -1.667802976390045100e-01, -1.753088159731067130e-02, -1.863534577743053422e-01, 1.982892130567391886e-01, 6.287092668478726221e-02, -4.308753859643267292e-01, -1.475672508444721143e-01, -4.111041058306162954e-01, -5.191994497481472459e-02
1.957000000000000000e+03, 8.310090602813914595e-02, 7.707527208203029945e-01, 1.606836959802188380e-01, -4.489483158031846721e-01, 2.080082381355471133e-01, 3.472044461485396805e-01, 2.265028355249873795e-02, -2.580966874106760955e-01, -7.776097152047722894e-02, 2.238290389976612949e-01, -6.551760097622347789e-01, -2.586838713090119923e-01, -5.238473279897315482e-01, -2.722455101077253525e-01, 8.497822128922895291e-02, -1.164571189642175930e-01
1.958000000000000000e+03, 3.581600622847365412e-02, 3.751114638211788255e-01, -7.239613770403731108e-01, -3.647879709020457883e-01, 1.134725403502681029e-01, 4.264727946930538804e-01, -4.204004486744737368e-01, -1.921787709889435369e-01, -6.099165649395802552e-02, 1.860231360271189793e-01, -1.955771403184593249e-01, 7.451890262336470332e-03, 1.149876166879512107e-01, -5.191834456936743614e-01, 3.137400977920228734e-02, 3.382196295120304397e-02
