year, CanESM5, MIROC-ES2L, UKESM1-0-LL, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, IPSL-CM6A-LR, CNRM-ESM2-1, CESM2-WACCM, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM4-8, TaiESM1, INM-CM5-0
2.057000000000000000e+03, 9.484491234030700468e+01, 1.015409993039439058e+02, 7.979792551004950951e+01, 5.705603285811666581e+01, 8.197981328437137449e+01, 7.538168975699217356e+01, 7.115821419154076466e+01, 5.827419032264867127e+01, 6.953306579507270158e+01, 1.132013709626955631e+02, 8.417783324300593506e+01, 4.474978942661818593e+01, 1.126459680003335393e+02, 1.336329294333905011e+02, 3.543556092466462104e+01, 1.381543925741592602e+02
2.058000000000000000e+03, 9.544096178331527369e+01, 1.021904893950732429e+02, 8.013593448769519512e+01, 5.784796901197800167e+01, 8.226778193388219051e+01, 7.562172460444533328e+01, 7.128355373461332078e+01, 5.878663518517937092e+01, 7.013500359362426195e+01, 1.137865491061566701e+02, 8.459889226142681196e+01, 4.463238146803196571e+01, 1.132527607691102531e+02, 1.338531750382045118e+02, 3.638221913561002197e+01, 1.384975639863329775e+02
2.059000000000000000e+03, 9.604136624490367069e+01, 1.025765276589430925e+02, 8.039581212300628010e+01, 5.759743542406773997e+01, 8.253240073100958796e+01, 7.564118135736079296e+01, 7.147302910424143363e+01, 5.894145018865474128e+01, 7.042859617147617257e+01, 1.142145231660884690e+02, 8.516235153001780134e+01, 4.464763667272644909e+01, 1.135719083237076319e+02, 1.342344897100849153e+02, 3.614214597849425559e+01, 1.389773380654158927e+02
2.060000000000000000e+03, 9.684257481836155534e+01, 1.027458537030396428e+02, 8.049825691613193612e+01, 5.756308348313823586e+01, 8.296259920450617642e+01, 7.604922450778619236e+01, 7.195636581406027688e+01, 5.888926976639899635e+01, 7.099425862127036169e+01, 1.149504418572407616e+02, 8.565690302881044715e+01, 4.430768632374771698e+01, 1.139704649112408106e+02, 1.345942563553235516e+02, 3.588517202550286811e+01, 1.391761391246478183e+02
2.061000000000000000e+03, 9.756931915288187440e+01, 1.030542859790470658e+02, 8.054971099096289322e+01, 5.819911354954025029e+01, 8.299690549554586028e+01, 7.665851412505749352e+01, 7.246201527706432444e+01, 5.949141515063367081e+01, 7.171435202053667979e+01, 1.153750721471596847e+02, 8.624730900019844171e+01, 4.469734417403410731e+01, 1.143620177073312192e+02, 1.346268846950842146e+02, 3.429957174963903554e+01, 1.392090176343177177e+02
2.062000000000000000e+03, 9.814827557923189261e+01, 1.034262074257326134e+02, 8.064838287038237752e+01, 5.888571980285083640e+01, 8.332717375609492194e+01, 7.687263926582754436e+01, 7.280786508049482109e+01, 6.001178409451976137e+01, 7.226894194280731654e+01, 1.159538439977083470e+02, 8.681956746951897230e+01, 4.507426723868614715e+01, 1.144955562723357474e+02, 1.346361836690424525e+02, 3.542584522638836120e+01, 1.395786196249956959e+02
2.063000000000000000e+03, 9.883481499091809042e+01, 1.037098489490917217e+02, 8.090151386233766573e+01, 5.821133204192136645e+01, 8.342480193629887708e+01, 7.693620648043751942e+01, 7.285573132202739544e+01, 6.016543585752786782e+01, 7.284758534139906772e+01, 1.168049747476549811e+02, 8.732301363204152267e+01, 4.535703025491192619e+01, 1.145848770455793755e+02, 1.348542875723774728e+02, 3.669759990880744738e+01, 1.403600468313224212e+02
2.064000000000000000e+03, 9.969935484576301121e+01, 1.040986517710341417e+02, 8.126795085883973968e+01, 5.769104746771284908e+01, 8.379275184108709595e+01, 7.702200090857778036e+01, 7.299040788904675026e+01, 5.998816332139329432e+01, 7.345321664360898239e+01, 1.175124908700142186e+02, 8.776405267343355376e+01, 4.543949993727141390e+01, 1.145970068070851653e+02, 1.348057723685763278e+02, 3.594999371536544430e+01, 1.409116405205452907e+02
2.065000000000000000e+03, 1.004779639907403919e+02, 1.045977349930150950e+02, 8.154483227662521472e+01, 5.885842414255565558e+01, 8.417364286538241913e+01, 7.749506193190003955e+01, 7.328323515824008894e+01, 6.084110356081483673e+01, 7.383994605943672696e+01, 1.182505776215370474e+02, 8.810546263362878960e+01, 4.572258232441321724e+01, 1.143894853576310453e+02, 1.348326846631997853e+02, 3.565704280094728063e+01, 1.413541261819382839e+02
2.066000000000000000e+03, 1.013596452294574135e+02, 1.048272895910379674e+02, 8.186397766517929142e+01, 5.915918767842242687e+01, 8.446178636700155096e+01, 7.821825693613965313e+01, 7.393279608712268214e+01, 6.082855560981326448e+01, 7.463964246414313664e+01, 1.186560289908603352e+02, 8.867754040290584783e+01, 4.538206298724764309e+01, 1.143564184418656851e+02, 1.353591795739364443e+02, 3.571897915149969549e+01, 1.416030541966712519e+02
2.067000000000000000e+03, 1.022784958865559872e+02, 1.049947609502753920e+02, 8.205603382543334590e+01, 6.012088196831476239e+01, 8.458941482595368200e+01, 7.830763034460169081e+01, 7.441054718255389844e+01, 6.194002507382855072e+01, 7.507409661536310352e+01, 1.191173736269977894e+02, 8.959369901073532105e+01, 4.560167218832597769e+01, 1.145628623783953373e+02, 1.358671795556998632e+02, 3.668691595505968905e+01, 1.419488456168200230e+02
2.068000000000000000e+03, 1.032169093627716592e+02, 1.053379710614410669e+02, 8.231383323084600079e+01, 6.027060759971407577e+01, 8.456454035134782998e+01, 7.840608003020753358e+01, 7.423663673805501162e+01, 6.252235231504289459e+01, 7.563893330310466467e+01, 1.198980901398770982e+02, 9.012173776224692290e+01, 4.550027685993803317e+01, 1.146211807379183512e+02, 1.363720804417483805e+02, 3.605450315713325438e+01, 1.425871942589977550e+02
2.069000000000000000e+03, 1.038313368549870432e+02, 1.060724862105056161e+02, 8.255145066024022071e+01, 5.939316813473055134e+01, 8.521454401689983627e+01, 7.858535531244690731e+01, 7.448069481641235257e+01, 6.252225962138284387e+01, 7.612757447983601367e+01, 1.207329559831445351e+02, 9.062099754100668747e+01, 4.559480413233333707e+01, 1.146214715736963541e+02, 1.368325276650552098e+02, 3.565026150465136823e+01, 1.430428555884542732e+02
2.070000000000000000e+03, 1.043789161474203979e+02, 1.064259917987359643e+02, 8.289002443911195428e+01, 5.905950565298777377e+01, 8.538577686885636808e+01, 7.879980111264914910e+01, 7.530332875710132612e+01, 6.201977280479800925e+01, 7.661952244031117232e+01, 1.213002804477669230e+02, 9.085277737001588605e+01, 4.597101550137871584e+01, 1.145484341265635067e+02, 1.377008480222773130e+02, 3.653418077253559204e+01, 1.432153013607550349e+02
2.071000000000000000e+03, 1.047623493976385589e+02, 1.070445777563332115e+02, 8.305286946452910968e+01, 5.731643853259205912e+01, 8.512577953936779807e+01, 7.922433122497268698e+01, 7.567966843578230396e+01, 6.229958579153032616e+01, 7.734146523732511014e+01, 1.223228717103129242e+02, 9.133034675879099495e+01, 4.646371167645153832e+01, 1.145786176572315043e+02, 1.380821736543013571e+02, 3.646013923241745402e+01, 1.430881104894440625e+02
2.072000000000000000e+03, 1.051885997074947596e+02, 1.074194629639782903e+02, 8.336003160649386245e+01, 5.687247744874139954e+01, 8.564981702668906394e+01, 7.989790600555066646e+01, 7.634356913205380124e+01, 6.295291826730598927e+01, 7.811083102732770556e+01, 1.230804517572728543e+02, 9.196601515277406236e+01, 4.632555235779480540e+01, 1.146384132706666890e+02, 1.382613662383293729e+02, 3.675645931085918505e+01, 1.433425553114947490e+02
2.073000000000000000e+03, 1.057344656035981245e+02, 1.078379487520541318e+02, 8.355503637391427674e+01, 5.755134673353027353e+01, 8.631636691489356394e+01, 8.059569863083788732e+01, 7.670253923543140218e+01, 6.339370544632655680e+01, 7.838376901128235374e+01, 1.238229539256057450e+02, 9.246546014629522858e+01, 4.637027513268738232e+01, 1.146955524801909263e+02, 1.386067524714359536e+02, 3.699284777079935083e+01, 1.434532800982251501e+02
2.074000000000000000e+03, 1.062456321681091254e+02, 1.082560090243008943e+02, 8.384825251289062464e+01, 5.820297322949261343e+01, 8.702328202284427050e+01, 8.079537678288492941e+01, 7.674290378153779102e+01, 6.382807917056278058e+01, 7.895657312821910523e+01, 1.244911069754388535e+02, 9.302111484787944562e+01, 4.671705609293952932e+01, 1.150789104299576167e+02, 1.393993698960942424e+02, 3.619149725393545225e+01, 1.437155457215801846e+02
2.075000000000000000e+03, 1.068434670366215897e+02, 1.091102566111070615e+02, 8.394884725629030697e+01, 5.885677380067859588e+01, 8.752316936637885192e+01, 8.115577235314201232e+01, 7.711680154510536056e+01, 6.405832285460009246e+01, 7.965128377656351688e+01, 1.249647787124349065e+02, 9.339277985021755057e+01, 4.695889024135103540e+01, 1.155330377184549349e+02, 1.399684407974500573e+02, 3.626660460261756924e+01, 1.441855963028213523e+02
2.076000000000000000e+03, 1.077018090860321138e+02, 1.095913817782257382e+02, 8.420932622283866920e+01, 5.832892813479148941e+01, 8.750044029823661162e+01, 8.165819316974656772e+01, 7.734563985806657627e+01, 6.432189329905800435e+01, 8.040246128115549595e+01, 1.257191542003238993e+02, 9.379881442268096237e+01, 4.688870540753823235e+01, 1.155132987908980908e+02, 1.402624398437415891e+02, 3.750597910276363223e+01, 1.444183299160449678e+02
2.077000000000000000e+03, 1.083569711298459595e+02, 1.097300915758158482e+02, 8.438352229825881068e+01, 5.754394230348387396e+01, 8.794680371743729097e+01, 8.194945151537042705e+01, 7.764376241998085959e+01, 6.408329822300137835e+01, 8.086658486150035685e+01, 1.266357005466882981e+02, 9.402304291928706448e+01, 4.681355793753859729e+01, 1.153103897803041917e+02, 1.398979177857743821e+02, 3.817618609930008233e+01, 1.445735221642982822e+02
2.078000000000000000e+03, 1.086715008998724983e+02, 1.099326259449643857e+02, 8.463131413522731350e+01, 5.899608722434425090e+01, 8.851255923495402556e+01, 8.202667000347581450e+01, 7.759758867679843775e+01, 6.385653978115570339e+01, 8.148303485921229594e+01, 1.271547206349021337e+02, 9.395401776747739575e+01, 4.681437396306705523e+01, 1.155390948097793427e+02, 1.398701081479855475e+02, 3.721204048591327052e+01, 1.451062727523490992e+02
2.079000000000000000e+03, 1.091299854969710452e+02, 1.105232824511405312e+02, 8.480897586576827507e+01, 6.033950647978178949e+01, 8.858934979965084722e+01, 8.241926459397961935e+01, 7.766222957883216793e+01, 6.458700894879592624e+01, 8.204340817760854065e+01, 1.282924832737744794e+02, 9.410474644331607408e+01, 4.711780536368556227e+01, 1.156768870457277671e+02, 1.402711314422087412e+02, 3.662119161637488673e+01, 1.454027566714121633e+02
2.080000000000000000e+03, 1.096219206020188750e+02, 1.112952598479205761e+02, 8.505816580772696511e+01, 6.043744541775281220e+01, 8.896588148135710128e+01, 8.279547372522752369e+01, 7.827264556647486415e+01, 6.491041605400134529e+01, 8.232359299249755225e+01, 1.289864204314821734e+02, 9.431930413806807678e+01, 4.761006742612445919e+01, 1.157716959924721607e+02, 1.405935765273212610e+02, 3.651188750700232788e+01, 1.458231784087403469e+02
2.081000000000000000e+03, 1.101637354131327839e+02, 1.116720821111343156e+02, 8.533065491775353451e+01, 6.125904268498405258e+01, 8.946807332081634456e+01, 8.302231082884024715e+01, 7.872448914958155797e+01, 6.526865596229767164e+01, 8.289097483038950998e+01, 1.298893177859279433e+02, 9.471941753423286059e+01, 4.757002967122640058e+01, 1.159114479227592369e+02, 1.411015029987660796e+02, 3.698135205160019723e+01, 1.459005129808822403e+02
2.082000000000000000e+03, 1.105536551420981226e+02, 1.121392985278594381e+02, 8.562696078555738666e+01, 6.136480684448338252e+01, 8.983928329519552847e+01, 8.302917218219739937e+01, 7.913491806091792569e+01, 6.531773289564205243e+01, 8.361032997474551109e+01, 1.304968679145407862e+02, 9.529256254049231245e+01, 4.771998644611169738e+01, 1.159505311522778612e+02, 1.414356109284599654e+02, 3.765274881274969232e+01, 1.461720809610687866e+02
2.083000000000000000e+03, 1.107285937084209024e+02, 1.124978265914294013e+02, 8.590833432564822658e+01, 5.979897616943340211e+01, 9.020119771414339027e+01, 8.363928144112931307e+01, 7.945920744155698401e+01, 6.525461560494545665e+01, 8.453316875027923061e+01, 1.310591635835939996e+02, 9.571484271660381182e+01, 4.793408075441787730e+01, 1.160621565081338389e+02, 1.413648392103569620e+02, 3.731198064088874844e+01, 1.465210267342901886e+02
2.084000000000000000e+03, 1.113495738112303997e+02, 1.127616636583622380e+02, 8.626145876995502704e+01, 6.003158385580395162e+01, 9.015068994993512774e+01, 8.420034037639689473e+01, 7.986144945917240534e+01, 6.557115435644568890e+01, 8.531819482752041495e+01, 1.317646791129767792e+02, 9.631104241559937407e+01, 4.768555179436645375e+01, 1.162281342990274311e+02, 1.411370241430846875e+02, 3.688677778575430466e+01, 1.466761762613843700e+02
2.085000000000000000e+03, 1.124338150186982830e+02, 1.133471275074141715e+02, 8.677340254618080451e+01, 6.195176227317131890e+01, 9.037142469717936422e+01, 8.458835335109689879e+01, 8.019007426399446103e+01, 6.650838695325245453e+01, 8.594129514274916914e+01, 1.324442457094826580e+02, 9.652937675441704357e+01, 4.770978511774235642e+01, 1.161002828725733593e+02, 1.413975258701549080e+02, 3.684120705042258948e+01, 1.471454551920102460e+02
2.086000000000000000e+03, 1.133307981948209857e+02, 1.138903295457845672e+02, 8.687859101493418734e+01, 6.200586360826908816e+01, 9.075974914235116842e+01, 8.517597124301948952e+01, 8.025749409354997965e+01, 6.666798882377918289e+01, 8.637369080741628125e+01, 1.332826642624711724e+02, 9.707333185334871928e+01, 4.813919342346924424e+01, 1.160893977457436534e+02, 1.418036127849201478e+02, 3.761610725503602026e+01, 1.477936323923008217e+02
2.087000000000000000e+03, 1.144385106920577329e+02, 1.137633747774942066e+02, 8.691169119518454522e+01, 6.097246421484927481e+01, 9.101276149021784079e+01, 8.579560816614360874e+01, 8.056342871710359077e+01, 6.676086371820433385e+01, 8.670404536346607927e+01, 1.344649660482554907e+02, 9.742354391008686321e+01, 4.879997370440364790e+01, 1.162777303344539064e+02, 1.420692875478449082e+02, 3.859251846467513047e+01, 1.480319763190339017e+02
2.088000000000000000e+03, 1.153046706037374918e+02, 1.135566773746970455e+02, 8.704639784174698036e+01, 6.039026470281603309e+01, 9.151172406005188975e+01, 8.651926407836002397e+01, 8.131444813970729513e+01, 6.748145790455443205e+01, 8.718154782513988721e+01, 1.351320733929404412e+02, 9.784579188318433296e+01, 4.875624706696718391e+01, 1.164659975014832156e+02, 1.419108261934474342e+02, 3.762591617558214807e+01, 1.481516526478295646e+02
2.089000000000000000e+03, 1.162503848145551189e+02, 1.138442199111952107e+02, 8.729411151827191873e+01, 6.111223839844652161e+01, 9.211413467410628186e+01, 8.699818360342916890e+01, 8.197813730098447138e+01, 6.828871626817489471e+01, 8.794516634738938876e+01, 1.357959789456142232e+02, 9.774039889986595142e+01, 4.857784205074605666e+01, 1.165457705162489646e+02, 1.417834160623402227e+02, 3.674914863337097870e+01, 1.482469820830090157e+02
2.090000000000000000e+03, 1.167532903087479070e+02, 1.143798204700600536e+02, 8.763357788877941346e+01, 6.258111162879856693e+01, 9.244896298088282549e+01, 8.753678984927398687e+01, 8.228972290040739779e+01, 6.806639569684749347e+01, 8.862719718976075001e+01, 1.364359837326883564e+02, 9.813077087709750401e+01, 4.882665771484687411e+01, 1.166177341844488353e+02, 1.423144502423578217e+02, 3.716362143127131645e+01, 1.483057057755564756e+02
2.091000000000000000e+03, 1.172463004599212724e+02, 1.153779231146461228e+02, 8.797709449432964846e+01, 6.335080827124339464e+01, 9.278286003262148540e+01, 8.803882567030878192e+01, 8.245173000766905602e+01, 6.742185522550090582e+01, 8.887686339523018830e+01, 1.368782986386141545e+02, 9.911431041548571841e+01, 4.943427821674369937e+01, 1.165221826332291073e+02, 1.427538561304579616e+02, 3.881143655279444715e+01, 1.485663308671362586e+02
2.092000000000000000e+03, 1.181891567703332697e+02, 1.162093784801390512e+02, 8.831745167251187922e+01, 6.213223266034923853e+01, 9.276002782481084807e+01, 8.826825798280259505e+01, 8.294424295973918504e+01, 6.724932802179881719e+01, 8.946568081345695589e+01, 1.377670254309742290e+02, 9.987773250915117274e+01, 4.957893844622363133e+01, 1.162825926647894335e+02, 1.433571768074372983e+02, 3.830178971667522347e+01, 1.489772331924344542e+02
2.093000000000000000e+03, 1.191139513669300811e+02, 1.162339299765214804e+02, 8.847329298556560673e+01, 5.984592469420591954e+01, 9.355350505884098311e+01, 8.874331304950173660e+01, 8.279848768000314863e+01, 6.798590709475523397e+01, 9.030500570298235630e+01, 1.387814684620886396e+02, 1.004023328745734460e+02, 4.922245716979409025e+01, 1.161638931122290472e+02, 1.439089730448489775e+02, 3.775458566412155648e+01, 1.493505434239903025e+02
2.094000000000000000e+03, 1.196781289176085750e+02, 1.161544051393002945e+02, 8.874784140764688800e+01, 5.995958673769198555e+01, 9.396510073252403572e+01, 8.929700079033617044e+01, 8.311429594464041770e+01, 6.855979777564294864e+01, 9.109446089401700419e+01, 1.397603295837182884e+02, 1.014960687610584955e+02, 4.945941902288406311e+01, 1.161619837493936416e+02, 1.439232056974142893e+02, 3.838807215792606797e+01, 1.493473034175481473e+02
2.095000000000000000e+03, 1.201825862053364915e+02, 1.164401091422620595e+02, 8.893280128334197343e+01, 6.166761137839934293e+01, 9.427590927455328540e+01, 8.945356764825721996e+01, 8.353159824459957861e+01, 6.820627778373165029e+01, 9.143129568374271798e+01, 1.403234408465832530e+02, 1.022559579085118884e+02, 4.950271488187978974e+01, 1.163552972676061472e+02, 1.440298318717540269e+02, 3.943971383597892100e+01, 1.493677908321577661e+02
2.096000000000000000e+03, 1.207455593539152545e+02, 1.166236344056345047e+02, 8.914801535755049144e+01, 6.268187886097877026e+01, 9.457100339381935328e+01, 8.993622989520592625e+01, 8.386563911205560373e+01, 6.886682550535964253e+01, 9.181568200795757662e+01, 1.410912828688269940e+02, 1.025463333901541318e+02, 4.956191016798042170e+01, 1.162540331957246167e+02, 1.442450802777728427e+02, 3.916286112167193778e+01, 1.495904049232430282e+02
2.097000000000000000e+03, 1.211467541609617342e+02, 1.172172289247370429e+02, 8.936593757294096463e+01, 6.275145728511801479e+01, 9.507309682646591398e+01, 9.032933579183759321e+01, 8.428555887813411118e+01, 6.900682915627035641e+01, 9.250860420687517660e+01, 1.419196014566154247e+02, 1.031912182579268631e+02, 4.946790943354059067e+01, 1.161902938059961343e+02, 1.446076369331888998e+02, 3.836681989164263484e+01, 1.495211897894078277e+02
2.098000000000000000e+03, 1.220054951772890917e+02, 1.175489655506302995e+02, 8.965227640645925078e+01, 6.217736480037749658e+01, 9.570758466145463217e+01, 9.037407771752577901e+01, 8.456194061076240587e+01, 7.018906359869521339e+01, 9.326684361803827983e+01, 1.423531481366121909e+02, 1.039230558047988069e+02, 4.977337207093158611e+01, 1.166130035601572956e+02, 1.448232013048278191e+02, 3.798390157805962275e+01, 1.499042552955656049e+02
2.099000000000000000e+03, 1.229113636110454308e+02, 1.175036184756379782e+02, 8.994672904449114981e+01, 6.204664216929655396e+01, 9.596761082186606018e+01, 9.070532481791218515e+01, 8.484426925095397110e+01, 7.034221781050625566e+01, 9.396932112741549759e+01, 1.428405317580034080e+02, 1.045078534847084200e+02, 4.963362927514940992e+01, 1.168684640724233219e+02, 1.450240039028956858e+02, 3.880849025719652445e+01, 1.501919664626736335e+02
2.100000000000000000e+03, 1.237283393187860412e+02, 1.181686398601123500e+02, 9.036949861676131945e+01, 6.327081358296033642e+01, 9.654841105136954127e+01, 9.141048777511100809e+01, 8.542297933370053897e+01, 7.080690348930863820e+01, 9.453454061155942156e+01, 1.436519134119491525e+02, 1.048022244667990037e+02, 4.940975988892599702e+01, 1.171696875520078578e+02, 1.456014465981924388e+02, 3.870477980723316591e+01, 1.502999485329527829e+02
